Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Hindi,Gujarthi,
54,Village Information,361,Category of secondary school,S,2,752,Private,0,,Private - ખાનગી,
54,Village Information,362,Distance of the secondary school(in kms),T,2,753,NULL,2,,,
54,Village Information,363,Barriers for accessing secondary school,S,2,754,No barrier,2,No barrier - कोई बाधा नहीं,No barrier - કોઈ અવરોધનહી,
54,Village Information,363,Barriers for accessing secondary school,S,2,755,Near upper class hamlet,2,Neear upper class hamlet - ऊँची जाति की बसाहट के नज़दीक,Near to the upper class hamlet - ઉચચવર્ગના લોકોની વસાહતની નજીક,
54,Village Information,363,Barriers for accessing secondary school,S,2,756,Far off from the village,2,Far off from the village -  गांव से बहुत दूर,Far off from the village - ગામથી દૂર,
54,Village Information,363,Barriers for accessing secondary school,S,2,757,On the main road,2,On the main road - मुख्य सड़क पर,On the main road - મુખ્ય માર્ગ પાર,
54,Village Information,363,Barriers for accessing secondary school,S,2,758,Across the road or Traffic,2,Across the road/Traffic -  सड़क पार/ट्रैफ़िक,Across the road or Traffic - રસ્તાની પેલી બાજુ/ટ્રાફિક,
54,Village Information,363,Barriers for accessing secondary school,S,2,759,In or  near to market,2,In/ near to market -  बाज़ार में/के नज़दीक,In or  near to market - માર્કેટમાં/ માર્કેટ ની નજીક,
54,Village Information,363,Barriers for accessing secondary school,S,2,760,Across the forest or  hill,2,Across the forest/hill -  जंगल में/पहाड़ी पर,Across the forest or  hill - જંગલ/ટેકરી ની પેલી બાજુ,
54,Village Information,363,Barriers for accessing secondary school,S,2,761,Across the stream or river,2,Across the stream/ river -  नाले/नदी के पार,Across the stream or river - નદી/ઝરણાની નજીક,
54,Village Information,363,Barriers for accessing secondary school,S,2,762,Near the graveyard,2,Near the graveyard - कब्रिस्तान के पास,Near the graveyard - કબ્રસ્થાનથી નજીક,
54,Village Information,363,Barriers for accessing secondary school,S,2,763,Classes in open,2,Classes in open - खुले में पढ़ाई,Classes in open - ખુલ્લામાં વર્ગો,
54,Village Information,363,Barriers for accessing secondary school,S,2,764,Across the Railway track,2,across the Railway track -  रेल पटरी पार,Across the Railway track - રેલ્વે ટ્રેકની પેલી બાજુ,
54,Village Information,363,Barriers for accessing secondary school,S,2,765,Near Bar and Restaurant,2,Near Bar and Restaurant -  बार-रेस्त्राँ के पास,Near Bar and Restaurant - બાર અને રેસ્ટોરેન્ટ ની નજીક,
54,Village Information,363,Barriers for accessing secondary school,S,2,766,Near Religious Structure,2,Near Religious Structure - धार्मिक ढांचे के पास,Near Religious Structure - ધાર્મિક સ્થળ ના નજીક,
54,Village Information,363,Barriers for accessing secondary school,S,2,767,Others,2,Others - अन्य,Others - અન્ય,
54,Village Information,364,if other,T,2,768,NULL,2,,,
54,Village Information,365,Higher Secondary school available,R,2,769,"No, not in the village or Hamlet",2,"No, not in the village or Hamlet - नहीं, गांव/बसाहट में नहीं है","No, not in the village or Hamlet -ના, ગામમાં નહીં અને મોહલ્લામાં પણ નહિ",
54,Village Information,365,Higher Secondary school available,R,2,770,"Yes, in the village or Hamlet",2,"Yes, in the village / hamlet Primary school - हाँ, गांव/बसाहट में है","Yes, in the village or Hamlet -હા, ગામ અને મોહલ્લામાં",
54,Village Information,366,Higher Secondary school Name,T,2,771,NULL,2,,,
54,Village Information,367,Lowest class in higher secondary school,S,2,772,class 11,2,Class 11 - कक्षा 11,class 11 - વર્ગ 11,
54,Village Information,367,Lowest class in higher secondary school,S,2,773,class 12,2,Class 12 - कक्षा 12,class 12 - વર્ગ 12,
54,Village Information,368,Highest class in higher secondary school,S,2,774,class 11,2,Class 11 - कक्षा 11,class 11 - વર્ગ 11,
54,Village Information,368,Highest class in higher secondary school,S,2,775,class 12,2,Class 12 - कक्षा 12,class 12 - વર્ગ 12,
54,Village Information,369,Category of higher secondary school,S,2,776,Government / Local bodies,2,Government/ Local Bodies  - शासन: केन्द्रीय और राज्य सरकारों तथा संगठनों द्वारा स्थापित,Government / Local bodies - સરકાર/ સ્થાનિક સંસ્થાઓ,
54,Village Information,369,Category of higher secondary school,S,2,777,Private Aided,2,Private Aided  - निजी (शासन से सहायता-प्राप्त),Private Aided - ખાનગી સહાયક,
54,Village Information,370,Distance of the higher secondary school(in kms),T,2,778,NULL,2,,,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,779,No barrier,2,No barrier - कोई बाधा नहीं,No barrier - કોઈ અવરોધનહી,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,780,Near upper class hamlet,2,Neear upper class hamlet -  ऊँची जाति की बसाहट के नज़दीक,Near to the upper class hamlet - ઉચચવર્ગના લોકોની વસાહતની નજીક,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,781,Far off from the village,2,Far off from the village -  गांव से बहुत दूर,Far off from the village - ગામથી દૂર,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,782,On the main road,2,On the main road -  मुख्य सड़क पर,On the main road - મુખ્ય માર્ગ પાર,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,783,Across the road  or Traffic,2,Across the road/Traffic -  सड़क पार/ट्रैफ़िक,Across the road  or Traffic - રસ્તાની પેલી બાજુ/ટ્રાફિક,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,784,In or near to market,2,In/ near to market - बाज़ार में/के नज़दीक,In or near to market - માર્કેટમાં/ માર્કેટ ની નજીક,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,785,Across the forest or hill,2,Across the forest/hill -  जंगल में/पहाड़ी पर,Across the forest or hill - જંગલ/ટેકરી ની પેલી બાજુ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,786,Across the stream or  river,2,Across the stream/ river - नाले/नदी के पार,Across the stream or  river - નદી/ઝરણાની નજીક,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,787,Near the graveyard,2,Near the graveyard - कब्रिस्तान के पास,Near the graveyard - કબ્રસ્થાનથી નજીક,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,788,Classes in open,2,Classes in open - खुले में पढ़ाई,Classes in open - ખુલ્લામાં વર્ગો,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,789,Across the Railway track,2,across the Railway track -  रेल पटरी पार,Across the Railway track - રેલ્વે ટ્રેકની પેલી બાજુ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,790,Near Bar and Restaurant,2,Near Bar and Restaurant - बार-रेस्त्राँ के पास,Near Bar and Restaurant - બાર અને રેસ્ટોરેન્ટ ની નજીક,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,791,Near Religious Structure,2,Near Religious Structure -  धार्मिक ढांचे के पास,Near Religious Structure - ધાર્મિક સ્થળ ના નજીક,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,792,Others,2,Others - अन्य,Others - અન્ય,
54,Village Information,372,If other,T,2,793,NULL,2,,,
54,Village Information,373,AWC available,R,2,794,"No, not in the village or Hamlet",2,"No, not in the village / Hamlet  -  नहीं, गांव/बसाहट में नहीं है","No, not in the village or Hamlet -ના, ગામમાં નહીં અને મોહલ્લામાં પણ નહિ",
54,Village Information,373,AWC available,R,2,795,"yes, in the village or Hamlet",2,"Yes, in the village / hamlet Primary school: -  हाँ, गांव/बसाहट में है","Yes, in the village or Hamlet -હા, ગામ અને મોહલ્લામાં",
54,Village Information,374,Distance of the AWC from the village(in kms),T,2,796,NULL,2,,,
54,Village Information,375,Primary barriers for accessing AWC,S,2,797,No barrier,2,No barrier -  कोई बाधा नहीं,No barrier - કોઈ અવરોધનહી,
54,Village Information,375,Primary barriers for accessing AWC,S,2,798,Near upper class hamlet,2,Near upper class hamlet - ऊँची जाति की बसाहट के नज़दीक,Near to the upper class hamlet - ઉચચવર્ગના લોકોની વસાહતની નજીક,
54,Village Information,375,Primary barriers for accessing AWC,S,2,799,Far off from some of the catchment villages,2,Far off from some of the catchment villages - गांव से बहुत दूर,Far off from some of the catchment villages - ગામથી દૂર,
54,Village Information,375,Primary barriers for accessing AWC,S,2,800,On the main road,2,On the main road -  मुख्य सड़क पर,On the main road - મુખ્ય માર્ગ પાર,
54,Village Information,375,Primary barriers for accessing AWC,S,2,801,Across the road or  traffic,2,Across the road/Traffic -  सड़क पार/ट्रैफ़िक,Across the road or  traffic - રસ્તાની પેલી બાજુ/ટ્રાફિક,
54,Village Information,375,Primary barriers for accessing AWC,S,2,802,In or near to market,2,In/ near to market -  बाज़ार में/के नज़दीक,In or near to market - માર્કેટમાં/ માર્કેટ ની નજીક,
54,Village Information,375,Primary barriers for accessing AWC,S,2,803,Across the forest or  hill,2,Across the forest/hill -  जंगल में/पहाड़ी पर,Across the forest or  hill - જંગલ/ટેકરી ની પેલી બાજુ,
54,Village Information,375,Primary barriers for accessing AWC,S,2,804,Across the stream or river,2,Across the stream/ river -  नाले/नदी के पार,Across the stream or river - નદી/ઝરણાની નજીક,
54,Village Information,375,Primary barriers for accessing AWC,S,2,805,Near the graveyard,2,Near the graveyard -  कब्रिस्तान के पास,Near the graveyard - કબ્રસ્થાનથી નજીક,
54,Village Information,375,Primary barriers for accessing AWC,S,2,806,AWC in open,2,AWC in open - खुले में पढ़ाई,AWC in open - ખુલ્લામાં વર્ગો,
54,Village Information,375,Primary barriers for accessing AWC,S,2,807,Across the Railway track,2,across the Railway track -  रेल पटरी पार,Across the Railway track - રેલ્વે ટ્રેકની પેલી બાજુ,
54,Village Information,375,Primary barriers for accessing AWC,S,2,808,Near Bar and Restaurant,2,Near Bar and Restaurant - बार-रेस्त्राँ के पास,Near Bar and Restaurant - બાર અને રેસ્ટોરેન્ટ ની નજીક,
54,Village Information,375,Primary barriers for accessing AWC,S,2,809,Near Religious Structure,2,Near Religious Structure - धार्मिक ढांचे के पास,Near Religious Structure - ધાર્મિક સ્થળ ના નજીક,
54,Village Information,375,Primary barriers for accessing AWC,S,2,810,Others,2,Others -  अन्य,Others - અન્ય,
54,Village Information,376,Others,T,2,811,NULL,2,,,
54,Village Information,377,Need for additional AWC,R,2,812,No,2,No - नहीं,No - ના,
54,Village Information,377,Need for additional AWC,R,2,813,Yes,2,Yes - हाँ,Yes - હા,
54,Village Information,378,SHC available,R,2,814,No,2,No - नहीं,No - ના,
54,Village Information,378,SHC available,R,2,815,Yes,2,Yes - हाँ,Yes - હા,
54,Village Information,379,SHC Name,T,2,816,NULL,2,,,
54,Village Information,380,Distance of the SHC from the village(in kms),T,2,817,NULL,2,,,
54,Village Information,381,Primary barrier in accessing SHC,S,2,818,Not Applicable Write,2,Not applicable -  लागू नहीं,Not Applicable Write - લાગુ નહિ,
54,Village Information,381,Primary barrier in accessing SHC,S,2,819,No barrier,2,No barrier - कोई बाधा नहीं,No barrier - કોઈ અવરોધનહી,
54,Village Information,381,Primary barrier in accessing SHC,S,2,820,Near upper class hamlet,2,Near upper class hamlet -  ऊँची जाति की बसाहट के नज़दीक,Near to the upper class hamlet - ઉચચવર્ગના લોકોની વસાહતની નજીક,
54,Village Information,381,Primary barrier in accessing SHC,S,2,821,Far off from some of the catchment villages,2,Far off from the village -  गांव से बहुत दूर,Far off from some of the catchment villages - ગામથી દૂર,
54,Village Information,381,Primary barrier in accessing SHC,S,2,822,On the main road,2,On the main road -  मुख्य सड़क पर,On the main road - મુખ્ય માર્ગ પર,
54,Village Information,381,Primary barrier in accessing SHC,S,2,823,Across the road or  traffic,2,Across the road/Traffic - सड़क पार/ट्रैफ़िक,Across the road or  traffic - રસ્તાની પેલી બાજુ/ટ્રાફિક,
54,Village Information,381,Primary barrier in accessing SHC,S,2,824,In or near to market,2,In/ near to market -  बाज़ार में/के नज़दीक,In or near to market - માર્કેટમાં/ માર્કેટ ની નજીક,
54,Village Information,381,Primary barrier in accessing SHC,S,2,825,Across the forest or hill,2,Across the forest/hill - जंगल में/पहाड़ी पर,Across the forest or hill - જંગલ/ટેકરી ની પેલી બાજુ,
54,Village Information,381,Primary barrier in accessing SHC,S,2,826,Across the stream or river,2,Across the stream/ river - नाले/नदी के पार,Across the stream or river - નદી/ઝરણાની નજીક,
54,Village Information,381,Primary barrier in accessing SHC,S,2,827,Near the graveyard,2,Near the graveyard -  कब्रिस्तान के पास,Near the graveyard - કબ્રસ્થાનથી નજીક,
54,Village Information,381,Primary barrier in accessing SHC,S,2,828,Others,2,Others -  अन्य,Others - અન્ય,
54,Village Information,382,If Other,T,2,829,NULL,2,,,
54,Village Information,383,PHC available,R,2,830,NO,2,No - नहीं,NO - ના,
54,Village Information,383,PHC available,R,2,831,YES,2,Yes -  हाँ,YES - હા,
54,Village Information,384,PHC Name,T,2,832,NULL,2,,,
54,Village Information,385,Distance of the PHC from the village(in kms),T,2,833,NULL,2,,,
54,Village Information,386,Primary barrier in accessing PHC,S,2,834,Not Applicable Write,2,Not applicable - लागू नहीं,Not Applicable Write - લાગુ નહિ,
54,Village Information,386,Primary barrier in accessing PHC,S,2,835,No barrier,2,No barrier -  कोई बाधा नहीं,No barrier - કોઈ અવરોધનહી,
54,Village Information,386,Primary barrier in accessing PHC,S,2,836,Near upper class hamlet,2,Near upper class hamlet -  ऊँची जाति की बसाहट के नज़दीक,Near to the upper class hamlet - ઉચચવર્ગના લોકોની વસાહતની નજીક,
54,Village Information,386,Primary barrier in accessing PHC,S,2,837,Far off from some of the catchment villages,2,Far off from some of the catchment villages - गांव से बहुत दूर,Far off from some of the catchment villages - ગામથી દૂર,
54,Village Information,386,Primary barrier in accessing PHC,S,2,838,On the main road,2,On the main road - मुख्य सड़क पर,On the main road - મુખ્ય માર્ગ પર,
54,Village Information,386,Primary barrier in accessing PHC,S,2,839,Across the road or traffic,2,Across the road/Traffic -  सड़क पार/ट्रैफ़िक,Across the road or traffic - રસ્તાની પેલી બાજુ/ટ્રાફિક,
54,Village Information,386,Primary barrier in accessing PHC,S,2,840,In or  near to market,2,In/ near to market -  बाज़ार में/के नज़दीक,In or  near to market - માર્કેટમાં/ માર્કેટ ની નજીક,
54,Village Information,386,Primary barrier in accessing PHC,S,2,841,Across the forest or hill,2,Across the forest/hill -  जंगल में/पहाड़ी पर,Across the forest or hill - જંગલ/ટેકરી ની પેલી બાજુ,
54,Village Information,386,Primary barrier in accessing PHC,S,2,842,Across the stream or river,2,Across the stream/ river -  नाले/नदी के पार,Across the stream or river - નદી/ઝરણાની નજીક,
54,Village Information,386,Primary barrier in accessing PHC,S,2,843,Near the graveyard,2,Near the graveyard - कब्रिस्तान के पास,Near the graveyard - કબ્રસ્થાનથી નજીક,
54,Village Information,386,Primary barrier in accessing PHC,S,2,844,Others,2,Others - अन्य,Others - અન્ય,
54,Village Information,387,If Other,T,2,845,NULL,2,,,
54,Village Information,388,CHC available,R,2,846,NO,2,No -  नहीं,NO - ના,
54,Village Information,388,CHC available,R,2,847,YES,2,Yes -  हाँ,YES - હા,
54,Village Information,389,CHC Name,T,2,848,NULL,2,,,
54,Village Information,390,Distance of the CHC from the village(in kms),T,2,849,NULL,2,,,
54,Village Information,391,Primary barrier in accessing CHC,S,2,850,Not Applicable Write,2,Not applicable - लागू नहीं,Not Applicable Write - લાગુ નહિ,
54,Village Information,391,Primary barrier in accessing CHC,S,2,851,No barrier,2,No barrier - कोई बाधा नहीं,No barrier - કોઈ અવરોધનહી,
54,Village Information,391,Primary barrier in accessing CHC,S,2,852,Near upper class hamlet,2,Near upper class hamlet -  ऊँची जाति की बसाहट के नज़दीक,Near to the upper class hamlet - ઉચચવર્ગના લોકોની વસાહતની નજીક,
54,Village Information,391,Primary barrier in accessing CHC,S,2,853,Far off from some of the catchment villages,2,Far off from some of the catchment villages  - गांव से बहुत दूर,Far off from some of the catchment villages - ગામથી દૂર,
54,Village Information,391,Primary barrier in accessing CHC,S,2,854,On the main road,2,On the main road -  मुख्य सड़क पर,On the main road - મુખ્ય માર્ગ પર,
54,Village Information,391,Primary barrier in accessing CHC,S,2,855,Across the road or traffic,2,Across the road/Traffic - सड़क पार/ट्रैफ़िक,Across the road or traffic - રસ્તાની પેલી બાજુ/ટ્રાફિક,
54,Village Information,391,Primary barrier in accessing CHC,S,2,856,In or near to market,2,In/ near to market -  बाज़ार में/के नज़दीक,In or near to market - માર્કેટમાં/ માર્કેટ ની નજીક,
54,Village Information,391,Primary barrier in accessing CHC,S,2,857,Across the forest or hill,2,Across the forest/hill -  जंगल में/पहाड़ी पर,Across the forest or hill - જંગલ/ટેકરી ની પેલી બાજુ,
54,Village Information,391,Primary barrier in accessing CHC,S,2,858,Across the stream or river,2,Across the stream/ river - नाले/नदी के पार,Across the stream or river - નદી/ઝરણાની નજીક,
54,Village Information,391,Primary barrier in accessing CHC,S,2,859,Near the graveyard,2,Near the graveyard - कब्रिस्तान के पास,Near the graveyard - કબ્રસ્થાનથી નજીક,
54,Village Information,391,Primary barrier in accessing CHC,S,2,860,Others,2,Others - अन्य,Others - અન્ય,
54,Village Information,392,If other,T,2,861,NULL,2,,,
54,Village Information,393,ASHA available,R,2,862,NO,2,No - नहीं,NO - ના,
54,Village Information,393,ASHA available,R,2,863,Yes,2,Yes - हाँ,Yes - હા,
54,Village Information,394,VHSNC existing,R,2,864,No,2,No - नहीं,No - ના,
54,Village Information,394,VHSNC existing,R,2,865,Yes,2,Yes - हाँ,Yes - હા,
54,Village Information,395,VHSNC operational,S,2,866,No,2,No - नहीं,No - ના,
54,Village Information,395,VHSNC operational,S,2,867,"Yes, irregular",2,"Yes, irregular - हाँ, अनियमित","Yes, irregular - હા, અનિયમિત ",
54,Village Information,395,VHSNC operational,S,2,868,"Yes, regular",2,"Yes, regular - हाँ, नियमित","Yes, regular - હા, નિયમિત ",
54,Village Information,396,VCPC existing,R,2,869,No,2,No - नहीं,No - ના,
54,Village Information,396,VCPC existing,R,2,870,Yes,2,Yes - हाँ,Yes - હા,
54,Village Information,397,VCPC Operational,S,2,871,No,2,No - नहीं,No - ના,
54,Village Information,397,VCPC Operational,S,2,872,"Yes, irregular",2,"Yes, irregular - हाँ, अनियमित","Yes, irregular - હા, અનિયમિત ",
54,Village Information,397,VCPC Operational,S,2,873,"Yes, regular",2,"Yes, regular - हाँ, नियमित","Yes, regular - હા, નિયમિત ",
54,Village Information,398,Number of Self Help Groups/ CBOs,T,2,874,NULL,2,,,
54,Village Information,399,Number of Child Collective,T,2,875,NULL,2,,,
54,Village Information,400,Electricity,R,2,876,No,2,No - नहीं,No - ના,
54,Village Information,400,Electricity,R,2,877,Yes,2,Yes - हाँ,Yes - હા,
54,Village Information,401,Road,R,2,878,No,2,No - नहीं,No - ના,
54,Village Information,401,Road,R,2,879,Yes,2,Yes - हाँ,Yes - હા,
54,Village Information,402,Public Transport,R,2,880,No,2,No - नहीं,No - ના,
54,Village Information,402,Public Transport,R,2,881,Yes,2,Yes - हाँ,Yes - હા,
54,Village Information,403,Water Supply,R,2,882,No,2,No - नहीं,No - ના,
54,Village Information,403,Water Supply,R,2,883,Yes,2,Yes - हाँ,Yes - હા,
55,House Hold Information,404,Rural or Urban,R,0,884,Rural,2,,,
55,House Hold Information,405,Type of Family,R,2,885,Joint family,2,Joint Family - संयुक्त  परिवार,Joint family  - સંયુક્ત કુટુંભ,
55,House Hold Information,405,Type of Family,R,2,886,Nuclear  family,2,Nuclear Family -  एकल परिवार,Nuclear  family - વિભક્ત કુટુંભ,
55,House Hold Information,406,Name of the Head of the HH,T,0,887,,2,,,
55,House Hold Information,407,Age of the Head of the HH,T,0,888,,2,,,
55,House Hold Information,408,Sex of the Head of the HH,R,0,889,Male,2,,Male -પુરુષ,
55,House Hold Information,408,Sex of the Head of the HH,R,0,890,Female,2,,Female - સ્ત્રી ,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,891,Illiterate,2,Illiterate - निरक्षर,Illiterate - અભણ,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,892,class1,2,Class 1 - कक्षा 1,class1 - વર્ગ 1,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,893,class2,2,Class 2 - कक्षा 2,class2 - વર્ગ 2,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,894,class3,2,Class 3 - कक्षा 3,class3 - વર્ગ 3,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,895,class4,2,Class 4 - कक्षा 4,class4 - વર્ગ 4,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,896,class5,2,Class 5 - कक्षा 5,class5 - વર્ગ 5,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,897,class6,2,Class 6 - कक्षा 6,class6 - વર્ગ 6,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,898,class7,2,Class 7 - कक्षा 7,class7 - વર્ગ 7,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,899,class8,2,Class 8 - कक्षा 8,class8 - વર્ગ 8,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,900,class9,2,Class 9 - कक्षा 9,class9 - વર્ગ 9,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,901,class10,2,Class 10 - कक्षा 10,class10 - વર્ગ 10,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,902,class11,2,Class 11 - कक्षा 11,class11 - વર્ગ 11,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,903,class12,2,class12 - कक्षा 12,class12 - વર્ગ 12,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,904,Graduation,2,Graduate - स्नातक,Graduation - સ્નાતક,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,905,Post Graduation,2,Post Graduate - स्नातकोत्तर,Post Graduation - અનુસ્નાતક,
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,906,Technical or Professional Education,2,Technical/ Professional Education - तकनीकी/व्यावसायिक शिक्षा,Technical or Professional Education - ટેકનિકલ / વ્યાવસાયિક શિક્ષણ,
55,House Hold Information,410,Caste,S,2,907,SC,2,SC - अ.जा.,SC - અનુસૂચિત જાતિ,
55,House Hold Information,410,Caste,S,2,908,ST,2,ST - अ.ज.जा.,ST - અનુસૂચિત જનજાતિ,
55,House Hold Information,410,Caste,S,2,909,"OBC,BC",2,OBC/ BC/ EBC -  अ.पि.व./ पि.व./सभी पिछड़ा वर्ग,"OBC,BC - OBC/BC/EBC (બધી પછાત જાતિ )",
55,House Hold Information,410,Caste,S,2,910,"General,Others",2,General/ Others -अन्य,"General,Others - સામાન્ય/અન્ય",
55,House Hold Information,411,Do you have homestead land,S,2,911,"Yes, but no legal/ official/ formal document ",2,"Yes, but no legal/ official/ formal document - हाँ, परंतु कोई वैध/शासकीय/औपचारिक दस्तावेज़ नहीं","Yes, but no legal/ official/ formal document  - હા, પણ કોઈ કાનૂની/ સત્તાવાર/ ઔપચારિક દસ્તાવેજ નથી ",
55,House Hold Information,411,Do you have homestead land,S,2,912,"Yes, but have legal/ official/ formal document",2,"Yes, but have legal/ official/ formal document - हाँ,परंतु वैध/शासकीय/औपचारिक दस्तावेज़ उपलब्ध","Yes, but have legal/ official/ formal document - હા, કાનૂની/ સત્તાવાર/ ઔપચારિક દસ્તાવેજ છે ",
55,House Hold Information,412,Type of house,S,2,913,"Pucca - All pucca, for example, concrete roofing, cemented walls and cemented/ tiled floors",2,Pucca - पक्का,Pucca  - પાકું,
55,House Hold Information,412,Type of house,S,2,914,Semi Pucca - Roof asbestos/ tin/ tiled/ thatched, walls cemented and cemented/ tiled floors,2,Semi Pucca - आधा पक्का,Semi Pucca - અર્ધું પાકું
55,House Hold Information,412,Type of house,S,2,915,"Kutcha - All (Roof, walls, flooring) kutcha",2,Kutcha - कच्चा,Kutcha - કાચું,
55,House Hold Information,413,Religion,S,2,916,Hindu,2,Hindu - हिन्दू,Hindu - હિન્દૂ,
55,House Hold Information,413,Religion,S,2,917,Muslim,2,Muslim - मुस्लिम,Muslim -મુસ્લિમ,
55,House Hold Information,413,Religion,S,2,918,Christian,2,Christian - ईसाई,Christian - ખ્રિસ્તી,
55,House Hold Information,413,Religion,S,2,919,Sikh,2,Sikh - सिक्ख,Sikh - શીખ,
55,House Hold Information,413,Religion,S,2,920,Buddhist,2,Buddhist - बौद्ध,Buddhist - બૌદ્ધ,
55,House Hold Information,413,Religion,S,2,921,Jain,2,Jain - जैन,Jain - જૈન,
55,House Hold Information,413,Religion,S,2,922,Others,2,Others - अन्य,Others - અન્ય,
55,House Hold Information,413,Religion,S,2,923,Dont know,2,Don't know - नहीं जानते,Dont know - ખબર નથી,
55,House Hold Information,414,Type of Ration card,S,2,924,Above Poverty Line,2,Above Poverty Line - गरीबी रेखा के ऊपर (एपीएल),Above Poverty Line - ગરીબી રેખાથી ઉપર,
55,House Hold Information,414,Type of Ration card,S,2,925,Below Poverty Line,2,Below Poverty Line - गरीबी रेखा के नीचे (बीपीएल),Below Poverty Line - ગરીબી રેખાથી નીચે,
55,House Hold Information,414,Type of Ration card,S,2,926,Others,2,Others - अन्य,Others - અન્ય,
55,House Hold Information,415,If others,T,2,927,NULL,2,,,
55,House Hold Information,416,Ration from PDS,S,2,928,Not at all in last one year,2,Not at all in last one year,Not at all in last one year - ગયા વર્ષમાં જરાક પણ નહી,
55,House Hold Information,416,Ration from PDS,S,2,929,Received all the 12 months and correct amount,2,Received all the 12 months and correct amount - बारहों महीने सही मात्रा में प्राप्त किया,Received all the 12 months and correct amount - બારે માસ મળ્યું અને યોગ્ય માત્રમાં,
55,House Hold Information,416,Ration from PDS,S,2,930,Received all the 12 months but amount was not correct,2,Received all the 12 months but amount was not correct - बारहों महीने प्राप्त किया लेकिन सही मात्रा में नहीं,Received all the 12 months but amount was not correct - બારે માસ મળ્યું પણ યોગ્ય માત્રમાં નહિ,
55,House Hold Information,416,Ration from PDS,S,2,931,Received less than 12 months but amount was correct,2,Received less than 12 months but amount was correct - बारह महीने से कम में प्राप्त किया लेकिन सही मात्रा में,Received less than 12 months but amount was correct  - બારે માસ કરતા ઓછું મળ્યું પણ યોગ્ય માત્રમાં,
55,House Hold Information,416,Ration from PDS,S,2,932,"Received less than 12 months, also lesser amount",2,"Received less than 12 months, also lesser amount - बारह महीने से कम में प्राप्त किया और मात्रा भी सही नहीं थी","Received less than 12 months, also lesser amount - બારે માસ કરતા ઓછું અને યોગ્ય માત્રમાં નહિ ",
55,House Hold Information,417,MGNREGA JOB CARD,S,2,933,"No, never issued",2,"No, never issued - नहीं, कभी जारी नहीं हुआ ","No, never issued - ના, ક્યારેય જારી કરવામાં આવેલા નથી ",
55,House Hold Information,417,MGNREGA JOB CARD,S,2,934,Issued and with me,2,"Issued and with me - जारी हुआ, मेरे पास है ",Issued and with me - જારી કરવામાં આવેલા છે અને મારી પાસે છે,
55,House Hold Information,417,MGNREGA JOB CARD,S,2,935,Issued and not with me,2,"Issued and not with me - जारी हुआ, लेकिन मेरे पास नहीं है",Issued and not with me -  જારી કરવામાં આવેલા છે અને મારી પાસે નથી,
55,House Hold Information,418,Number of working days last year,T,2,936,NULL,2,,,
55,House Hold Information,419,Amount of money received last year?,T,2,937,NULL,2,,,
55,House Hold Information,420,Amount Received (MGNREGA),R,2,938,Received full amount,2,Received full amount - पूर्ण राशि प्राप्त की,Received full amount - સંપૂર્ણ રકમ પ્રાપ્ત થઈ,
55,House Hold Information,421,Total family members,T,2,939,NULL,2,,,
55,House Hold Information,422,Total family members 17 years or younger,T,2,940,NULL,2,,,
55,House Hold Information,423,Primary occupation of the family,S,2,941,Agricultural labour,2,Agricultural labour - खेतिहर मज़दूर,Agricultural labour  - ખેત મજૂર,
55,House Hold Information,423,Primary occupation of the family,S,2,942,Casual labour and other labour work,2,Casual labour and other labour work - आकस्मिक मज़दूरी एवं अन्य मज़दूरी कार्य,Casual labour and other labour work - છૂટક મજૂરી કે અન્ય મજૂરી નું કામ,
