Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,Choice Id,Choice Text,Choice Active Status,Kannada,Hindi,Tamil,Telugu,Bangla,Odiya,Assamese - Ahomia,
48,Labour and Migration,253,Economic activities involvement,S,2,366,Yes outside home alone,2,Yes outside home alone -  ಮನೆ ಮಾತ್ರ ಹೊರಗೆ ಹೌದು,"Yes outside home alone -  हाँ, घर के बाहर, अकेले ","Yes outside home alone - ஆம், வீட்டைவிட்டு வெளியே, தனியாக","Yes outside home alone  - అవును, కేవలం ఇంటి బయటి పనులు, తనంతట తానుగా - ఒక్కడే",Yes outside home alone - হ্যাঁ বাইরে বাড়ি একা,Yes outside home alone - ହଁ ଘର ଠାରୁ ବାହାରେ ଏକୁଟିଆ,"Yes outside home alone - হয়, ঘৰৰ বাহিৰত অকলে",
48,Labour and Migration,257,Specify the other sector of work,T,2,401,NULL,2,,,,,,,,
48,Labour and Migration,258,Bonded labour involvement,S,2,402,No,2,No - ಇಲ್ಲ,No - नहीं,No - இல்லை ,No - లేదు,No - না,No - ନାହିଁ,No - নহয়,
48,Labour and Migration,258,Bonded labour involvement,S,2,403,Yes,2,Yes - ಹೌದು,Yes - हाँ ,Yes - ஆம் ,Yes - ఉన్నది,Yes - হাঁ,Yes - ହଁ,Yes - হয়,
48,Labour and Migration,259,Child Migrated,S,2,404,Not Migrated,2,Not Migrated - ವಲಸೆ ಹೋಗಿಲ್ಲ  ,Not Migrated - प्रवासित नहीं है ,Not Migrated - இல்லை ,Not Migrated - వలస వెళ్ళలేదు,Not Migrated - স্থানান্তরিত না,Not Migrated - ଦେଶାନ୍ତରିତ ହୋଇନାହିଁ,Not Migrated - স্থানন্তৰিত হোৱা নাই ,
48,Labour and Migration,259,Child Migrated,S,2,405,Yes with family,2,"Yes with family - ಹೌದು, ಕುಟುಂಬದೊಂದಿಗೆ ","Yes with family - हाँ, परिवार के साथ ","Yes with family - ஆம், குடும்பத்துடன் ",Yes with family -  అవును - కుటుంబము తో పాటు వలస వెళ్ళినాడు/వెళ్సినది,Yes with family - হ্যাঁ পরিবারের সাথে হ্যাঁ,"Yes with family - ହିଁ, ପରିବାର ସହିତ",Yes with family - হৈছে পৰিয়ালৰ লগত ,
48,Labour and Migration,259,Child Migrated,S,2,406,"Yes, with relatives/friends/neighbour/acquaitances",2,"Yes, with relatives/friends/neighbour/acquaitances - ಹೌದು, ಸಂಬಂಧಿಕರೊಂದಿಗೆ/ಸ್ನೇಹಿತರೊಂದಿಗೆ /ನೆರೆಹೊರೆಯವರೊಂದಿಗೆ/ಪರಿಚಿತ ವ್ಯಕ್ತಿಯೊಂದಿಗ","Yes, with relatives/friends/neighbour/acquaitances -  रिश्तेदारों/दोस्तों/पड़ोसी/जानपहचान के व्यक्ति के साथ","Yes, with relative/friends/neighbour/acquaitances - ஆம், உறவினருடன்/நண்பர்களுடன்/","Yes, with relatives/friends/neighbour/acquaitances - #N/A",,"Yes, with relatives/friends/neighbour/acquaitances - ହିଁ, ସଂପର୍କୀୟ/ ବନ୍ଧୁ/ ପଡୋଶୀ/ ଜଣାଶୁଣା ବ୍ୟକ୍ତ",,
48,Labour and Migration,259,Child Migrated,S,2,407,"Yes, with a person known for sending child for labour/agent",2,"Yes, with a person known for sending child for labour/agent - ಹೌದು, ಕೂಲಿ/ಏಜೆಂಟ್ ಗಳಿಗೆ ಮಗುವನ್ನು ಕಳುಹಿಸುವ ಪರಿಚಿತ ವ್ಯಕ್ತಿ","Yes, with a person known for sending child for labour/agent -  हाँ, पहचान का व्यक्ति जो मजदूरी दिलाने/ एजेंट का काम करता है ","Yes, with a person known for sending child for labour/agent - ஆம், குழந்தைகளை வேலைக்கு அழைத்துச் செல்லும் ஏஜென்டடுடன் ","Yes, with a person known for sending child for labour/agent - #N/A",,"Yes, with a person known for sending child for labour/agent - ହଁ, ଶ୍ରମ ନିମନ୍ତେ ପିଲା ପଠାଉଥିବା ବ୍ୟକ୍ତି / ଦଲାଲ",,
48,Labour and Migration,259,Child Migrated,S,2,408,"Yes, alone",2,"Yes, alone - ಹೌದು, ಒಂಟಿಯಾಗಿ ","Yes, alone - हाँ, अकेले ","Yes, alone - ஆம், தனியாக ","Yes, alone -  అవును - ఒంటరిగా వెళ్ళినాడు/ వెళ్ళినది","Yes, alone - হ্যাঁ একা","Yes, alone - ହଁ, ଏକୁଟିଆ",,
48,Labour and Migration,260,Purpose of migration,S,2,409,Work,2,Work - ಕೆಲಸ ,Work - काम,Work - வேலை ,Work -  పని కొరకు,Work - কাজ,"Work - ହଁ, ଏକୁଟିଆ",Work - কাম-কাজ,
48,Labour and Migration,260,Purpose of migration,S,2,410,Education,2,Education - ಶಿಕ್ಷಣ,Education - शिक्षा ,Education - கல்வி ,Education -  చదువు కొరకు,Education - শিক্ষা,Education - ଶିକ୍ଷା,Education - শিক্ষা,
48,Labour and Migration,260,Purpose of migration,S,2,411,Social ceremonies,2,Social ceremonies - ಸಾಮಾಜಿಕ ಸಮಾರಂಭಗಳು,Social ceremonies - सामाजिक समारोह/त्यौहार/विवाह,Social ceremonies - சமூக சடங்குகள்/விழாக்கள்/திருமணம் ,Social ceremonies - సామాజిక వేడుకలు (తిరునాళ్ళు /జాతర / బోనాలు మొ.)/ పండుగలు / పెళ్ళి తదితరము  ,Social ceremonies - সামাজিক অনুষ্ঠান,Social ceremonies - ସାମାଜିକ କାର୍ଯ୍ୟ/ ପର୍ବ ପର୍ବାଣି/ ବାହାଘର,Social ceremonies - সামাজিক উৎসৱ/ অনুষ্ঠান,
48,Labour and Migration,260,Purpose of migration,S,2,412,Accompanied parents,2,Accompanied parents - ಸಾಮಾಜಿಕ ಸಮಾರಂಭಗಳು/ಹಬ್ಬಗಳು/ಮದುವೆ ,Accompanied parents -  माता-पिता के साथ गये ,Accompanied parents - பெற்றோருடன் சென்றது ,Accompanied parents - తల్లిదండ్రులతో కలిసి   ,Accompanied parents - সহিত পিতামাতা,Accompanied parents - ପିତାମାତାଂକ ସହ ରହିବା ନିମନ୍ତେ,Accompanied parents - পৰিয়ালক স্ংগ দিবলৈ ,
48,Labour and Migration,260,Purpose of migration,S,2,413,Dont know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know -  తెలియదు,Dont know - জানি না / কোন তথ্য নেই,Dont know - ଜଣା ନାହିଁ,Dont know - একো নাজানো।,
3,Anganwadi Centre Information,90,Location Type,R,0,415,Rural,2,,,,,,,,
3,Anganwadi Centre Information,90,Location Type,R,0,416,Urban,2,,,,,,,,
48,Labour and Migration,251,HH Chores involvement - Before going to school,S,2,417,No,0,,,,,,,,
48,Labour and Migration,251,HH Chores involvement - Before going to school,S,2,418,Yes sometime,0,,,,,,,,
48,Labour and Migration,251,HH Chores involvement - Before going to school,S,2,419,Yes most of the time,0,,,,,,,,
48,Labour and Migration,250,HH Chores involvement,S,2,420,"No, Not at all",2,"No, Not at all - ಇಲ್ಲ, ಖಂಡಿತ ಇಲ್ಲ","No, Not at all - नहीं, सभी के लिये नहीं","No, Not at all - இல்லை, எப்போதும் இல்லை","No, Not at all - అది కానే కాదు",,,,
48,Labour and Migration,250,HH Chores involvement,S,2,421,"Yes, sometimes",2,"Yes, sometimes - ಹೌದು, ಕೆಲವೊಮ","Yes, sometimes - हाँ, कभी-कभी ","Yes, sometimes - ஆம், எப்போதாவது ","Yes, sometimes - అవును, అప్పుడప్పుడు",,,,
48,Labour and Migration,250,HH Chores involvement,S,2,422,"Yes, works for the entire day",2,"Yes, works for the entire day - ಹೌದು, ದಿನ ಪೂರ್ತಿ ಕಾರ್ಯನಿರ್ವಹಿಸುವುದು","Yes, works for the entire day -  हाँ, पूरे दिन काम करता है","Yes, works for the entire day - ஆம், நாள் முழுதும் வேலை செய்கிறார்கள் ","Yes, works for the entire day - #N/A",,,,
48,Labour and Migration,254,Number of hours of involvement,S,2,423,Below 3 hours,2,Below 3 hours - 3 ಘಂಟೆಗಳಿಂತ ಕಡಿಮೆ ,Below 3 hours - तीन घंटे से कम,Below 3 hours - 3 மணி நேரத்திற்கும் குறைவாக ,Below 3 hours -  3 గంటల కంటే తక్కువ,Below 3 hours - 3 ঘন্টা নীচে,Below 3 hours - ୩ ଘଂଟାରୁ କମ୍,Below 3 hours - 3 ঘণ্টাতকৈ কম ,
48,Labour and Migration,254,Number of hours of involvement,S,2,424,3 to 6 hours,2,3 to 6 hours - 3-6 ಘಂಟೆಗಳು ,3 to 6 hours -  तीन से 6 घंटे,3 to 6 hours - 3-6 மணி நேரம் ,3 to 6 hours -  3 నుండి 6 గంటల వరకు,3 to 6 hours - 3 থেকে 6 ঘন্টা,3 to 6 hours - ୩- ୬ ଘଂଟା,3 to 6 hours - 3-6 ঘণ্টা ,
48,Labour and Migration,254,Number of hours of involvement,S,2,425,6 to 8 hours,2,6 to 8 hours - 6-8 ಘಂಟೆಗಳು,6 to 8 hours - 6 से 8 घंटे,6 to 8 hours - 6-8 மணி நேரம் ,6 to 8 hours -    6 - 8 గంటల వరకు,6 to 8 hours - 6 থেকে 8 ঘন্টা,6 to 8 hours - ୬- ୮ ଘଂଟା,6 to 8 hours - 6-8 ঘণ্টা ,
48,Labour and Migration,254,Number of hours of involvement,S,2,426,Above 8 hours,2,Above 8 hours - 8 ಘಂಟೆಗಳಿಗಿಂತ ಹೆಚ್ಚು,Above 8 hours - आठ घंटे से अधिक,Above 8 hours - 8 நேரத்திற்கும் அதிகமாக ,Above 8 hours -   8 గంటలకు పైనే,Above 8 hours - 8 ঘন্টার উপরে,Above 8 hours - ୪- ୮ ଘଂଟାରୁ ଅଧିଳ ସମୟ,Above 8 hours - 8 ঘণ্টাতকৈ বেছি ,
48,Labour and Migration,255,Number of days of involvement,S,2,427,Below 7 days,2,Below 7 days - 7 ದಿನಗಳಿಗಿಂತ ಕಡಿಮೆ,Below 7 days -  7 दिनों के नीचे,Below 7 days - 7 நாட்களுக்கும் குறைவாக ,Below 7 days -  7 రోజుల కంటే తక్కువ,Below 7 days - 7 দিনের নীচে,Below 7 days - ୭ ଦିନରୁ କମ୍,Below 7 days - 7 দিনতকৈ কম ,
48,Labour and Migration,255,Number of days of involvement,S,2,428,7 to 15 days,2,7 to 15 days - 7 ದಿನಗಳಿಂದ 15 ದಿನಗಳು ,7 to 15 days - 7 से 15 दिन,7 to 15 days - 7 நாட்கள் முதல் 15 நாட்கள்  ,7 to 15 days -  7 నుండి 15 రోజుల దాకా ,7 to 15 days - 7 থেকে 15 দিন,7 to 15 days - ୭ରୁ ୧୫ ଦିନ,7 to 15 days - 7-15 দিন ,
48,Labour and Migration,255,Number of days of involvement,S,2,429,16 to 21 days,2,16 to 21 days - 16 ದಿನಗಳಿಂದ 21 ದಿನಗಳು ,16 to 21 days - 16 से 21 दिन,16 to 21 days - 16 நாட்கள் முதல் 21  நாட்கள்,16 to 21 days -  16 - 21 రోజుల వరకు,16 to 21 days - 16 থেকে ২1 দিন,16 to 21 days - ୧୬ରୁ ୨୧ ଦିନ,16 to 21 days - 16-21 দিন ,
48,Labour and Migration,255,Number of days of involvement,S,2,430,Above 21 days,2,Above 21 days - 21 ದಿನಗಳಿಗಿಂತ ಹೆಚ್ಚು,Above 21 days -   21 दिनों से ऊपर,Above 21 days - 21 நாட்களுக்கு மேல் ,Above 21 days - 21 రోజులకు పైనే,Above 21 days - 21 দিনের মধ্যে,Above 21 days - ୨୧ ଦିନରୁ ଅଧିକ,Above 21 days - 21 দিনৰ উপৰত ,
48,Labour and Migration,256,Sector of work,S,2,431,Agriculture,2,Agriculture - ವ್ಯವಸಾಯ,Agriculture - कृषि,Agriculture - விவசாயம் ,Agriculture - వ్యవసాయ రంగము                ,Agriculture - কৃষি,Agriculture - କୃଷି,Agriculture - খেতি,
48,Labour and Migration,256,Sector of work,S,2,432,Domestic Work,2,Domestic Work - ಮನೆ ಕೆಲಸ   ,Domestic Work -  घरेलू कार्य ,Domestic Work - வீட்டு வேலை ,Domestic Work -   ఇంటి పనులు,Domestic Work - গৃহস্থলী কর্ম,Domestic Work - ଘରୋଇ କାମ,Domestic Work - ঘৰুৱা কাম,
48,Labour and Migration,256,Sector of work,S,2,433,Beedi Rolling,2,Beedi Rolling - ಬೀಡಿ ಕಟ್ಟುವುದು ,Beedi Rolling -  बीड़ी बनाना ,Beedi Rolling - பீடி சுற்றுதல் ,Beedi Rolling - బీడీ చుట్టుట,Beedi Rolling - বীজ বপন,Beedi Rolling - ବିଡ଼ି ତିଆରି,Beedi Rolling - বিড়ি প্ৰ্স্তুত ,
48,Labour and Migration,256,Sector of work,S,2,434,Brick Kilns,2,Brick Kilns - ಇಟ್ಟಿಗೆ ಗೂಡುಗಳು ,Brick Kilns -  ईंट का भट्टा,Brick Kilns - செங்கல் சூளை ,Brick Kilns -   ఇటుక బట్టీలు                       ,Brick Kilns - ইট ক্লিন,Brick Kilns - ଇଟା ଭାଟି,Brick Kilns - ইটা ভাত্তিত ,
48,Labour and Migration,256,Sector of work,S,2,435,Carpet weaving,2,Carpet weaving - ರತ್ನಗಂಬಳಿ ನೇಯುವುದು,Carpet weaving -  दरी बुनना,Carpet weaving - கார்பெட் நெய்தல் ,Carpet weaving -   చాపలు అల్లుట       ,Carpet weaving - কার্পেট বয়ন,Carpet weaving - ଗାଲିଚା ବୁଣା,Carpet weaving - কাৰ্পেত বোৱা ,
48,Labour and Migration,256,Sector of work,S,2,436,Constructions,2,Constructions - ಕಟ್ಟಡ ಕೆಲಸ,Constructions -  निर्माण,Constructions - கட்டுமானத் தொழில் ,Constructions -  భవన నిర్మాణ పనులు,Constructions - নির্মাণ,Constructions - ନିର୍ମାଣ କାର୍ଯ୍ୟ,Constructions - নিৰ্মান কাৰ্য্যত ,
48,Labour and Migration,256,Sector of work,S,2,437,Fireworks and matches factories ,2,Fireworks and matches factories - ಪಟಾಕಿ ಮತ್ತು ಬೆಂಕಿ ಪಟ್ಟಣ ಕಾರ್ಖಾನೆಗಳು ,"Fireworks and matches factories -  पटाखों, और माचिस उत्पादन के कारखाने",Fireworks and matches factories -  பட்டாசு மற்றும் தீப்பெட்டி தொழிற்சாலை ,Fireworks and matches factories -  Fireworks and matches factorires  - బాణాసంచ మరియు అగ్గిపెట్టెల పరిశ్రమ,Fireworks and matches factories  - আতশবাজ এবং ম্যাচ কারখানা,Fireworks and matches factories  - ବାଣ ଓ ଦିଆସିଲି ତିଆରି କାରଖାନା,Fireworks and matches factories  - আতকবাজী আৰু জুইশালা ফোক্টৰী,
48,Labour and Migration,256,Sector of work,S,2,438,Hotels or Restaurants,2,Hotels or Restaurants - ಹೋಟೆಲ್/ರೆಸ್ಟೋರೆಂಟ್ ಗಳು ,Hotels or Restaurants -  होटल/रेस्तरां,Hotels or Restaurants - தங்கும் விடுதி/உணவகம் ,Hotels or Restaurants - హోటళ్ళు/రెస్టారెంట్లు  ,Hotels or Restaurants - হোটেল বা রেস্তোরাঁ,Hotels or Restaurants - ହେଟେଲ/ ରେଷ୍ଟୁରାଂଟ,Hotels or Restaurants - হোটেল/ ৰেষ্টুৰেণ্টত ,
48,Labour and Migration,256,Sector of work,S,2,439,Minning Quarries,2,Minning Quarries - ಗಣಿಗಾರಿಕೆ/ಕಲ್ಲುಗಣಿಗಾರಿಕೆ  ,Minning Quarries -  खदान/खुली खदान,Minning Quarries - கல் குவாரி / சுரங்கம் ,Minning Quarries -  గనులు/క్వారీలు                    ,Minning Quarries - মিন্ডিং খাই,Minning Quarries - ଖଣି/  ଖାଦାନ,Minning Quarries - খনি/কুৱৰিত,
48,Labour and Migration,256,Sector of work,S,2,440,Diamond and gems industry,2,Diamond and gems industry - ವಜ್ರ ಮತ್ತು ರತ್ನಗಳ ಉದ್ಯಮ ,Diamond and gems industry -  हीरे मोती का उद्योग,Diamond and gems industry - வைரம் மற்றும் செயற்கை வைரக்கல் தொழிற்சாலை ,Diamond and gems industry -   వజ్రములు/ముత్యముల పరిశ్రమ,Diamond and gems industry - ডায়মন্ড এবং রত্ন শিল্প,Diamond and gems industry - ହୀରା ଓ ରତ୍ନ ପଥର ଉଦ୍ୟୋଗ,Diamond and gems industry - হীৰা/মুকুতা ফেক্টৰীত ,
48,Labour and Migration,256,Sector of work,S,2,441,Grazing,2,Grazing - ಮೇಯಿಸುವಿಕೆ,Grazing - चरागाह ,Grazing -  ஆடு / மாடு மேய்ச்சல் ,Grazing -  పశువులు మేపుట                 ,Grazing - গোচারণ,Grazing - ଗୋରୁ ଚରାଇବା,Grazing - ঘাহ কতা ,
48,Labour and Migration,256,Sector of work,S,2,442,Zari Work,2,Zari Work - ಝರಿ ಕೆಲಸ ,Zari Work -  ज़री की कारीगरी,Zari Work -  புடவை வேலைப்பாடுகள் ,Zari Work -   జరీ పనులు         ,Zari Work - জারি কাজ,Zari Work - ଜରି କାମ,Zari Work - জৰিৰ কাম,
48,Labour and Migration,256,Sector of work,S,2,443,Piece meal work,2,Piece meal work - ಚಿಕ್ಕಪುಟ್ಟ/ಸಣ್ಣ ಸಣ್ಣ ಕೆಲಸಗಳು,Piece meal work - छुटफुट कार्य ,Piece meal work -  வேலைக்கு அலகு விகித விலை  ,Piece meal work - చిన్నాచితక పనులు,Piece meal work - টুকরা খাবার কাজ,Piece meal work - ଖଣ୍ଡ ହିସାବରେ କାମ କରିବା,Piece meal work - খবৰ কাগজ বিক্ৰী,
48,Labour and Migration,256,Sector of work,S,2,444,Flower Picking,2,Flower Picking - ಫ್ಲೋವೆರ್ ಪಿಕಿಂಗ್,Flower Picking - फूल बीनना,Flower Picking - பூப்பறித்தல் ,Flower Picking -  పూలు ఏరుకొనుట                ,Flower Picking - ফ্লাওয়ার পিকিং,Flower Picking - ଫୁଲ ତୋଳା,Flower Picking - ফুল তোলা,
48,Labour and Migration,256,Sector of work,S,2,445,Street Vending,2,Street Vending - ಸ್ಟ್ರೀಟ್ ವಿತರಣೆ,Street Vending - गलियों में बेचना,Street Vending -  தெருவோரக்கடைகள் ,Street Vending - 15- తోపుడు (వీధి) బండి వ్యాపారము     ,Street Vending - রাস্তার বিক্রি,Street Vending - ପୁଲା ବିକାଳ,Street Vending - ৰাস্তাত বেপাৰ কৰে              ,
48,Labour and Migration,256,Sector of work,S,2,446,Garage Work,2,Garage Work -  ಗ್ಯಾರೇಜ್ ಕೆಲಸ,Garage Work - गैरेज में काम,Garage Work -  இரு சக்கர / நான்கு சக்கர வாகனம் பழுதுபார்க்கும் இடும்  ,Garage Work - గారేజ్‌ పనులు                     ,Garage Work - গ্যারেজ কাজ,Garage Work - ଗ୍ୟାରେଚ୍ କାମ,Garage Work - গেৰেজত কাম কৰে ,
48,Labour and Migration,256,Sector of work,S,2,447,Pollination,2,Pollination -  ಪರಾಗಸ್ಪರ್ಶ,Pollination - परागन,Pollination - மகரந்தசேர்க்கை (மொட்டுபோடுதல்) ,Pollination -  ఫలదీకరణ పనులు ,Pollination - পরাগযোগ,Pollination - ପରାଗସଙ୍ଗମ କରାଇବା,Pollination - পলিনেসন,
48,Labour and Migration,256,Sector of work,S,2,448,"Industry, other than given above",2,"Industry, other than given above - ಕೈಗಾರಿಕೆ, ಮೇಲೆ ನೀಡಿದ ಹೊರತಾಗಿ","Industry, other than given above - उपर्युक्त के अलावा उद्योग","Industry, other than given above -  மேற்சொன்னவை அல்லாத பிற தொழிற்சாலை ","Industry, other than given above -  ఇతర పరిశ్రమలకు సంబంధిచినవి    ","Industry, other than given above - অন্যান্য শিল্প","Industry, other than given above - ଉଦ୍ୟୋଗ, ଉପରେ ଦିଆଯାଇଥିବା କାମଠାରୁ ଭିନ","Industry, other than given above - অন্যান্য কাৰখানা",
48,Labour and Migration,256,Sector of work,S,2,449,Paper and milk distribution,2,Paper and milk distribution -  ಪೇಪರ್ ಮತ್ತು ಹಾಲು ವಿತರಣೆ,Paper and milk distribution -  कागज और दूध वितरण,Paper and milk distribution - செய்திதாள்/பால் விநியோகம் ,Paper and milk distribution - వార్తాపత్రిలు/ పాలు పంపిణీ,Paper and milk distribution - কাগজ ও দুধ বিতরণ,Paper and milk distribution - ଖବରକାଗଜ/ କ୍ଷୀର ବାଂଟିବା,Paper and milk distribution - কাগজ / গাখীৰ বিতৰণ ,
48,Labour and Migration,256,Sector of work,S,2,450,NTFP Collection,2,NTFP Collection - ಕಿರು (ಸಣ್ಣ) ಅರಣ್ಯ ಉತ್ಪಾದನೆಯ ಸಂಗ್ರಹಣೆ ,NTFP Collection - एनटीएफपी संग्रह,NTFP Collection -  NTFP (மரம் அல்லாத காட்டு பொருட்கள்)  சேகரித்தல் ,NTFP Collection -  కలప మినహా ఇతర అటవీ ఉత్పత్తుల సేకరణ  ,,NTFP Collection - ଅଣ ଜଙ୍ଗଲଜାତ ଦ୍ରବ୍ୟ ସଂଗ୍ରହ,,
48,Labour and Migration,256,Sector of work,S,2,451,Fishing,2,Fishing - ಮೀನುಗಾರಿಕೆ,Fishing - मछली पकड़ना ,Fishing - மீன்பிடித்தல் ,Fishing -   చేపల వేట,Fishing - মাছ ধরা,Fishing - ମାଛ ଧରା,Fishing - মাছ মাৰা,
48,Labour and Migration,256,Sector of work,S,2,452,Rag Picking,2,Rag Picking - ಚಿಂದಿ ಆಯುದು   ,Rag Picking - कचरा बीनना,Rag Picking - குப்பை பொறுக்குதல் ,Rag Picking - చెత్త చెదారము ఏరుకొనుట      ,Rag Picking - রাগ পিকিং,Rag Picking - ଜରି ଗୋଟାଇବା,Rag Picking - জাবৰ উথোৱা ,
48,Labour and Migration,256,Sector of work,S,2,453,Begging,2,Begging - ಭಿಕ್ಷೆ ಬೇಡುವುದು ,Begging - भीख माँगना,Begging - பிச்சை எடுத்தல் ,Begging -  బిక్షమెత్తుట,Begging - ভিক্ষা,Begging - ଭକ୍ଷା ବୃତି,Begging - ভিক্ষা কৰা          ,
48,Labour and Migration,256,Sector of work,S,2,454,Others,2,Others - ಇತರೆ,Others - अन्य,Others - பிற,Others - ఇతరులు,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্য কিবা,
48,Labour and Migration,256,Sector of work,S,2,455,Dont know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know - తెలియదు,Dont know - জানি না / কোন তথ্য নেই,Dont know - ଜଣା ନାହିଁ,Dont know - একো নাজানো।,
48,Labour and Migration,256,Sector of work,S,2,456,Not Applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not applicable -  लागू नहीं,Not applicable - பொருந்தாது ,Not applicable -  వర్తించదు,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
37,Child Annual Information,157,Highest class passed - Father,S,2,457,Illiterate,2,Illiterate - ಅನಕ್ಷರಸ್ಥರು,Illiterate - निरक्षर,Illiterate -  படிக்காதவர்,Illiterate - నిరక్షరాస్యుడు,Illiterate - অশিক্ষিত,Illiterate - ଅଶିକ୍ଷିତ,Illiterate - অশিক্ষিত,
37,Child Annual Information,157,Highest class passed - Father,S,2,458,Class 1,2,Class 1 - ತರಗತಿ 1,Class 1 - कक्षा 1,Class 1 - வகுப்பு 1,Class 1 - 1వ తరగతి     ,Class 1 - ক্লাস 1,Class 1 - ପ୍ରଥମ ଶ୍ରେଣୀ,Class 1 - শ্রেণী ১,
37,Child Annual Information,157,Highest class passed - Father,S,2,459,Class 2,2,Class 2 - ತರಗತಿ 2,Class 2 - कक्षा 2,Class 2 - வகுப்பு 2,Class 2 -   2వ తరగతి     ,Class 2 - ক্লাস 2,Class 2 - ଦ୍ୱିତୀୟ ଶ୍ରେଣୀ,Class 2 - শ্রেণী ২,
37,Child Annual Information,157,Highest class passed - Father,S,2,460,Class 3,2,Class 3 - ತರಗತಿ 3,Class 3 - कक्षा 3,Class 3 - வகுப்பு 3,Class 3 - 3వ తరగతి     ,Class 3 - ক্লাস 3,Class 3 - ତୃତୀୟ ଶ୍ରେଣୀ,Class 3 - শ্রেণী ৩,
37,Child Annual Information,157,Highest class passed - Father,S,2,461,Class 4,2,Class 4 - ತರಗತಿ 4,Class 4 - कक्षा 4,Class 4 - வகுப்பு 4,Class 4 -  4వ తరగతి     ,Class 4 - ক্লাস 4,Class 4 - ଚତୁର୍ଥ ଶ୍ରେଣୀ,Class 4 - শ্রেণী ৪,
37,Child Annual Information,157,Highest class passed - Father,S,2,462,Class 5,2,Class 5 - ತರಗತಿ 5,Class 5 - कक्षा 5,Class 5 - வகுப்பு 5,Class 5 -   5వ తరగతి     ,Class 5 - ক্লাস 5,Class 5 - ପଂଚମ ଶ୍ରେଣୀ,Class 5 - শ্রেণী ৫,
37,Child Annual Information,157,Highest class passed - Father,S,2,463,Class 6,2,Class 6 - ತರಗತಿ 6,Class 6 - कक्षा 6,Class 6 - வகுப்பு 6,Class 6 -   6వ తరగతి     ,Class 6 - ক্লাস 6,Class 6 - ଷଷ୍ଠ ଶ୍ରେଣୀ,Class 6 - শ্রেণী ৬,
37,Child Annual Information,157,Highest class passed - Father,S,2,464,Class 7,2,Class 7 - ತರಗತಿ 7,Class 7 - कक्षा 7,Class 7 - வகுப்பு 7,Class 7 -   7వ తరగతి     ,Class 7 - ক্লাস 7,Class 7 - ସପ୍ତମ ଶ୍ରେଣୀ,Class 7 - শ্রেণী ৭,
37,Child Annual Information,157,Highest class passed - Father,S,2,465,Class 8,2,Class 8 - ತರಗತಿ 8,Class 8 - कक्षा 8,Class 8 - வகுப்பு 8,Class 8 -   8వ తరగతి     ,Class 8 - ক্লাস 8,Class 8 - ଅଷ୍ଟମ ଶ୍ରେଣୀ,Class 8 - শ্রেণী ৮,
37,Child Annual Information,157,Highest class passed - Father,S,2,466,Class 9,2,Class 9 - ತರಗತಿ 9,Class 9 - कक्षा 9,Class 9 - வகுப்பு 9,Class 9 -   9వ తరగతి     ,Class 9 - ক্লাস 9,Class 9 - ନବମ ଶ୍ରେଣୀ,Class 9 - শ্রেণী ৯,
37,Child Annual Information,157,Highest class passed - Father,S,2,467,Class 10,2,Class 10 - ತರಗತಿ 10,Class 10 - कक्षा 10,Class 10 - வகுப்பு 10,Class 10 -   10వ తరగతి     ,Class 10 - ক্লাস 10,Class 10 - ଦଶମ ଶ୍ରେଣୀ,Class 10 - শ্রেণী ১০,
37,Child Annual Information,157,Highest class passed - Father,S,2,468,Class 11,2,Class 11 - ತರಗತಿ 11,Class 11 - कक्षा 11,Class 11 - வகுப்பு 11,Class 11 -  11వ తరగతి (ఇంటర్‌ మీడియట్‌ - మొదటి సంవత్సరము) ,Class 11 - ক্লাস 11,Class 11 - ଏକାଦଶ ଶ୍ରେଣୀ,Class 11 - শ্রেণী ১,
37,Child Annual Information,157,Highest class passed - Father,S,2,469,Class 12,2,Class 12 - ತರಗತಿ 12,Class 12 - कक्षा 12,Class 12 - வகுப்பு 12,Class 12 -  12వ తరగతి (ఇంటర్‌ మీడియట్‌ - ద్వితీయ సంవత్సరము) ,Class 12 - ক্লাস 12,Class 12 - ଦ୍ୱାଦଶ ଶ୍ରେଣୀ,Class 12 - শ্রেণী ১২,
37,Child Annual Information,157,Highest class passed - Father,S,2,470,Graduate,2,Graduate - ಪದವಿ,Graduate - स्नातक ,Graduate - இளங்கலை ,Graduate -  డిగ్రీ / పట్టభద్రుడు (బిఎ/బిఎస్‌సి/బికాం .... మొదలగు),Graduate - গ্র্যাজুয়েট,Graduate - ଗ୍ରାଜୁଏଟ୍,Graduate - স্নাতক,
