Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Hindi,Tamil,Bangla,Odiya, Ahomia
51,School Education Retention,329,Reason for not in school - primary reason,S,2,673,School at a long distance/ Travel to school not convenient,2,School at a long distance/ Travel to school not convenient - स्कूल बहुत दूर स्थित है/स्कूल जाना-आना सुविधाजनक नहीं है,School at a long distance/ Travel to school not convenient - பள்ளி தொலைவில் உள்ளது/பள்ளிக்கு சென்று வருவது கடினம்,School at a long distance/ Travel to school not convenient দীর্ঘ দূরত্বে স্কুল/স্কুলে ভ্রমণ সুবিধাজনক নয় ,School at a long distance/ Travel to school not convenient - ଦୂରରେ ବିଦ୍ୟାଳୟ ରହିଛି/ ବିଦ୍ୟାଳୟକୁ ଯିବା ସୁବିଧାଜନକ ନୁହେଁ,School at a long distance/ Travel to school not convenient - স্কুল বহু দুৰত
51,School Education Retention,329,Reason for not in school - primary reason,S,2,674,School unsafe/ travel to school unsafe,2,School unsafe/ travel to school unsafe - स्कूल असुरक्षित/ स्कूल जाना-आना असुरक्षित है,School unsafe/ travel to school unsafe - பள்ளி பாதுகாப்பாக இல்லை/பள்ளிக்கு செல்லும் வழி பாதுகாப்பாக இல்லை,School unsafe/ travel to school unsafe স্কুল অনিরাপদ/স্কুলে ভ্রমণ অনিরাপদ ,School unsafe/ travel to school unsafe - ଅସୁରକ୍ଷିତ ବିଦ୍ୟାଳୟ/ ବିଦ୍ୟାଳୟକୁ ଯିବା ଅସୁରକ୍ଷିତ,School unsafe/ travel to school unsafe - যাতায়ত সুৰক্ষিত নহয়
51,School Education Retention,329,Reason for not in school - primary reason,S,2,675,Higher level schools are not available close to the village,2,Higher level schools are not available close to the village - उच्चतर स्तरीय स्कूल गाँव के नजदीक उपलब्ध नहीं हैं,"Higher level schools are not available close to the village - உயர், மேல்நிலை பள்ளிகள் கிராமத்திற்கு அருகில் இல்லை",Higher level schools are not available close to the village গ্রামের কাছাকাছি উচ্চ স্তরের স্কুল পাওয়া যায় না ,Higher level schools are not available close to the village - ଉଚ୍ଚ ଶ୍ରେଣୀ ପାଇଁ ବିଦ୍ୟାଳୟ ଗ୍ରାମ ନିକଟରେ ନାହିଁ,Higher level schools are not available close to the village - উচ্চমানদন্দৰ স্কুল ওচৰত নাই
51,School Education Retention,329,Reason for not in school - primary reason,S,2,676,MDM not available or not available regularly/ Quality of MDM,2,MDM not available or not available regularly/ Quality of MDM - मध्याह्न भोजन उपलब्ध नहीं है या नियमित उपलब्धता नहीं है/ मध्याह्न भोजन की गुणवत्ता अच्छी नहीं है,"MDM not available or not available regularly/ Quality of MDM - மதிய உணவு வழங்கப்படவில்லை, தொடர்ந்து வழங்கப்படவில்லை/ உணவு தரமானதாக இல்லை",MDM not available or not available regularly/ Quality of MDM মিড ডে খাবার পাওয়া যায় না বা নিয়মিত পাওয়া যায় না/মিড ডে খাবারের গুণমান খারাপ,MDM not available or not available regularly/ Quality of MDM - ମଧ୍ୟାହ୍ନ ଭୋଜନ ମିଳୁନାହିଁ କିମ୍ବା ଅନିୟମିତ ଭାବେ ମିଳୁଛି/ ମଧ୍ୟାହ୍ନ ଭୋଜନର ମାନ ଭଲ ନୁହେଁ,MDM not available or not available regularly/ Quality of MDM - মধ্যহ্নভোজন (MDM) উপলব্ধ নহয়/ মানদন্দ উন্নত নহয়)
51,School Education Retention,329,Reason for not in school - primary reason,S,2,677,Discrimination by teacher/ Misbehaviour by teacher from higher caste,2,Discrimination by teacher/ Misbehaviour by teacher from higher caste - ऊँची जाति के शिक्षकों द्वारा भेदभाव/दुर्व्यवहार किया जाता है,Discrimination by teacher/ Misbehaviour by teacher from higher caste - ஆசிரியர்கள் பாகுபாடுகாட்டுதல்/ உயர் சாதி ஆசிரியர்கள் மாணவர்களிடம் தவறாக நடத்தல்,Discrimination by teacher/ Misbehaviour by teacher from higher caste কুজাত ছাত্র-ছাত্রীদের উপরের বর্ণ থেকে খারাপ আচরণ,Discrimination by teacher/ Misbehaviour by teacher from higher caste - ଶିକ୍ଷକଙ୍କ ଭେଦଭାବର ଶିକାର/ ଉଚ୍ଚ ଶ୍ରେଣୀର ଶିକ୍ଷକମାନଙ୍କ ଖରାପ ବ୍ୟବହାରର ଶିକାର,Discrimination by teacher/ Misbehaviour by teacher from higher caste - শিক্ষকৰ দ্বাৰা প্ৰতাৰিত/বেয়া ব্যবহাৰ
51,School Education Retention,329,Reason for not in school - primary reason,S,2,678,Discrimination by other children/ Misbehaviour by other children from higher caste,2,Discrimination by other children/ Misbehaviour by other children from higher caste - ऊँची जाति के अन्य छात्रों द्वारा भेदभाव/दुर्व्यवहार किया जाता है,Discrimination by other children/ Misbehaviour by other children from higher caste - பிற மாணவர்களால் பாகுபடுகாட்டப்படுதல்/ பிற உயர் சாதி மாணவர்கள் தவறாக நடத்தல்,Discrimination by other children/ Misbehaviour by other children from higher caste অন্যান্য শিশুদের দ্বারা বৈষম্য /বিবর্ণতা ,Discrimination by other children/ Misbehaviour by other children from higher caste - ଅନ୍ୟ ଛାତ୍ରଛାତ୍ରୀଙ୍କ ଭେଦଭାବର ଶିକାର/ ଉଚ୍ଚ ଶ୍ରେଣୀର ଛାତ୍ରଛାତ୍ରୀମାନଙ୍କ ଖରାପ ବ୍ୟବହାରର ଶିକାର,Discrimination by other children/ Misbehaviour by other children from higher caste - সতিৰ্থ শিক্ষাৰ্থিৰ দ্বাৰা প্ৰতাৰিত/বেয়া ব্যবহাৰ
51,School Education Retention,329,Reason for not in school - primary reason,S,2,679,Corporal punishment,2,Corporal punishment - शारीरिक दंड,Corporal punishment - உடல் ரீதியான தண்டனைகள்,Corporal punishment - শারীরিক শাস্তি,Corporal punishment - ଶାରିରୀକ ଦଂଣ,Corporal punishment - শাৰিৰীক শাষ্টি
51,School Education Retention,329,Reason for not in school - primary reason,S,2,680,Sexual harassment,2,Sexual harassment - यौन उत्पीड़न,Sexual harassment - பாலியல் தொந்தரவு,Sexual harassment - যৌন হয়রানি,Sexual harassment - ଯୌନ ଶୋଷଣର ଶିକାର,Sexual harassment - যৌন উৎপীৰণ
51,School Education Retention,330,Secondary reason for not in school,S,2,682,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
51,School Education Retention,331,Tertiary reason for not in school,S,2,683,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
50,Child Education,334,Other information,T,0,686,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
54,Village Information,342,Primary School Name,T,2,696,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
54,Village Information,346,Distance of the Primary School(in kms),T,2,700,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
54,Village Information,347,Barriers for accessing Primary School,S,2,701,No barrier,2,No barrier - कोई बाधा नहीं,No barrier - எந்தவித தடையும் இல்லை,No barrier - কোন বাধা নেই,No barrier - କୌଣସି ପ୍ରତିବନ୍ଧକ ନାହ,No barrier - কোনো বাধা নাই
54,Village Information,347,Barriers for accessing Primary School,S,2,702,Near to the upper class hamlet,2,Near to the upper class hamlet - ऊँची जाति की बसाहट के नज़दीक,Near to the upper class hamlet - உயர் சாதியினரின் கிராமத்திற்கு அருகில்,Near to the upper class hamlet - উপরের বর্গ ঘরের কাছাকাছি,Near to the upper class hamlet - ଉଚ୍ଚ ଶ୍ରେଣୀର ହାମଲେଟ୍ ନିକଟରେ,Near to the upper class hamlet - চুবুৰীৰ মুৰত
54,Village Information,347,Barriers for accessing Primary School,S,2,703,Far from the Village,2,Far from the Village - गांव से बहुत दूर,Far from the Village - கிராமத்தை விட்டு வெகு தொலைவில்,Far from the Village - গ্রাম থেকে দূরে,Far from the Village - ଗ୍ରାମଠାରୁ ଦୂର,Far from the Village - গাওঁৰ পৰা বহু দুৰত
54,Village Information,347,Barriers for accessing Primary School,S,2,704,On the main road,2,On the main road - मुख्य सड़क पर,On the main road - முக்கிய சாலையில்,On the main road - প্রধান রাস্তা,On the main road - ମୁଖ୍ୟ ରାସ୍ତା ଉପରେ,On the main road - মাজ ৰাস্তাৰ ওচৰত
54,Village Information,347,Barriers for accessing Primary School,S,2,705,Across the road or Traffic,2,Across the road or Traffic - सड़क पार/ट्रैफ़िक,Across the road or Traffic - சாலையை தாண்டி,Across the road or Traffic - রাস্তা বা ট্র্যাফিক জুড়ে,Across the road or Traffic - ରାସ୍ତ/ ଟ୍ରାଫିକ୍ ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,Across the road or Traffic - ৰাস্তাৰ সিপাৰে
54,Village Information,347,Barriers for accessing Primary School,S,2,706,In or Near to market,2,In or Near to market - बाज़ार में/के नज़दीक,In or Near to market - சந்தையில்/சந்தைக்கு அருகில்,In or Near to market - বাজারে বা কাছাকাছি,In or Near to market - ବଜାର ଭିତରେ/ ନିକଟରେ,In or Near to market - বজাৰত/ বজাৰৰ ওচৰত
54,Village Information,347,Barriers for accessing Primary School,S,2,707,Across the forest or hill,2,Across the forest or hill - जंगल में/पहाड़ी पर,Across the forest or hill - காடு/மலைகளுக்கு அப்பால்,Across the forest or hill - বন বা পাহাড় জুড়ে,Across the forest or hill - ଜଙ୍ଗଲ/ ପାହାଡ଼ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡେ,Across the forest or hill - জংঘল/ পাহাৰৰ সিপাৰত
54,Village Information,347,Barriers for accessing Primary School,S,2,708,Across the stream or river,2,Across the stream or river - नाले/नदी के पार,Across the stream or river - ஓடை/ஆற்றை தாண்டி,Across the stream or river - প্রবাহ বা নদী জুড়ে,Across the stream or river - ଝରଣା/ ନଦୀ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡ଼େ,Across the stream or river - নিজৰা/ নদীৰ সিপাৰত
54,Village Information,347,Barriers for accessing Primary School,S,2,709,Near the graveyard,2,Near the graveyard - कब्रिस्तान के पास,Near the graveyard - கல்லறை தோட்டம் / மயானம் அருகில்,Near the graveyard - কবরস্থান কাছাকাছি,Near the graveyard - ଶ୍ମଶାନ ନିକଟରେ,Near the graveyard - কবৰস্থানৰ ওচৰত
54,Village Information,347,Barriers for accessing Primary School,S,2,710,Classes in open,2,Classes in open - खुले में पढ़ाई,Classes in open - திறந்த வெளியில் வகுப்பு நடக்கிறது,Classes in open - খোলা ক্লাস,Classes in open - ଖୋଲାରେ ପାଠ ପଢା ହୁଏ,Classes in open - মুকলিত ক্লাচ হয়
54,Village Information,347,Barriers for accessing Primary School,S,2,711,Across the railway track,2,Across the railway track - रेल पटरी पार,Across the railway track - ரயில் தண்டவாளத்திற்கு அப்பால்,Across the railway track - রেলওয়ে ট্র্যাক জুড়ে,Across the railway track - ରେଳ ଧାରଣା ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,Across the railway track - ৰেল লাইনৰ সিপাৰত
54,Village Information,347,Barriers for accessing Primary School,S,2,712,Near Bar and Restaurant,2,Near Bar and Restaurant - बार-रेस्त्राँ के पास,Near Bar and Restaurant - மதுக்கடை/உணவகத்திற்கு அருகில்,Near Bar and Restaurant - বার এবং রেস্টুরেন্ট কাছাকাছি,Near Bar and Restaurant - ବାର କିମ୍ବା ରେଷ୍ଟୁରା ନିକଟରେ,Near Bar and Restaurant - বাৰ/ৰেষ্টুৰেণ্টৰ ওচৰত
54,Village Information,347,Barriers for accessing Primary School,S,2,713,Near Religious structure,2,Near Religious structure - धार्मिक ढांचे के पास,Near Religious structure - மதம் சார்ந்த கட்டிடங்களின் அருகில்,Near Religious structure - ধর্মীয় গঠন কাছাকাছি,Near Religious structure - ଧାର୍ମିକ ଭବନ ନିକଟରେ,Near Religious structure - ধৰ্মিয় অনুস্থানৰ ওচৰত
54,Village Information,347,Barriers for accessing Primary School,S,2,714,Others,2,Others - अन्य,Others - பிற,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - বেলেগ কিবা
54,Village Information,341,Primary school available,R,2,715,"No, Not in the hamlet",2,"No, Not in the hamlet - नहीं, गांव/बसाहट में नहीं है","No, Not in the hamlet - இல்லை, கிராமத்தில்/குக்கிராமத்தில் இல்லை ","No, Not in the hamlet - না, নাচা মধ্যে না","No, Not in the hamlet - ନାହିଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ ନୁହେଁ","No, Not in the hamlet - নাই, একেটা চুবুৰীতে "
54,Village Information,348,"If other (primary school), specify",T,2,716,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
54,Village Information,349,Upper Primary school available,R,2,717,"No, not in the village or Hamlet",2,"No, not in the village or Hamlet - नहीं, गांव/बसाहट में नहीं है","No, not in the village or Hamlet - இல்லை, கிராமத்தில்/குக்கிராமத்தில் இல்லை ","No, not in the village or Hamlet - না, না গ্রামে বা হ্যামলেট","No, not in the village or Hamlet - ନାହିଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ ନୁହେଁ","No, not in the village or Hamlet - নাই, একেটা চুবুৰী বা গাওঁত"
54,Village Information,349,Upper Primary school available,R,2,718,"Yes, in the village/hamlet",2,"Yes, in the village/hamlet - हाँ, गांव/बसाहट में है","Yes, in the village/hamlet - ஆம், கிராமத்தில்/குக்கிராமத்தில் ","Yes, in the village/hamlet - হ্যাঁ, গ্রাম / গ্রামে","Yes, in the village/hamlet - ହଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ","Yes, in the village/hamlet - আছে, একেটা চুবুৰী বা গাওঁত"
54,Village Information,350,Upper Primary school Name,T,2,719,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
54,Village Information,352,Highest class in upper primary school,S,2,723,class 6,2,Class 6 - कक्षा 6,Class 6 - வகுப்பு 6,class 6 - ক্লাস 6,class 6 - ଷଷ୍ଠ ଶ୍ରେଣୀ,class 6 - শ্ৰেণী- ৬
54,Village Information,352,Highest class in upper primary school,S,2,724,class 7,2,class 7 - कक्षा 7,class 7 - வகுப்பு 7,class 7 - ক্লাস 7,class 7 - ସପ୍ତମ ଶ୍ରେଣୀ,class 7 - শ্ৰেণী- ৭
54,Village Information,352,Highest class in upper primary school,S,2,725,class 8,2,Class 8 - कक्षा 8,Class 8 - வகுப்பு 8,class 8 - ক্লাস 8,class 8 - ଅଷ୍ଟମ ଶ୍ରେଣୀ,class 8 - শ্ৰেণী- ৮
54,Village Information,353,Category of upper primary school,S,2,726,Government / Local bodies,2,Government / Local bodies - शासन: केन्द्रीय और राज्य सरकारों तथा संगठनों द्वारा स्थापित,Government / Local bodies - அரசுப்பள்ளி/உள்ளாட்சி அமைப்புகள்,Government / Local bodies - அரசுப்பள்ளி/உள்ளாட்சி அமைப்புகள்,Government / Local bodies - ଶାସନ କେନ୍ଦ୍ରୀୟ ଏବଂ ରାଜ୍ୟ ସରକାରଙ୍କ ତଥା ସଂଗଠନଙ୍କ ଦ୍ୱାରା ସ୍ଥାପିତ ,Government / Local bodies - ସରକାରୀ
54,Village Information,353,Category of upper primary school,S,2,727,Private aided,2,Private aided - निजी (शासन से सहायता-प्राप्त),Private aided - தனியார் உதவி,Private aided - বেসরকারী সাহায্যপ্রাপ্ত,"Private aided - ବେସରକାରୀ ଅନୁଦାନପ୍ରାପ୍ତ- ଏକ ଅନୁଦାନପ୍ରାପ୍ତ ବିଦ୍ୟାଳୟ, ଯାହା ବେସରକାରୀ ହୋଇଥାଇପାରେ, କିନ୍ତୁ ସରକାରୀ ଅନୁଦାନ ଏବଂ ସୁବିଧା ସୁଯୋଗ ପାଉଥିବ ",Private aided - ( প্ৰাইভেট এডেদ - প্ৰাইভেট বা ট্ৰাষ্টৰ দ্বাৰা পৰিচালিত কিন্তু চৰকাৰৰ সাহায্য প্ৰাপ্ত
54,Village Information,354,Distance of the upper primary school from village(in kms),T,2,728,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
54,Village Information,355,Barriers for accessing upper primary school,S,2,729,No barrier,2,No barrier - कोई बाधा नहीं,No barrier - எந்தவித தடையும் இல்லை,No barrier - কোন বাধা নেই,No barrier - କୌଣସି ପ୍ରତିବନ୍ଧକ ନାହ,No barrier - কোনো বাধা নাই
54,Village Information,355,Barriers for accessing upper primary school,S,2,730,Near upper class hamlet,2,Near upper class hamlet - ऊँची जाति की बसाहट के नज़दीक,Near upper class hamlet - உயர் சாதியினரின் கிராமத்திற்கு அருகில்,Near upper class hamlet - উচ্চ স্তরের হ্যামলেট কাছাকাছি,Near upper class hamlet - ଉଚ୍ଚ ଶ୍ରେଣୀର ହାମଲେଟ୍ ନିକଟରେ,Near upper class hamlet - চুবুৰীৰ মুৰত
54,Village Information,355,Barriers for accessing upper primary school,S,2,731,Far off from the village,2,Far off from the village - गांव से बहुत दूर,Far off from the village - கிராமத்தை விட்டு வெகு தொலைவில்,Far off from the village - গ্রাম থেকে দূরে দূরে,Far off from the village - ଗ୍ରାମଠାରୁ ଦୂର,Far off from the village - গাওঁৰ পৰা বহু দুৰত
54,Village Information,355,Barriers for accessing upper primary school,S,2,732,On the main road,2,On the main road - मुख्य सड़क पर,On the main roadமுக்கிய சாலையில்,On the main road - প্রধান রাস্তা,On the main road - ମୁଖ୍ୟ ରାସ୍ତା ଉପରେ,On the main road - মাজ ৰাস্তাৰ ওচৰত
54,Village Information,355,Barriers for accessing upper primary school,S,2,733,Across the road or Traffic,2,Across the road or Traffic - सड़क पार/ट्रैफ़िक,Across the road or Traffic - சாலையை தாண்டி,Across the road or Traffic - রাস্তা বা ট্র্যাফিক জুড়ে,Across the road or Traffic - ରାସ୍ତ/ ଟ୍ରାଫିକ୍ ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,Across the road or Traffic - ৰাস্তাৰ সিপাৰে
54,Village Information,355,Barriers for accessing upper primary school,S,2,734,In or near to market,2,In or near to market - बाज़ार में/के नज़दीक,In or near to market - சந்தையில்/சந்தைக்கு அருகில்,In or near to market - বাজারে বা কাছাকাছি,In or near to market - ବଜାର ଭିତରେ/ ନିକଟରେ,In or near to market - বজাৰত/ বজাৰৰ ওচৰত
54,Village Information,355,Barriers for accessing upper primary school,S,2,735,Across the forest or hill,2,Across the forest or hill - जंगल में/पहाड़ी पर,Across the forest or hill - காடு/மலைகளுக்கு அப்பால்,Across the forest or hill - বন বা পাহাড় জুড়ে,Across the forest or hill - ଜଙ୍ଗଲ/ ପାହାଡ଼ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡେ,Across the forest or hill - জংঘল/ পাহাৰৰ সিপাৰত
54,Village Information,355,Barriers for accessing upper primary school,S,2,736,Across the stream or river,2,Across the stream or river - नाले/नदी के पार,Across the stream or river - ஓடை/ஆற்றை தாண்டி,Across the stream or river - প্রবাহ বা নদী জুড়ে,Across the stream or river - ଝରଣା/ ନଦୀ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡ଼େ,Across the stream or river - নিজৰা/ নদীৰ সিপাৰত
54,Village Information,355,Barriers for accessing upper primary school,S,2,737,Near the graveyard,2,Near the graveyard - कब्रिस्तान के पास,Near the graveyard - கல்லறை தோட்டம் / மயானம் அருகில்,Near the graveyard - কবরস্থান কাছাকাছি,Near the graveyard - ଶ୍ମଶାନ ନିକଟରେ,Near the graveyard - কবৰস্থানৰ ওচৰত
54,Village Information,355,Barriers for accessing upper primary school,S,2,738,Classes in open,2,Classes in open - खुले में पढ़ाई,Classes in open - திறந்த வெளியில் வகுப்பு நடக்கிறது,Classes in open - খোলা ক্লাস,Classes in open - ଖୋଲାରେ ପାଠ ପଢା ହୁଏ,Classes in open - মুকলিত ক্লাচ হয়
54,Village Information,355,Barriers for accessing upper primary school,S,2,739,across the Railway track,2,across the Railway track - रेल पटरी पार,across the Railway track - ரயில் தண்டவாளத்திற்கு அப்பால்,across the Railway track - রেলওয়ে ট্র্যাক জুড়ে,across the Railway track - ରେଳ ଧାରଣା ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,across the Railway track - ৰেল লাইনৰ সিপাৰত
54,Village Information,355,Barriers for accessing upper primary school,S,2,740,Near Bar and Restaurant,2,Near Bar and Restaurant - बार-रेस्त्राँ के पास,Near Bar and Restaurant - மதுக்கடை/உணவகத்திற்கு அருகில்,Near Bar and Restaurant - বার এবং রেস্টুরেন্ট কাছাকাছি,Near Bar and Restaurant - ବାର କିମ୍ବା ରେଷ୍ଟୁରା ନିକଟରେ,Near Bar and Restaurant - বাৰ/ৰেষ্টুৰেণ্টৰ ওচৰত
54,Village Information,355,Barriers for accessing upper primary school,S,2,741,Near Religious Structure,2,Near Religious Structure - धार्मिक ढांचे के पास,Near Religious Structure - மதம் சார்ந்த கட்டிடங்களின் அருகில்,Near Religious Structure - ধর্মীয় গঠন কাছাকাছি,Near Religious Structure - ଧାର୍ମିକ ଭବନ ନିକଟରେ,Near Religious Structure - ধৰ্মিয় অনুস্থানৰ ওচৰত
54,Village Information,355,Barriers for accessing upper primary school,S,2,742,Others,2,Others - अन्य,Others - பிற,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - বেলেগ কিবা
54,Village Information,356,If other,T,2,743,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
54,Village Information,357,Secondary school available,R,2,744,"No, not in the village or Hamlet",2,"No, not in the village or Hamlet - नहीं, गांव/बसाहट में नहीं है","No, not in the village or Hamlet - இல்லை, கிராமத்தில்/குக்கிராமத்தில் இல்லை ","No, not in the village or Hamlet - না, না গ্রামে বা হ্যামলেট","No, not in the village or Hamlet - ନାହିଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ ନୁହେଁ","No, not in the village or Hamlet - নাই, একেটা চুবুৰী বা গাওঁত"
54,Village Information,357,Secondary school available,R,2,745,"Yes, in the village or Hamlet",2,"Yes, in the village or Hamlet - हाँ, गांव/बसाहट में है","Yes, in the village or Hamlet - ஆம், கிராமத்தில்/குக்கிராமத்தில் ","Yes, in the village or Hamlet - হ্যাঁ, গ্রামে বা হ্যামলেট","Yes, in the village or Hamlet - ହଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ","Yes, in the village or Hamlet - আছে, একেটা চুবুৰী বা গাওঁত"
54,Village Information,358,Secondary school Name,T,2,746,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
54,Village Information,359,Lowest class in secondary school,S,2,747,class 9,2,Class 9 - कक्षा 9,Class 9 - வகுப்பு 9,class 9 - ক্লাস 9,class 9 - ନବମ ଶ୍ରେଣୀ,শ্ৰেণী- নৱম
54,Village Information,359,Lowest class in secondary school,S,2,748,class 10,2,Class 10 - कक्षा 10,Class 10 - வகுப்பு 10,class 10 - ক্লাস 10,class 10 - ଦଶମ ଶ୍ରେଣୀ,শ্ৰেণী- দশম
54,Village Information,360,Highest class in secondary school,S,2,749,class 9,2,Class 9 - कक्षा 9,Class 9 - வகுப்பு 9,class 9 - ক্লাস 9,class 9 - ନବମ ଶ୍ରେଣୀ,শ্ৰেণী- নৱম
54,Village Information,360,Highest class in secondary school,S,2,750,class 10,2,Class 10 - कक्षा 10,Class 10 - வகுப்பு 10,class 10 - ক্লাস 10,class 10 - ଦଶମ ଶ୍ରେଣୀ,শ্ৰেণী- দশম
54,Village Information,361,Category of secondary school,S,2,751,Government / Local bodies,2,Government / Local bodies - शासन: केन्द्रीय और राज्य सरकारों तथा संगठनों द्वारा स्थापित,Government / Local bodies - அரசுப்பள்ளி/உள்ளாட்சி அமைப்புகள்,Government / Local bodies - அரசுப்பள்ளி/உள்ளாட்சி அமைப்புகள்,Government / Local bodies - ଶାସନ କେନ୍ଦ୍ରୀୟ ଏବଂ ରାଜ୍ୟ ସରକାରଙ୍କ ତଥା ସଂଗଠନଙ୍କ ଦ୍ୱାରା ସ୍ଥାପିତ ,চৰকাৰী / স্থানীয় সংস্থা
54,Village Information,361,Category of secondary school,S,2,752,Private,0,,,Private ব্যক্তিগত,Private,Private - ব্যক্তিগত
54,Village Information,362,Distance of the secondary school(in kms),T,2,753,NULL,2,,,Null- খালি,NULL-ନୁଁଲଲ ,প্ৰযোজ্য নহয়
54,Village Information,363,Barriers for accessing secondary school,S,2,754,No barrier,2,No barrier - कोई बाधा नहीं,No barrier - எந்தவித தடையும் இல்லை,No barrier - কোন বাধা নেই,No barrier - କୌଣସି ପ୍ରତିବନ୍ଧକ ନାହ,No barrier - কোনো বাধা নাই
54,Village Information,363,Barriers for accessing secondary school,S,2,755,Near upper class hamlet,2,Neear upper class hamlet - ऊँची जाति की बसाहट के नज़दीक,Neear upper class hamlet - உயர் சாதியினரின் கிராமத்திற்கு அருகில்,Near upper class hamlet - উচ্চ স্তরের হ্যামলেট কাছাকাছি,Near upper class hamlet - ଉଚ୍ଚ ଶ୍ରେଣୀର ହାମଲେଟ୍ ନିକଟରେ,Near upper class hamlet - চুবুৰীৰ মুৰত
54,Village Information,363,Barriers for accessing secondary school,S,2,756,Far off from the village,2,Far off from the village - गांव से बहुत दूर,Far off from the village - கிராமத்தை விட்டு வெகு தொலைவில்,Far off from the village - গ্রাম থেকে দূরে দূরে,Far off from the village - ଗ୍ରାମଠାରୁ ଦୂର,Far off from the village - গাওঁৰ পৰা বহু দুৰত
54,Village Information,363,Barriers for accessing secondary school,S,2,757,On the main road,2,On the main road - मुख्य सड़क पर,On the main road - முக்கிய சாலையில்,On the main road - প্রধান রাস্তা,On the main road - ମୁଖ୍ୟ ରାସ୍ତା ଉପରେ,On the main road - মাজ ৰাস্তাৰ ওচৰত
54,Village Information,363,Barriers for accessing secondary school,S,2,758,Across the road or Traffic,2,Across the road/Traffic - सड़क पार/ट्रैफ़िक,Across the road/Traffic - சாலையை தாண்டி,Across the road or Traffic - রাস্তা বা ট্র্যাফিক জুড়ে,Across the road or Traffic - ରାସ୍ତ/ ଟ୍ରାଫିକ୍ ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,Across the road or Traffic - ৰাস্তাৰ সিপাৰে
54,Village Information,363,Barriers for accessing secondary school,S,2,759,In or near to market,2,In/ near to market - बाज़ार में/के नज़दीक,In/ near to market - சந்தையில்/சந்தைக்கு அருகில்,In or near to market - বাজারে বা কাছাকাছি,In or near to market - ବଜାର ଭିତରେ/ ନିକଟରେ,In or near to market - বজাৰত/ বজাৰৰ ওচৰত
54,Village Information,363,Barriers for accessing secondary school,S,2,760,Across the forest or hill,2,Across the forest/hill - जंगल में/पहाड़ी पर,Across the forest/hill - காடு/மலைகளுக்கு அப்பால்,Across the forest or hill - বন বা পাহাড় জুড়ে,Across the forest or hill - ଜଙ୍ଗଲ/ ପାହାଡ଼ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡେ,Across the forest or hill - জংঘল/ পাহাৰৰ সিপাৰত
54,Village Information,363,Barriers for accessing secondary school,S,2,761,Across the stream or river,2,Across the stream/ river - नाले/नदी के पार,Across the stream/ river - ஓடை/ஆற்றை தாண்டி,Across the stream or river - প্রবাহ বা নদী জুড়ে,Across the stream or river - ଝରଣା/ ନଦୀ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡ଼େ,Across the stream or river - নিজৰা/ নদীৰ সিপাৰত
54,Village Information,363,Barriers for accessing secondary school,S,2,762,Near the graveyard,2,Near the graveyard - कब्रिस्तान के पास,Near the graveyard - கல்லறை தோட்டம் / மயானம் அருகில்,Near the graveyard - কবরস্থান কাছাকাছি,Near the graveyard - ଶ୍ମଶାନ ନିକଟରେ,Near the graveyard - কবৰস্থানৰ ওচৰত
