Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Hindi,Tamil,Bangla,Odiya, Ahomia
37,Child Annual Information,158,Occupation of the father,S,2,Occupation of the father - पिता का व्यवसाय,Occupation of the father - தந்தையின் தொழில்,Occupation of the father - বাবার পেশা,Occupation of the father - ପିତାଙ୍କ କାର୍ଯ୍ୟ,Occupation of the father - পিতৃৰ বৃত্তি
37,Child Annual Information,159,Name of Mother,T,2,Name of Mother - माता का नाम,Name of Mother - தாயின் பெயர்,Name of Mother - মায়ের নাম,Name of Mother - ମାଆଙ୍କ ନାମ,Name of Mother - মাতৃৰ নাম
37,Child Annual Information,160,Age of Mother,T,2,Age of Mother - माता की उम्र,Age of Mother - தாயின் வயது,Age of Mother - মায়ের বয়স,Age of Mother - ମାଆଙ୍କ ବୟସ,Age of Mother - মাতৃৰ বয়স
37,Child Annual Information,161,Highest class passed - Mother,S,2,Highest class passed - Mother - माता द्वारा उत्तीर्ण उच्चतम कक्षा,Highest class passed - Mother - தாய் படித்த வகுப்பு,Highest class passed - Mother - মা সর্বাধিক যে শ্রেণিতে পাশ করেছেন,Highest class passed - Mother - ମାଆଙ୍କ ସର୍ବାଧିକଶିକ୍ଷାଗତ ଯୋଗ୍ୟତା,Highest class passed - Mother - মাতৃৰ শিক্ষাগত অৰ্হতা কিমান
37,Child Annual Information,162,Occupation of the Mother,S,2,Occupation of the Mother - माता का व्यवसाय,Occupation of the Mother - தாயின் தொழில்,Occupation of the Mother - মায়ের পেশা,Occupation of the Mother - ମାଆଙ୍କ କାର୍ଯ୍ୟ,Occupation of the Mother - মাতৃৰ বৃত্তি
37,Child Annual Information,163,Orphaned /Single parent,R,2,Orphaned /Single parent - अनाथ/एकल माता-पिता,Orphaned /Single parent - பெற்றோரை இழந்தவர் / ஒற்றைப் பெற்றோர்,Orphaned /Single parent - অনাথ/ একক মাতা বা পিতা,Orphaned /Single parent - ଅନାଥ/ ଏକୁଟିଆ ମାଆ କିମ୍ବା ବାପାଙ୍କ ପାଖରେ ରହେ,Orphaned /Single parent - মাক-বাপেক দুয়ুজন অথবা কোনোবা এজন নথকা
37,Child Annual Information,164,Name of Guardian,T,2,Name of Guardian - अभिभावक का नाम,Name of Guardian - பாதுகாவலரின் பெயர்,Name of Guardian - অভিভাবকের নাম,Name of Guardian - ମୁରବୀଙ୍କ ନାମ,Name of Guardian - অভিভাৱকৰ নাম
37,Child Annual Information,165,Caste of Child,S,2,Caste of Child - बच्चे की जाति,Caste of Child - குழந்தையின் சாதி,Caste of Child - শিশুর জাতি,Caste of Child - ଶିଶୁର ଜାତି,Caste of Child - শিশুটিৰ জাতি
37,Child Annual Information,166,Religion of Child,S,2,Religion of Child - बच्चे का धर्म,Religion of Child - குழந்தையின் மதம்,Religion of Child - শিশুর ধর্ম,Religion of Child - ଶିଶୁର ଧର୍ମ,Religion of Child - শিশুৰ ধর্ম
37,Child Annual Information,167,Sex of Child,R,0,,,Sex of Child সন্তানের লিঙ্গ ,0,শিশুৰ লিংগ
37,Child Annual Information,168,Birth registration of child done?,R,2,Birth registration of child done? - बच्चे का जन्म पंजीयन,Birth registration of child done? - குழந்தையின் பிறப்பு பதிவு செய்யப்பட்டுள்ளதா,Birth registration of child done? - শিশুর জন্ম নথিকরণ হয়েছে কিনা,Birth registration of child done? - ଶିଶୁର ଜନ୍ମ ପଞ୍ଜୀକରଣ ହୋଇଛି କି ନାହିଁ,Birth registration of child done? - শিশুৰ জন্ম পঞ্জীয়ন হৈছেনে
37,Child Annual Information,169,Date of birth of the child,D,0,Date of birth of the child - बच्चे की जन्म-तिथि,Date of birth of the child - குழந்தையின் பிறந்த தேதி,Date of birth of the child - শিশুর জন্ম তারিখ,Date of birth of the child - ଶିଶୁର ଜନ୍ମ ତାରିଖ,Date of birth of the child - শিশুৰ জন্ম তাৰিখ
37,Child Annual Information,170,Place of Delivery,S,2,Place of Delivery - प्रसव का स्थान,Place of Delivery - குழந்தை பிறந்த இடம்,Place of Delivery - জন্মের স্থান,Place of Delivery - ଶିଶୁ ଜନ୍ମ ହୋଇଥବା ସ୍ଥାନ,Place of Delivery - প্ৰসব হোৱা থাই
37,Child Annual Information,171,Weight at birth (in kgs),T,2,Weight at birth (in kgs) - जनम के समय वज़न,Weight at birth (in kgs) - பிறந்த போது குழந்தையின் எடை,Weight at birth (in kgs) - জন্মের সময় ওজন,Weight at birth (in kgs) - ଶିଶୁର ଜନ୍ମ ସମୟର ଓଜନ,Weight at birth (in kgs) - জন্মৰ সময়ত ওজন (কেজিত উল্লেখ কৰক)
37,Child Annual Information,172,Weight of child communicated to the mother after delivery,R,2,Weight of child communicated to the mother after delivery - क्या प्रसव के बाद माता को बच्चे का वज़न बताया गया था,Weight of child communicated to the mother after delivery - பிரசவத்திற்கு பிறகு குழந்தையின் எடை தாய்க்கு தெரிவிக்கப்பட்டதா,Weight of child communicated to the mother after delivery - জন্মের পরে মা-বাবাকে শিশুর ওজন বলা হয়েছে কিনা,Weight of child communicated to the mother after delivery - ଶିଶୁର ଜନ୍ମ ସମୟର ଓଜନ ତାର ମାଆକୁ,Weight of child communicated to the mother after delivery - ( জন্মৰ পিছত শিশুটিৰ ওজন মাকৰ ওজনৰ লগত যোগাযোগ হৈছে নেকি) (কেজিত উল্লেখ কৰক)
37,Child Annual Information,173,Age of child(in years),T,0,,,Age of child(in years) সন্তানের বয়স (বছর) ,0,শিশুৰ বয়স (বছৰৰ ভিতৰত)
37,Child Annual Information,174,Age of child as of today(months),T,0,Age of child as of today(months) - बच्चे की आयु आज की तारीख में (माह में),Age of child as of today(months) - குழந்தையின் வயது (மாதத்தில்),Age of child as of today(months) - শিশুর বয়স  (বৎসরে),Age of child as of today(months) - ଶିଶୁର ବୟସ(ବର୍ଷ),"Age of child as of today(months) - আজিৰ দিনত শিশুটিৰ বয়স, মাহত)"
37,Child Annual Information,175,Residential status,S,2,Residential status - निवास की स्थिति,Residential status - இருப்பிடம்,Residential status - বাড়ির অবস্থা,Residential status - ବାସସ୍ଥାନର ସ୍ଥିତି,Residential status - বাসস্থানৰ বিবৰণ
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,Month of in-migration or out-migration - माह जिसमें इस जगह प्रवासित हो कर आये या यहाँ से बाहर गये,Month of in-migration or out-migration - இடம்பெயர்ந்து சென்ற/வந்த மாதம்,Month of in-migration or out-migration - অভিবাসনের (migration) যাওয়ার ও ফেরার সময়,Month of in-migration or out-migration - ଆନ୍ତଃ ଦେଶାନ୍ତର କିମ୍ବା ବାହ୍ୟ ଦେଶାନ୍ତର ର ମାସ,Month of in-migration or out-migration - গাওঁৰ পৰা যোৱা বা গাওঁলৈ অহা মাহ
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,Whether enrolled in Anganwadi - क्या आँगनवाड़ी में नामांकित है,Whether enrolled in Anganwadi - அங்கன்வாடியில் சேர்க்கப்பட்டுள்ளாரா,Whether enrolled in Anganwadi - অঙ্গনারীতে ভর্ত্তি আছে কিনা,Whether enrolled in Anganwadi - ଅଂଗନୱାଡ଼ି କେନ୍ଦ୍ରରେ ପଞ୍ଜୀକୃତ କି,Whether enrolled in Anganwadi - আংগন্বাড়ীত নামভৰ্তি হৈছেনে
37,Child Annual Information,178,Anganwadi Name,T,2,"Anganwadi ID (if available) - यदि हाँ, आँगनवाड़ी का आई डी",Anganwadi ID (if available) - ஆம் என்றால் அங்கன்வாடியின் அடையாள எண்,Anganwadi ID (if available) - যদি হ্যাঁ হয় তাহলে অঙ্গনারীর ID,Anganwadi ID (if available) - ଅଂଗନୱାଡି କେନ୍ଦ୍ରର ପରିିଚୟ ପତ୍ର,Anganwadi ID (if available) - যদি নামভৰ্তি হৈছে তেন্তে আংগনৱাড়ীৰ আই.ডি. লিখক
37,Child Annual Information,179,Whether child getting ECE?,R,2,Whether child getting ECE? - क्या बच्चे को प्रारंभिक बाल शिक्षा मिल रही है,Whether child getting ECE? - குழந்தைக்கு முன்பருவ கல்வி கிடைக்கிறதா,Whether child getting ECE? - শিশু ECE পাচ্ছে কিনা ?,Whether child getting ECE? - ଶିଶୁ ଆଦ୍ୟ ଶେଶବ ଯତ୍ନ ଓ ଶିକ୍ଷା ପାଉଛି କି,Whether child getting ECE? - শিশুটিয়ে প্ৰাৰম্ভিক শিক্ষা লাভ কৰিছেনে
37,Child Annual Information,180,Is the child Challenged?,R,2,Is the child Challenged? - क्या बच्चा अशक्त है,Is the child Challenged? - மாற்றுத்திறனாளி குழந்தையா,Is the child Challenged? - শিশু কি বিশেষ চাহিদা সম্পন্ন ?,Is the child Challenged? - ଶିଶୁଟି ବିକଳାଙ୍ଗ କି?,Is the child Challenged? - শিশুটি বাধাগ্ৰ্স্ত নেকি
37,Child Annual Information,181,Is the child Chronically ill?,R,2,Is the child Chronically ill? - क्या बच्चा लम्बी बीमारी से ग्रस्त है,Is the child Chronically ill? - குழந்தை நாள்பட்ட நோயினால் பாதிக்கப்பட்டுள்ளதா,Is the child Chronically ill? - শিশু কি ধারাবাহিকভাবে অসুস্থতার শিকার?,Is the child Chronically ill? - ଶିଶୁଟି ଦୀର୍ଘ ଦିନ ଧରି ପୀଡ଼ିତ କି?,Is the child Chronically ill? - শিশুটি বহুদিন ধৰি বেমাৰত ভুগি আছে নেকি
37,Child Annual Information,182,Is the child Terminally ill?,R,2,Is the child Terminally ill? - क्या बच्चा मरणासन्न है,Is the child Terminally ill? - குழந்தை தீராத நோயினால் பாதிக்கப்பட்டுள்ளதா,Is the child Terminally ill? - শিশু কি প্রান্তিকভাবে (terminally) অসুস্থ?,Is the child Terminally ill? - ଶିଶୁଟି ଶେଷ ଅବସ୍ଥାରେ ଅଛି କି?,Is the child Terminally ill? - শিশুটি দুৰাৰোগ্য বেমাৰত ভুগী আছে নেকি
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,Is the child Engagged/Married? - क्या बच्चे की सगाई/शादी हो चुकी है,Is the child Engagged/Married? - திருமணம் முடிந்த/நிச்சயிக்கப்பட்ட குழந்தையா,Is the child Engagged/Married? - শিশুর কি বিবাহ স্থির / বা বিবাহ হয়েছে,Is the child Engagged/Married? - ଶିଶୁଟି ବିବାହିତ କିମ୍ବା ବିବାହ ସ୍ଥିରୀକୃତ କି,Is the child Engagged/Married? - শিশুটিৰ বিবাহ বা বিয়া থিক হৈছে নেকি
37,Child Annual Information,184,Current Location of child,S,2,Current Location of child - वर्तमान में बच्चा कहाँ है,Current Location of child - குழந்தையின் தற்போதைய இருப்பிடம்,Current Location of child- শিশুর বর্তমান অবস্থান ,0,বৰ্তমান শিশুটিৰ ঠিকনা
37,Child Annual Information,185,Others Specify,T,2,Others Specify - स्पष्ट करें,"Others Specify - பிற, குறிப்பிடவும்",Others Specify - অন্য কিছু (নির্দিষ্ট করে ),Others Specify - ଅନ୍ୟାନ୍ୟ ଯଦି କିଛି ଅଛି ଉଲ୍ଲେଖ କରନ୍ତୁ,"Others Specify - যদি অন্য কিবা আছে, স্পষ্টকৈ উল্লেখ কৰক "
1,Health Centre Survey,192,Type of Health Centre,S,2,Type of Health Center - स्वास्थ्य केन्द्र का प्रकार,Type of Health Center - சுகாதார மையத்தின் வகை,Type of Health Centre - স্বাস্থ্যকেন্দ্রের ধরণ,Type of Health Centre - ସ୍ୱାସ୍ଥ୍ୟକେନ୍ଦ୍ରର ପ୍ରକାର,Type of Health Centre - (স্বাস্থ্যকেন্দ্ৰৰ প্ৰকাৰ)
1,Health Centre Survey,193,Specify the Urban Health Unit,T,2,Specify the Urban Health Unit - शहरी स्वास्थ्य इकाई का स्पष्ट उल्लेख करें,Specify the Urban Health Unit - குறிப்பிடவும்,Specify the Urban Health Unit - নির্দিষ্ট করুন,Specify the Urban Health Unit - ସହରାଂଚଳ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ର ଉଲ୍ଲେଖ କର,Specify the Urban Health Unit - স্পষ্ট কৰক
1,Health Centre Survey,194,Incubator Available,R,2,Incubator Available - इन्क्यूबेटर (समय-पूर्व जन्मे शिशु की रक्षा का यंत्र) उपलब्ध,Incubator Available - பச்சிளம் குழந்தைகளுக்கான அடை காக்கும் கருவி இருக்கிறதா,Incubator Available - অন্ডস্ফুটন যন্ত্র (Incubator) আছে কিনা,Incubator Available - ଇନ୍କ୍ୟୁବେଟର ଅଛି କି?,Incubator Available - ( শীত-তাপ নিয়ন্ত্ৰিত কোঠা উপলব্ধনে ?)
1,Health Centre Survey,195,New Born Corner Centre available,R,2,New Born Corner Centre available - न्यू बॉर्न (नवजात) कॉर्नर सेन्टर उपलब्ध,New Born Corner Centre available - பச்சிளம் குழந்தைகளுக்கான மையம் இருக்கிறதா,New Born Corner Centre available - নবজাতক কর্নার সেন্টার (NBCC) আছে কিনা,New Born Corner Centre available - ନବଜାତକଙ୍କ ପାଇଁ ସ୍ୱତନ୍ତ୍ର କେନ୍ଦ୍ର (ଏନ୍ବିସିସି) ଅଛି କି,New Born Corner Centre available - ( নবজাতকৰ কৰ্ণাৰ চেণ্টাৰ উপলব্ধনে ?)
1,Health Centre Survey,196,Sick Born Centre available,R,2,Sick Born Centre available - सिक (बीमार) न्यू बॉर्न (नवजात) कॉर्नर सेन्टर (एस. एन. सी. यू.) उपलब्ध,Sick Born Centre available - நோயுற்ற பச்சிளம் குழந்தைகளுக்கான மையம் இருக்கிறதா,Sick Born Centre available - অসুস্থ নবজাতক কর্নার সেণ্টার (SNCU) আছে কিনা,Sick Born Centre available - ରୁଗ୍ଣ ନବଜାତକଙ୍କ ପାଇଁ ସ୍ୱତନ୍ତ୍ର କେନ୍ଦ୍ର (ଏସ୍ଏନ୍ସିୟୁ) ଅଛି କି,Sick Born Centre available - ( ৰুগীয়া নবজাতকৰ কৰ্ণাৰ চেণ্টাৰ উপলব্ধনে ?)
1,Health Centre Survey,197,Functional NRC MTC available,R,2,Functional NRC MTC available - कार्यशील पोषण पुनर्वास केन्द्र (एन.आर.सी.)/एम.टी.सी. उपलब्ध,Functional NRC MTC available - ஊட்டச்சத்து மறுவாழ்வு மையம்/ஊடச்சத்து குறைபாடு சிகிச்சை மையம் இருக்கிறதா,Functional NRC MTC available - কার্যকরী NRC / MTC আছে কিনা,Functional NRC MTC available - କାର୍ଯ୍ୟକ୍ଷମ ଏନ୍ଆର୍ସି/ ଏମଟିସି ଅଛି କି,Functional NRC MTC available - ( কাৰ্য্যক্ষম NRC/MTC উপলব্ধনে ?)
1,Health Centre Survey,198,Medical Officer available,R,2,Medical Officer available - चिकित्सा अधिकारी उपलब्ध,Medical Officer available - மருத்துவ அதிகாரி இருக்கிறாரா,Medical Officer available - মেডিক্যাল অফিসার আছেন কিনা,Medical Officer available - ଡାକ୍ତରଖାନା ଅଧିକାରୀ ଅଛନ୍ତି,Medical Officer available - ( মেডিকেল অফিচাৰ উপলব্ধনে ?)
1,Health Centre Survey,199,DataEntryOperator available,R,2,DataEntryOperator available - DataEntryOperator available - डेटा एन्ट्री ऑपरेटर उपलब्ध,DataEntryOperator available - கணிப்பொறி உதவியாளார் இருக்கிறாரா,DataEntryOperator available - ডেটা এন্টি অপারেটার আছে কিনা,DataEntryOperator available - ଡାଟା ଏଂଟ୍ରି ଅପରେଟର ଅଛନ୍ତ,DataEntryOperator available - ( ডাটা এণ্ট্ৰি অপাৰেটৰ উপলব্ধনে ? )
1,Health Centre Survey,200,Pharmacist available,R,2,Pharmacist available - फ़ार्मासिस्ट उपलब्ध,Pharmacist available - மருந்தாளுனர் இருக்கிறாரா,Pharmacist available - ফার্মাসিস্ট আছেন কিনা,Pharmacist available - ଫାର୍ମାସିଷ୍ଟ ଅଛନ୍ତି,Pharmacist available - ( ফাৰ্মাচিষ্ট উপলব্ধনে )
1,Health Centre Survey,201,Staff Nurse available,R,2,Staff Nurse available - स्टाफ़ नर्स उपलब्ध,Staff Nurse available - செவிலியர் இருக்கிறாரா,Staff Nurse available - স্টাপ নার্স আছেন কিনা,Staff Nurse available - ଷ୍ଟାଫ୍ ନର୍ସ ଅଛନ୍ତି,Staff Nurse available - (নাৰ্চ উপলব্ধনে ?)
1,Health Centre Survey,202,Ambulance Service available,R,2,Ambulance Service available - एम्बुलेन्स सेवा उपलब्ध,Ambulance Service available - அவசர ஊர்தி சேவை உள்ளதா,Ambulance Service available - অ্যাম্বুলেন্স পরিসেবা আছে কিনা,Ambulance Service available - ଆମ୍ବୁଲାନ୍ସ ସେବା ଉପଲବ୍ଧ,Ambulance Service available - ( এম্বুলেন্স সেৱা উপলব্ধনে ?)
1,Health Centre Survey,203,Blood Storage unit available,R,2,Blood Storage unit available - रक्त भंडार इकाई उपलब्ध,Blood Storage unit available - இரத்த சேமிப்பு அலகு இருக்கிறதா,Blood Storage unit available - রক্ত জমা রাখার ইউনিট আছে কিনা,Blood Storage unit available - ରକ୍ତ ଭଣ୍ଡାର ୟୁନିଟ୍ ରହିଛି,Blood Storage unit available - (ৰক্তস্ংৰক্ষণৰ ব্যবস্থা উপলব্ধনে ?)
1,Health Centre Survey,204,Laboratory technician available,R,2,Laboratory technician available - लैब टेक्नीशियन उपलब्ध,Laboratory technician available - இரத்த சேமிப்பு அலகு இருக்கிறதா,Laboratory technician available-ল্যাবরেটরি টেকনিশিয়ান উপলব্ধ ,0,লেবৰটেৰীত অভিজ্ঞ ব্যক্তি আছেনে
1,Health Centre Survey,205,Gynaecologist available,R,2,Gynaecologist available - स्त्रीरोग विशेषज्ञ उपलब्ध,Gynaecologist available - பெண்ணோயியல்,Gynaecologist available - স্ত্রীরোগবিশারদ আছেন কিনা,Gynaecologist available - ମହିଳା ରୋଗ ବିଶେଷଜ୍ଞ ଡାକ୍ତର ଅଛନ୍ତି,Gynaecologist available - ( প্ৰষুতি বিশেষজ্ঞ উপলব্ধনে ?)
1,Health Centre Survey,206,Paediatrician available,R,2,Paediatrician available - शिशुरोग विशेषज्ञ उपलब्ध,Paediatrician available - குழந்தை நல மருத்துவர் இருக்கிறாரா,Paediatrician available - শিশুরোগ-চিকিত্সা আছেন কিনা,Paediatrician available - ଶିଶୁ ରୋଗ ବିଶେଷଜ୍ଞ ଡାକ୍ତର ଅଛନ୍ତି,Paediatrician available - (শিশুৰোগ বিশেষজ্ঞ উপলব্ধনে ?)
1,Health Centre Survey,207,Anaesthetic available,R,2,Anaesthetic available - निश्चेतना विशेषज्ञ उपलब्ध,Anaesthetic available - மயக்கமருந்து நிபுணர் இருக்கிறாரா,Anaesthetic available - অ্যানাথেসিস্ট আছেন কিনা,Anaesthetic available - ନିଶ୍ଚେତକ ବିଶେଷଜ୍ଞ ଅଛନ୍ତି,Anaesthetic available - ( এনাস্থেছিয়া বিশেষজ্ঞ উপলব্ধনে ?)
1,Health Centre Survey,208,ANM available,R,2,ANM available - ए.एन.एम. उपलब्ध,ANM available - சுகாதார செவிலியர் இருக்கிறாரா,ANM available - ANM আছেন কিনা,ANM available - ଏଏନଏମ୍ ଅଛନ୍ତି,ANM available - ANM আছেনে
1,Health Centre Survey,209,Female Health Worker available,R,2,Female Health Worker available - महिला स्वास्थ्य कार्यकर्ता उपलब्ध,Female Health Worker available - பெண் சுகாதார பணியாளர் இருக்கிறாரா,Female Health Worker available - মহিলা স্বাস্থ্য কর্মী আছেন কিনা,Female Health Worker available - ମହଳିା ସ୍ୱାସ୍ଥ୍ୟକର୍ମୀ ଅଛନ୍ତି,Female Health Worker available - ( মহিলা স্বাস্থ্যকৰ্মী উপলব্ধনে ?)
1,Health Centre Survey,210,Building Own or Rented,R,2,Building Own or Rented - भवन स्वयं का या किराये का,Building Own or Rented - சொந்த/வாடகை கட்டிடம்,Building Own or Rented - ভবন নিজস্ব / ভাড়া নেওয়া,Building Own or Rented - ଗୃହ ନିଜସ୍ୱ/ ଭଡ଼ା,Building Own or Rented - ( ঘৰ নিজা/ভাড়া )
1,Health Centre Survey,211,Operating since,D,2,Operating since - कब से क्रियाशील,Operating since - எப்போதிலிருந்து செயல்படுகிறது,Operating since - কবে থেকে চলছে,Operating since - କାର୍ଯ୍ୟକ୍ଷମ ହେବା ଦିନଠାରୁ,Operating since - ( কেতিয়াৰ পৰা কাম কৰি আহিছে )
1,Health Centre Survey,212,Location,T,0,,,Location অবস্থান ,0,ঠিকনা / ঠাই
1,Health Centre Survey,213,Village / Ward,T,0,,,Village / Ward গ্রাম/ওয়ার্ড ,0,গাঁও / চহৰ
1,Health Centre Survey,214,Hamlet/Para/Mohalla,T,0,,,Hamlet/Para/Mohalla হামলেট/প্যারা/মোহল্লা ,0,চুবুৰী
1,Health Centre Survey,215,Rural/Urban,R,0,,,Rural/Urban গ্রাম বা শহুরে ,0,গাঁও / চহৰ
1,Health Centre Survey,216,Coverage Population,T,2,Coverage Population - जनसंख्या का दायरा,Coverage Population - மக்கட்தொகை,Coverage Population - কত জনসংখ্যার জন্য,Coverage Population - କେତେ ଜନସଂଖ୍ୟାକୂ ସେବା ଦେଉଛି,Coverage Population - ( কিমান জনস্ংখ্যাৰ উপৰত )
1,Health Centre Survey,217,Whether delivery conducted?,S,2,Whether delivery conducted? - क्या प्रसव किये जाते हैं?,Whether delivery conducted? - பிரசவம் பார்க்கப்படுகிறதா,Whether delivery conducted? - প্রসব করানো হয় কিনা,Whether delivery conducted? - ଯଦି ପ୍ରସବ ହୋଇଛି,Whether delivery conducted? - ( ডেলিভাৰি কৰি পাইছেনে কেতিয়াবা )
1,Health Centre Survey,218,Designated class for delivery and referal,S,2,Designated class for delivery and referal - प्रसव एवं रेफ़रल के लिये स्वास्थ्य केन्द्र की नामित श्रेणी,Designated class for delivery and referal - பிரசவம் மற்றும் பரிந்துரை சேவை சுகாதார வசதிகளின் வகை,Designated class for delivery and referal - প্রসবের জন্য নির্ধারিত স্বাস্থ্য সুবিধা ও রেফারেল ব্যবস্থা আছে কিনা,Designated class for delivery and referal - ସ୍ୱତନ୍ତ୍ର ଭାବେ ନାମାଙ୍କିତ ପ୍ରସବ ସୁବିଧା ଓ ସହାୟତା ଅଛି କି,Designated class for delivery and referal - (ডেলিভাৰিৰ কাৰনে ডিজাইনেটেত শ্ৰেণী উপলব্ধনে ? )
1,Health Centre Survey,219,Whether list of medicines available at the centre is publicly displayed outside,S,2,Whether list of medicines available at the centre is publicly displayed outside - क्या उपलब्ध दवाईयों की सूची केन्द्र के बाहर सार्वजनिक रूप से प्रदर्शित की जाती है,Whether list of medicines available at the centre is publicly displayed outside - மையத்தில் இருப்பிருக்கும் மருந்துகளின் பட்டியல் அனைவருக்கும் தெரியும் வகையில் வெளியில் ஒட்டப்பட்டுள்ளதா,Whether list of medicines available at the centre is publicly displayed outside - প্রাপ্ত ঔষধের তালিকা বাইরে প্রকাশ্যে টাঙানো আছে কিনা,Whether list of medicines available at the centre is publicly displayed outside - ଜନସାଧାରଣଙ୍କ ଦେଖିବା ପାଇଁ ବାହାରେ ପ୍ରଦର୍ଶନ କରାଯାଇଥିବା ଔଷଧର ତାଲିକା ଅଛି କି,Whether list of medicines available at the centre is publicly displayed outside - ( দৰব উপলব্ধ নে/ ৰাইজে দেখাকৈ থোৱা আছেনে )
1,Health Centre Survey,220,Examination table available,R,2,Examination table available - परीक्षण टेबल उपलब्ध,Examination table available - பரிசோதனை மேஜை இருக்கிறதா,Examination table available - পরীক্ষণ টেবিল আছে কিনা?,Examination table available - ପରୀକ୍ଷା ଟେବୁଲ୍ ଅଛି କି?,Examination table available - ? ( পৰীক্ষা কৰা টেবুল উপলব্ধনে ?)
1,Health Centre Survey,221,Screen/separate room/separate place for examination available,R,2,Screen/separate room/separate place for examination available - परीक्षण के लिये पर्दा/ अलग कमरा/अलग स्थान उपलब्ध,Screen/separate room/separate place for examination available - பரிசோதனை செய்வதற்காக திரை/தனி அறை/தனி இடம் இருக்கிறதா,Screen/separate room/separate place for examination available - পর্দা / পৃথক ঘর/ পরীক্ষণের জন্য পৃথক স্থান আছে ?,Screen/separate room/separate place for examination available - ପରଦା/ ଅଲଗା ଗୃହ / ପରୀକ୍ଷା ପାଇଁ ଅଲଗା ସ୍ଥାନ ଅଛି କି?,Screen/separate room/separate place for examination available - ( পৰ্দা/বেলেগ ৰুম/পৰীক্ষাৰ বেলেগ থাই আছে নেকি ? )
1,Health Centre Survey,222,Delivery table,R,2,Delivery table - प्रसव टेबल उपलब्ध,Delivery table - பிரசவ மேஜை இருக்கிறதா,Delivery table - প্রসব টেবিল আছে?,Delivery table - ପ୍ରସବ ଟେବୁଲ ଅଛିି କି?,Delivery table - প্রসব টেবিল আছে?
1,Health Centre Survey,223,Weighing machine for children available,R,2,Weighing machine for children available - बच्चों के लिये वज़न मशीन उपलब्ध,Weighing machine for adults available? - குழந்தைகளுக்கான எடை பார்க்கும் கருவி இருக்கிறதா,Weighing machine for children available - শিশুদের জন্য ওজন যন্ত্র আছে কিনা ?,Weighing machine for children available - ପିଲାମାନଙ୍କ ପାଇଁ ଓଜନ ମାପକ ଯନ୍ତ୍ର ଅଛି କି?,Weighing machine for children available - ? (ওজন জোখা যন্ত্ৰ উপলব্ধনে ? )
1,Health Centre Survey,224,Weighing machine for adults available?,R,2,Weighing machine for adults available? - वयस्कों के लिये वज़न मशीन उपलब्ध,Weighing machine for adults available? - பெரியவர்களுக்கான எடை பார்க்கும் கருவி இருக்கிறதா,Weighing machine for adults available? - প্রাপ্তবয়স্কদের জন্য ওজন যন্ত্র আছে কিনা?,Weighing machine for adults available? - ବୟସ୍କ ମାନଂକ ନିମନ୍ତେ ଓଜନ ମାପକ ଅଛି କି?,Weighing machine for adults available? - ( প্ৰাপ্তবয়স্কৰ ওজন জোখা যন্ত্ৰ উপলব্ধনে ? )
1,Health Centre Survey,225,Container for waste disposal available?,R,2,Container for waste disposal available? - कचरा निपटाने के लिये डिब्बा उपलब्ध,Container for waste disposal available? - கழிவுகளை அப்புறப்படுத்துவதற்கான கொள்கலன் இருக்கிறதா,Container for waste disposal available? - বজ্য অপসারনের পাত্র আছে কিনা?,Container for waste disposal available? - ଅସନା ନିଷ୍କାସନ ପାତ୍ର ଅଛି କି?,Container for waste disposal available? - ( জাবৰ নিস্কাষণ কণ্টেইনাৰ উপলব্ধনে ? )
1,Health Centre Survey,226,Sterilisation machine available for disinfecting equipments?,R,2,Sterilisation machine available for disinfecting equipments? - उपकरणों को कीटाणुओं से मुक्त करने के लिये रोगाणुनाशन मशीन उपलब्ध,Sterilisation machine available for disinfecting equipments? - உபகரணங்களை கிருமி நீக்கம் செய்யும்/சுத்தப்படுத்தும் கருவி இருக்கிறதா,Sterilisation machine available for disinfecting equipments? - অসংক্রামক যন্ত্রপাতির জন্য নির্বীজন যন্ত্র আছে কিনা?,Sterilisation machine available for disinfecting equipments? - ଯନ୍ତ୍ରାଂଶକୁ ସଂକ୍ରମଣରହିତ କରିବା ପାଇଁ ଜୀବାଣୁନାଶକ ମେସିନ୍ ଅଛି କି?,Sterilisation machine available for disinfecting equipments? - (সা-সজুলি বিজানুমুক্ত কৰা ষ্টেৰিলিসচেসন যন্ত্ৰ উপলব্ধনে )
1,Health Centre Survey,227,Urine testing facility available?,R,2,Urine testing facility available? - मूत्र जाँच सुविधा उपलब्ध,Urine testing facility available? - சிறுநீரை பரிசோதிக்கும் வசதி இருக்கிறதா,Urine testing facility available? - প্রস্রাব পরীক্ষার সুবিধা আছে কিনা?,Urine testing facility available? - ମୂତ୍ର ପରୀକ୍ଷା ସୁବିଧା ଅଛି କି?,Urine testing facility available? - ( প্ৰসাব পৰীক্ষাৰ সুবিধা আছেনে? )
