Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Hindi,Gujarthi
1,Health Centre Survey,217,Whether delivery conducted?,S,2,Whether delivery conducted? - क्या प्रसव किये जाते हैं?,Whether delivery conducted? - શું પ્રસવ કરવામાં આવે છે
1,Health Centre Survey,218,Designated class for delivery and referal,S,2,Designated class for delivery and referal - प्रसव एवं रेफ़रल के लिये स्वास्थ्य केन्द्र की नामित श्रेणी,Designated class for delivery and referal - પ્રસવ  અને રેફરલ માટે આરોગ્ય સુવિધાનું નિયુક્ત વર્ગ
1,Health Centre Survey,219,Whether list of medicines available at the centre is publicly displayed outside,S,2,Whether list of medicines available at the centre is publicly displayed outside - क्या उपलब्ध दवाईयों की सूची केन्द्र के बाहर सार्वजनिक रूप से प्रदर्शित की जाती है,Whether list of medicines available at the centre is publicly displayed outside - શું ઉપલબ્ધ દવાઓની યાદી કેન્દ્ર ખાતે જાહેરમાં બહાર પ્રદર્શિત થાય છે કે કેમ?
1,Health Centre Survey,220,Examination table available,R,2,Examination table available - परीक्षण टेबल उपलब्ध,Examination table available - દર્દીને તપાસવાનું  ટેબલ ઉપલબ્ધ છે?
1,Health Centre Survey,221,Screen/separate room/separate place for examination available,R,2,Screen/separate room/separate place for examination available - परीक्षण के लिये पर्दा/ अलग कमरा/अलग स्थान उपलब्ध,Screen/separate room/separate place for examination available - દર્દીને તપાસવા માટે સ્ક્રીન/અલગ ઓરડો/ અલગ સ્થળ ઉપલબ્ધ?
1,Health Centre Survey,222,Delivery table,R,2,Delivery table - प्रसव टेबल उपलब्ध,Delivery table - પ્રસવ ટેબલ ઉપલબ્ધ છે?
1,Health Centre Survey,223,Weighing machine for children available,R,2,Weighing machine for children available - बच्चों के लिये वज़न मशीन उपलब्ध,Weighing machine for children available - બાળકો માટે વજન કાંટો ઉપલબ્ધ છે?
1,Health Centre Survey,224,Weighing machine for adults available?,R,2,Weighing machine for adults available? - वयस्कों के लिये वज़न मशीन उपलब्ध,Weighing machine for adults available? - પુખ્ત વયના લોકો માટે વજન કાંટો ઉપલબ્ધ છે?
1,Health Centre Survey,225,Container for waste disposal available?,R,2,Container for waste disposal available? - कचरा निपटाने के लिये डिब्बा उपलब्ध,Container for waste disposal available? - કચરાના નિકાલ માટે કન્ટેનર/ ડબ્બો ઉપલબ્ધ છે?
1,Health Centre Survey,226,Sterilisation machine available for disinfecting equipments?,R,2,Sterilisation machine available for disinfecting equipments? - उपकरणों को कीटाणुओं से मुक्त करने के लिये रोगाणुनाशन मशीन उपलब्ध,Sterilisation machine available for disinfecting equipments? - સાધનોને જંતુરહિત કરવા માટે જંતુરહિત મશીન ઉપલબ્ધ છે?
1,Health Centre Survey,227,Urine testing facility available?,R,2,Urine testing facility available? - मूत्र जाँच सुविधा उपलब्ध,Urine testing facility available? - પેશાબ પરીક્ષણ સુવિધા ઉપલબ્ધ છે?
1,Health Centre Survey,228,Functional BP testing apparatus available?,R,2,Functional BP testing apparatus available? - कार्यशील रक्तचाप जाँच उपकरण उपलब्ध,Functional BP testing apparatus available? - કાર્યરત બીપી પરીક્ષણ ઉપકરણ ઉપલબ્ધ છે?
1,Health Centre Survey,229,Vaccine storage facility available,R,2,Vaccine storage facility available - टीकों के भंडारण की सुविधा,Vaccine storage facility available - રસી સંગ્રહની સુવિધા ઉપલબ્ધ  છે?
47,Growth Monitoring,230,Name of head of HouseHold,T,0,,Name of Head of HouseHold - ઘરના વડાનું નામ
47,Growth Monitoring,231,Name of Father,T,0,Name of Father - पिता का नाम,Name of Father  પિતાનું નામ
47,Growth Monitoring,232,Name of Mother,T,0,Name of Mother - माता -का नाम,Name of Mother - માતાનું નામ
47,Growth Monitoring,233,Data Collection Date,D,2,Data Collection Date - डेटा संग्रह दिनांक,Data Collection Date - ડેટા સંગ્રહ તારીખ
47,Growth Monitoring,234,Date of Birth,D,0,Date of Birth - बच्चे की जन्म-तिथि,Date of Birth - જન્મ તારીખ
47,Growth Monitoring,235,Sex Of Child,R,0,,Sex of Child - બાળકની જાતિ (સેક્સ)
47,Growth Monitoring,236,Weight (in kgs),T,2,Weight (in kgs) - वज़न,Weight (in kgs) - વજન (કિલોમાં)
47,Growth Monitoring,237,Height (in cms),T,2,Height (in cms) - ऊँचाई,Height (in cms) - ઊંચાઈ (સેમીમાં)
47,Growth Monitoring,238,Nutrition status,S,2,Nutrition status - पोषण स्तर,Nutrition status - પોષણ સ્થિતિ
47,Growth Monitoring,239,Growth monitoring chart updated,S,2,Growth monitoring chart updated - क्या वृद्धि निगरानी चार्ट अपडेट किया गया है,Growth monitoring chart updated - શું ગ્રોથ મોનીટરીંગ ચાર્ટ અપડેટ કરવામાં આવે છે?
47,Growth Monitoring,240,Referal,S,2,Referal  - रेफ़रल,Referal - રેફેરલ
47,Growth Monitoring,241,If Yes,R,0,,If Yes - જો હા
47,Growth Monitoring,242,Whether referal service availed,S,2,Whether referal service availed - क्या रेफ़रल सेवाओं का उपयोग किया गया,Whether referal service availed - શું રેફેરલ સેવા મેળવી છે?
47,Growth Monitoring,243,"If No,Reason for not availing",S,2,"If No,Reason for not availing - यदि नहीं, तो उपयोग न करने के कारण","If No,Reason for not availing - જો ના તો કેમ નથી મેળવી?"
47,Growth Monitoring,244,Supl Nutrition,R,2,Supl Nutrition - पूरक पोषण आहार,Supl Nutrition - પૂરક પોષણ
48,Labour and Migration,245,Name of Father,T,0,Name of Father -  पिता का नाम,Name of Father  - પિતાનું નામ
48,Labour and Migration,246,Name of Mother,T,0,Name of Mother -   मां का नाम,Name of Mother - માતાનું નામ
48,Labour and Migration,247,Date of birth of child,D,0,Date of birth of child -  बच्चे के जन्म की तारीख,Date of birth of child  બાળકની જન્મની તારીખ
48,Labour and Migration,248,Date of collection,D,2,Date of collection -   संग्रह की तारीख,Date of collection સંગ્રહની તારીખ
48,Labour and Migration,249,Enrollment status,S,2,Enrollment status -  नामांकन की स्थिति,Enrollment status - નોંધણીની સ્થિતિ
48,Labour and Migration,250,HH Chores involvement,S,2,HH Chores involvement -  घरेलू कामकाज में लगाया जाना,HH Chores involvement - ઘરના કામોમાં મદદ
48,Labour and Migration,251,HH Chores involvement - Before going to school,S,2,HH Chores involvement - Before going to school -  स्कूल जाने के पहले घरेलू कामकाज में लगाया जाना,HH Chores involvement -Before school - ઘરના કામોમાં મદદ- શાળા પેહલા
48,Labour and Migration,252,HH Chores involvement - After coming from school,S,2,HH Chores involvement - After coming from school -  स्कूल से आने के बाद घरेलू कामकाज में लगाया जाना,HH Chores involvement - After coming from school - ઘરના કામોમાં મદદ- શાળા પછી
48,Labour and Migration,253,Economic activities involvement,S,2,Economic activities involvement -  आर्थिक गतिविधियों में लगाया जाना,Economic activities involvement - આર્થિક પ્રવૃત્તિઓમા જોડાણ 
48,Labour and Migration,254,Number of hours of involvement,S,2,Number of hours of involvement -  काम में लगने वाले घंटे,Number of hours of involvement - કામના કલાકો
48,Labour and Migration,255,Number of days of involvement,S,2,Number of days of involvement -  भागीदारी के दिनों की संख्या,Number of days of involvement - કામના દિવસો
48,Labour and Migration,256,Sector of work,S,2,Sector of work - कार्य के क्षेत्र (आर्थिक गतिविधियाँ),Sector of work - કામનું ક્ષેત્ર
48,Labour and Migration,257,Specify the other sector of work,T,2,Specify the other sector of work -   काम के दूसरे क्षेत्र को निर्दिष्ट करें,Specify the other sector of work - કામના અન્ય ક્ષેત્રનો ઉલ્લેખ કરો
48,Labour and Migration,258,Bonded labour involvement,S,2,Bonded labour involvement -   बंधुआ श्रम भागीदारी,Bonded labour involvement - બંધુઆ મજૂર (બોન્ડેડ લેબર) તરીકે જોડાણ બાળકનું  સ્થળાંતર
48,Labour and Migration,259,Child Migrated,S,2,Child Migrated - बाल माइग्रेटेड,Child Migrated - બાળકનું  સ્થળાંતર
48,Labour and Migration,260,Purpose of migration,S,2,Purpose of migration -   माइग्रेशन का उद्देश्य,Purpose of migration - સ્થળાંતરનો ઉદ્દેશ્ય
49,Child Vaccination and Immuniza,261,Name of head of HouseHold,T,0,,Name of Head of HouseHold -ઘરના વડાનું નામ
49,Child Vaccination and Immuniza,264,Name of the Father,T,0,Name of the Father - पिता का नाम,Name of the Father - પિતાનું નામ
49,Child Vaccination and Immuniza,265,Name of Mother,T,0,Name of Mother - माता का नाम,Name of Mother - માતાનું નામ
49,Child Vaccination and Immuniza,266,Sex  of child,R,0,,Sex  of child - બાળકની જાતિ (સેક્સ)
49,Child Vaccination and Immuniza,267,Date of Birth,D,0,,Date of Birth  - જન્મ તારીખ
49,Child Vaccination and Immuniza,268,Date of birth of Child,D,0,Date of birth of Child - बच्चे की जन्म-तिथि,Date of birth of child  બાળકના જન્મની તારીખ
49,Child Vaccination and Immuniza,269,MCP MCH card made,R,0,MCP MCH card made - मातृ बाल सुरक्षा/मातृ बाल स्वास्थ्य कार्ड बना है,MCP MCH card made - MCP/MCH માતા બાળ સુરક્ષા / માતા બાળ સ્વાસ્થ્ય કાર્ડ બનાવવામાં આવેલ છે
49,Child Vaccination and Immuniza,270,MCP MCH card available,R,0,MCP MCH card available - मातृ बाल सुरक्षा/मातृ बाल स्वास्थ्य कार्ड उपलब्ध है,MCP MCH card available - MCP/MCH માતા બાળ સુરક્ષા / માતા બાળ સ્વાસ્થ્ય કાર્ડ ઉપલબ્ધ
49,Child Vaccination and Immuniza,271,BCG at birth,R,2,BCG at birth- बी सी जी (जन्म के समय),BCG at birth - બીસીજી (જન્મ સમયે)
49,Child Vaccination and Immuniza,272,BCG Date,D,2,BCG Date - बी सी जी - तिथि,BCG Date - બીસીજી તારીખ
49,Child Vaccination and Immuniza,273,Hepatitis B 0 (At Birth),R,2,Hepatitis B 0 (At Birth) - हेपेटाइटिस बी 0 (जन्म के समय),Hepatitis B 0 (At Birth) - હિપેટાઇટિસ બી 0 (જન્મ સમયે)
49,Child Vaccination and Immuniza,274,Hepatitis B 0 Date,D,2,Hepatitis B 0 Date - हेपेटाइटिस बी 0 तिथि,Hepatitis B 0 Date - હિપેટાઇટીસ બી 0 તારીખ
49,Child Vaccination and Immuniza,275,"OPV - 0 ( for polio, At Birth)",R,2,"OPV - 0 ( for polio, At Birth) - ओ पी वी - 0 (पोलियो के लिये, जन्म के समय)","OPV - 0 ( for polio, At Birth) - OPV - 0 (પોલિયો, જન્મ સમયે)"
49,Child Vaccination and Immuniza,276,OPV - 0 - Date,D,2,OPV - 0 - Date - ओ पी वी - 0 - तिथि,OPV - 0 - Date - ઓપીવી - 0 - પોલિયો તારીખ
49,Child Vaccination and Immuniza,277,OPV - 1 (at 1.5 months),R,2,OPV - 1 (at 1.5 months) - ओ पी वी - 1 (1.5 माह पर),OPV - 1 (at 1.5 months) - પોલિયો - 1 (દોઢ મહિના)
49,Child Vaccination and Immuniza,278,Opv - 1- Date,D,2,Opv - 1- Date - ओ पी वी - 1 - तिथि,Opv - 1- Date - પોલિયો - 1 - તારીખ
49,Child Vaccination and Immuniza,279,DPT - 1 (at 1.5 months),R,2,DPT - 1 (at 1.5 months) - डी पी टी - 1 (1.5 माह पर),DPT - 1 (at 1.5 months) - ડીપીટી - 1 (દોઢ મહિના)
49,Child Vaccination and Immuniza,280,DPT - 1 - Date,D,2,DPT - 1 - Date - डी पी टी - 1 - तिथि,DPT - 1 - Date - ડીપીટી -1 - તારીખ
49,Child Vaccination and Immuniza,281,Hepatitis B 1 (at 1.5 months),R,2,Hepatitis B 1 (at 1.5 months) - हेपाटाईटिस बी 1 (1.5 माह पर),Hepatitis B 1 (at 1.5 months) - હિપેટાઇટિસ બી 1 (દોઢ મહિના)
49,Child Vaccination and Immuniza,282,Hepatitis B 1 - Date,D,2,Hepatitis B 1 - Date - हेपाटाईटिस बी - 1 तिथि,Hepatitis B 1 - Date - હિપેટાઇટિસ બી 1 - તારીખ
49,Child Vaccination and Immuniza,283,OPV - 2 (At 2.5 months),R,2,OPV - 2 (At 2.5 months) - ओ पी वी - 2 (2.5 माह पर),OPV - 2 (At 2.5 months) - પોલિયો - 2 (અઢી મહિના પર)
49,Child Vaccination and Immuniza,284,OPV - 2 Date,D,2,OPV - 2 Date - ओ पी वी - 2           तिथि,OPV - 2 Date - પોલિયો - 2 તારીખ
49,Child Vaccination and Immuniza,285,DPT - 2 (At 2.5 months),R,2,DPT - 2 (At 2.5 months) - डी पी टी - 2 (2.5 माह पर),DPT - 2 (At 2.5 months) - ડીપીટી - 2 (અઢી મહિના પર)
49,Child Vaccination and Immuniza,286,DPT - 2 Date,D,2,DPT - 2 Date - डी पी टी - 2 तिथि,DPT - 2 Date - ડીપીટી - 2 તારીખ
49,Child Vaccination and Immuniza,287,Hepatitis B 2 (At 2.5 months),R,2,Hepatitis B 2 (At 2.5 months) - हेपाटाईटिस बी - 2 (2.5 माह पर),Hepatitis B 2 (At 2.5 months) - હિપેટાઇટિસ બી - 2 (અઢી મહિના પર)
49,Child Vaccination and Immuniza,288,Hepatitis B 2 Date,D,2,Hepatitis B 2 Date  - हेपाटाईटिस बी - 2 तिथि,Hepatitis B 2 Date - હિપેટાઇટિસ બી 2 તારીખ
49,Child Vaccination and Immuniza,289,OPV - 3 (At 3.5 months),R,2,OPV - 3 (At 3.5 months) - ओ पी वी - 3 (3.5 माह पर),OPV - 3 (At 3.5 months) - પોલિયો - 3 (3.5 મહિના પર)
49,Child Vaccination and Immuniza,290,OPV - 3 Date,D,2,OPV - 3 Date - ओ पी वी - 3 तिथि,OPV - 3 Date - પોલિયો - 3 તારીખ
49,Child Vaccination and Immuniza,291,DPT - 3 (At 3.5 months),R,2,DPT - 3 (At 3.5 months) - डी पी टी - 3 (3.5 माह पर),DPT - 3 (At 3.5 months) -  ડીપીટી -  3 (3.5 મહિના પર)
49,Child Vaccination and Immuniza,292,DPT - 3 Date,D,2,DPT - 3 Date - DPT - 3 तिथि,DPT - 3 Date - ડીપીટી - 3 તારીખ
49,Child Vaccination and Immuniza,293,Hepatitis B 3 (At 3.5 months),R,2,Hepatitis B 3 (At 3.5 months) - हेपाटाईटिस बी - 3 (3.5 माह पर),Hepatitis B 3 (At 3.5 months) - હિપેટાઇટિસ બી -  3 (3.5 મહિના પર)
49,Child Vaccination and Immuniza,294,Hepatitis B 3 Date,D,2,Hepatitis B 3 Date - हेपाटाईटिस बी - 3 तिथि,Hepatitis B 3 Date - હિપેટાઇટિસ બી 3 તારીખ
49,Child Vaccination and Immuniza,295,Pentavalent - 1,S,2,Pentavalent - 1 - पेन्टावेलेन्ट - 1,Pentavalent - 1 - પેન્ટાવાલેંટ - 1
49,Child Vaccination and Immuniza,296,Pentavalent - 1 Date,D,2,Pentavalent - 1 Date - पेन्टावेलेन्ट - 1 -तिथि,Pentavalent - 1 Date - પેન્ટાવાલેંટ - 1 તારીખ
49,Child Vaccination and Immuniza,297,Pentavalent - 3,S,2,Pentavalent - 3 - पेन्टावेलेन्ट - 3,Pentavalent - 3 - પેન્ટાવાલેંટ - 3
49,Child Vaccination and Immuniza,298,Pentavalent - 3 Date,D,2,Pentavalent - 3 Date - पेन्टावेलेन्ट - 3 -तिथि,Pentavalent - 3 Date - પેન્ટાવાલેંટ - 3 તારીખ
49,Child Vaccination and Immuniza,299,Measles (At 9 months),R,2,Measles (At 9 months) - मीज़ल्स (9वें माह में),Measles (At 9 months) - ઓરી (9 મહિના પર)
49,Child Vaccination and Immuniza,300,Measles - Date,D,2,Measles - Date - मीज़ल्स - तिथि,Measles Date - ઓરી તારીખ
49,Child Vaccination and Immuniza,301,Vitamin A (1st dose at 9 months),R,2,Vitamin A (1st dose at 9 months) - विटामिन ए (पहली डोज़ 9वें माह में),Vitamin A (1st dose at 9 months) - વિટામિન એ (9 મહિના 1 લો ડોઝ)
49,Child Vaccination and Immuniza,302,Vitamin A Date,D,2,Vitamin A Date - विटामिन ए - तिथि,Vitamin A Date - વિટામિન એ તારીખ
49,Child Vaccination and Immuniza,303,Full immunization,R,0,Full immunization - पूर्ण टीकाकरण,Full immunization - પૂર્ણ રસીકરણ
50,Child Education,304,Name of Father,T,0,Name of Father - पिता का नाम,Name of Father  - પિતાનું નામ
50,Child Education,305,Name of Mother,T,0,Name of Mother - माता का नाम,Name of Mother - માતાનું નામ
50,Child Education,306,Sex of Child,R,0,,Sex of Child - બાળકની જાતિ (સેક્સ)
50,Child Education,307,Date of birth,D,0,Date of birth - बच्चे की जन्म-तिथि,Date of Birth  - જન્મ તારીખ
50,Child Education,308,Ever Enrolled,R,2,Ever Enrolled - क्या बच्चा पहले कभी दर्ज हुआ,Ever Enrolled - ક્યારેય દાખલો લીધેલ છે?
50,Child Education,309,"If enrolled, enrollment status",R,2,"If enrolled, enrollment status - यदि दर्ज है, नामांकन की स्थिति","If enrolled, enrollment status - જો દાખલો લિધેલ છે તો નોંધણી ની સ્થિતિ "
50,Child Education,311,School Name,T,2,School Id - स्कूल आई डी,School ID - શાળા આઈડી
50,Child Education,312,"If dropped out ,class of dropout",S,2,"If dropped out ,class of dropout - यदि स्कूल छोड़ दिया, तो किस कक्षा में छोड़ा","If dropped out ,class of dropout - જો શિક્ષણ છોડી દીધું હોય તો કાયા ધોરણમાં છોડ્યું"
50,Child Education,313,If dropout primary reason,S,2,"If dropout primary reason - यदि स्कूल छोड़ दिया, तो प्राथमिक कारण",If dropout primary reason - શિક્ષણ છોડવાનું પ્રાથમિક કારણ
50,Child Education,314,If dropout secondary reason,S,2,"If dropout secondary reason - यदि स्कूल छोड़ दिया, तो द्वितीयक कारण",If dropout secondary reason - શિક્ષણ છોડવાનું બીજું કારણ 
50,Child Education,315,"If dropout, tertiary reason",S,2,"If dropout, tertiary reason - यदि स्कूल छोड़ दिया, तो तृतीयक कारण","If dropout, tertiary reason - શિક્ષણ છોડવાનું ત્રીજું કારણ "
50,Child Education,316,"If never enrolled, primary  reason",S,2,"If never enrolled, primary reason -  अगर कभी नामांकित नहीं किया गया, प्राथमिक कारण","If never enrolled, primary  reason - જો ક્યારેય પ્રવેશ નથી લીધો તો પ્રાથમિક કારણ"
50,Child Education,317,"If never enrolled, secondary reason",S,2,"If never enrolled, secondary reason - यदि पहले कभी दर्ज नहीं हुआ, कारण- दूसरा","If never enrolled, secondary reason - જો ક્યારેય પ્રવેશ લીધો તો, બીજું કારણ"
50,Child Education,318,"If never enrolled, tertiary reason",S,2,"If never enrolled, tertiary reason - यदि पहले कभी दर्ज नहीं हुआ, कारण- तीसरा","If never enrolled, tertiary reason - જો ક્યારેય પ્રવેશ લીધો તો, ત્રીજું કારણ"
50,Child Education,319,Type of School,R,2,Type of School - स्कूल का प्रकार,Type of School - શાળાનો પ્રકાર
50,Child Education,320,Free text books received,R,2,Free text books available - निःशुल्क पाठ्यपुस्तकें उपलब्ध,Free text books available - મફત પુસ્તકો ઉપલબ્ધ
50,Child Education,321,Free uniform received,R,2,Free uniform available  -निःशुल्क गणवेश उपलब्ध,Free uniform available - મફત યુનિફોર્મ/ગણવેશ ઉપલબ્ધ
50,Child Education,322,HH Chores involvement,R,2,HH Chores involvement - घरेलू कामकाज में लगाया जाना,HH Chores involvement - ઘરના કામોમાં મદદ
50,Child Education,323,HH Chores involvement -Before school,R,2,HH Chores involvement -Before school - स्कूल जाने के पहले घरेलू कामकाज में लगाया जाना,HH Chores involvement -Before school - ઘરના કામોમાં મદદ- શાળા પેહલા
50,Child Education,324,HH Chores involvement - After coming from school,R,2,HH Chores involvement - After coming from school - स्कूल से आने के बाद घरेलू कामकाज में लगाया जाना,HH Chores involvement - After coming from school - ઘરના કામોમાં મદદ- શાળા પછી
51,School Education Retention,325,Name of Father,T,0,Name of Father -   पिता का नाम,Name of Father  - પિતાનું નામ
51,School Education Retention,326,Date of Collection,D,2,Date of Collection -  संग्रह की तारीख,Date of collection સંગ્રહની તારીખ
51,School Education Retention,327,Current Class,S,2,Current Class -  वर्तमान कक्षा,Current Class - હાલનું ધોરણ
51,School Education Retention,328,Regular or Irregular,R,2,Regular or Irregular -  नियमित या अनियमित,Regular or Irregular - નિયમિત/અનિયમિત
51,School Education Retention,329,Reason for not in school - primary reason,S,2,Reason for not in school - primary reason -   स्कूल में नहीं - प्राथमिक कारण,Reason for not in school - primary reason - શાળામાં નો હોવાનું પ્રાથમિક કારણ
51,School Education Retention,330,Secondary reason for not in school,S,2,Secondary reason for not in school -   स्कूल में नहीं के लिए माध्यमिक कारण,Secondary reason for not in school- શાળામાં ના હોવાનું બીજું કારણ
51,School Education Retention,331,Tertiary reason for not in school,S,2,Tertiary reason for not in school -   स्कूल में नहीं होने के लिए तृतीयक कारण,Tertiary reason for not in school - શાળામાં ના હોવાનું ત્રીજું કારણ
50,Child Education,334,Other information,T,0,Other information -  अन्य सूचना,Other information - અન્ય માહિતી
54,Village Information,340,Rural or Urban,R,0,Rural or Urban - ग्रामीण/शहरी,Rural or Urban - ગ્રામ્ય/શહેરી
54,Village Information,341,Primary school available,R,2,Primary school available - प्राथमिक स्कूल उपलब्ध,Primary school available - પ્રાથમિક શાળા ઉપલબ્ધ
54,Village Information,342,Primary School Name,T,2,Primary School ID - प्राथमिक स्कूल आई डी,Primary School Name - પ્રાથમિક શાળા નામ
54,Village Information,343,Lowest class in Primary School,S,2,Lowest class in Primary School -प्राथमिक स्कूल की निम्नतम कक्षा,Lowest class in Primary School - પ્રાથમિક શાળામાં સૌથી નીચલો વર્ગ
54,Village Information,344,Highest class in Primary School,S,2,Highest class in Primary School - प्राथमिक स्कूल की उच्चतम कक्षा,Highest class in Primary School - પ્રાથમિક શાળાનો સૌથી ઉચ્ચત્તમ વર્ગ
54,Village Information,345,Category of Primary School,S,2,Category of Primary School - प्राथमिक स्कूल की श्रेणी,Category of Primary School - પ્રાથમિક શાળાની શ્રેણી
54,Village Information,346,Distance of the Primary School(in kms),T,2,Distance of the Primary School - प्राथमिक स्कूल की गांव से दूरी,Distance of the Primary School(in kms) - પ્રાથમિક શાળાનું અંતર (કિ.મી.માં)
54,Village Information,347,Barriers for accessing Primary School,S,2,Barriers for accessing Primary School - प्राथमिक स्कूल की पहुँच में बाधायें,Barriers for accessing Primary School - પ્રાથમિક શાળા પહોંચવા માટેની મુશ્કેલીઓ
54,Village Information,348," If other (primary school), specify",T,2,"If other (primary school), specify - यदि अन्य (स्कूल) है, स्पष्ट करें"," If other (primary school), specify -   જો અન્ય હોય તો (પ્રાથમિક શાળા), સ્પષ્ટ કરો"
54,Village Information,349,Upper Primary school available,R,2,Upper Primary school available - उच्च प्राथमिक स्कूल उपलब्ध,Upper Primary school available - ઉચ્ચતર પ્રાથમિક શાળા ઉપલબ્ધ
54,Village Information,350,Upper Primary school Name,T,2,Upper Primary school ID - उच्च प्राथमिक स्कूल आई डी,Upper Primary school Name - ઉચ્ચ પ્રાથમિક શાળા નામ
54,Village Information,351,Lowest class in upper primary school,S,2,Lowest class in upper primary school - उच्च प्राथमिक स्कूल की न्यूनतम कक्षा,Lowest class in upper primary school - ઉચ્ચતર પ્રાથમિક શાળાનો સહુથી નીચલો વર્ગ
54,Village Information,352,Highest class in upper primary school,S,2,Highest class in upper primary school - उच्च प्राथमिक स्कूल की उच्चतम कक्षा,Highest class in upper primary school - ઉચ્ચતર પ્રાથમિક શાળાનો સહુથી  ઉચ્ચતમ વર્ગ
54,Village Information,353,Category of upper primary school,S,2,Category of upper primary school - उच्च प्राथमिक स्कूल की श्रेणी,Category of upper primary school - ઉચ્ચતર પ્રાથમિક શાળાની શ્રેણી
54,Village Information,354,Distance of the upper primary school from village(in kms),T,2,Distance of the upper primary school from village - उच्च प्राथमिक स्कूल की गांव से दूरी,Distance of the upper primary school from village(in kms) - ગામથી (ઉચ્ચ કિ.મી.) ઉચ્ચતર પ્રાથમિક શાળાનું અંતર
54,Village Information,355,Barriers for accessing upper primary school,S,2,Barriers for accessing upper primary school - उच्च प्राथमिक स्कूल की पहुँच में बाधायें,Barriers for accessing upper primary school - ઉચ્ચતર પ્રાથમિક શાળા પહોંચવા માટે ની મુશ્કેલીઓ
54,Village Information,356,If other,T,2,"If other  - यदि अन्य, स्पष्ट करें",If other - જો અન્ય
54,Village Information,357,Secondary school available,R,2,Secondary school available - माध्यमिक स्कूल उपलब्ध,Secondary school available - માધ્યમિક શાળા ઉપલબ્ધ
54,Village Information,358,Secondary school Name,T,2,Secondary school ID - माध्यमिक स्कूल आई डी,Secondary school Name - માધ્યમિક શાળા નામ
54,Village Information,359,Lowest class in secondary school,S,2,Lowest class in secondary school - माध्यमिक स्कूल की न्यूनतम कक्षा,Lowest class in secondary school - માધ્યમિક શાળાનો સહુથી નીચલો વર્ગ
54,Village Information,360,Highest class in secondary school,S,2,Highest class in secondary school - माध्यमिक स्कूल की उच्चतम कक्षा,Highest class in secondary school - માધ્યમિક શાળાનો સહુથી ઉચ્ચતમ વર્ગ
54,Village Information,361,Category of secondary school,S,2,Category of secondary school - माध्यमिक स्कूल की श्रेणी,Category of secondary school - માધ્યમિક શાળાની શ્રેણી
54,Village Information,362,Distance of the secondary school(in kms),T,2,Distance of the secondary school - माध्यमिक स्कूल की गांव से दूरी,Distance of the secondary school(in kms) - માધ્યમિક શાળા (કિ.મી. માં) નું અંતર
54,Village Information,363,Barriers for accessing secondary school,S,2,Barriers for accessing secondary school - माध्यमिक स्कूल की पहुँच में बाधायें,Barriers for accessing secondary school - માધ્યમિક શાળા પહોંચવા માટે ની મુશ્કેલીઓ
54,Village Information,364,if other,T,2,"if other - यदि अन्य, स्पष्ट करें",if other- જો અન્ય
54,Village Information,365,Higher Secondary school available,R,2,Higher Secondary school available - उच्चतर माध्यमिक स्कूल उपलब्ध,Higher Secondary school available - ઉચ્ચતર માધ્યમિક શાળા ઉપલબ્ધ
54,Village Information,366,Higher Secondary school Name,T,2,Higher Secondary school ID - उच्चतर माध्यमिक स्कूल आई डी,Higher Secondary school Name -  ઉચ્ચતર  માધ્યમિક શાળા નામ
54,Village Information,367,Lowest class in higher secondary school,S,2,Lowest class in higher secondary school - उच्चतर माध्यमिक स्कूल की न्यूनतम कक्षा,Lowest class in higher secondary school - ઉચ્ચતર  માધ્યમિક શાળાનો સહુથી નીચલો વર્ગ
54,Village Information,368,Highest class in higher secondary school,S,2,Highest class in higher secondary school - उच्चतर माध्यमिक स्कूल की उच्चतम कक्षा,Highest class in higher secondary school - ઉચ્ચતર  માધ્યમિક શાળાનો સહુથી ઉચ્ચતમ  વર્ગ
54,Village Information,369,Category of higher secondary school,S,2,Category of higher secondary school - उच्चतर माध्यमिक स्कूल की श्रेणी,Category of higher secondary school - ઉચ્ચતર માધ્યમિક શાળાની શ્રેણી
54,Village Information,370,Distance of the higher secondary school(in kms),T,2,Distance of the higher secondary school - उच्चतर माध्यमिक स्कूल की गांव से दूरी,Distance of the higher secondary school(in kms) - ઉચ્ચ માધ્યમિક શાળા (કિ.મી. માં) નું અંતર
54,Village Information,371,Barriers for accessing higher secondary school,S,2,Barriers for accessing higher secondary school - उच्चतर माध्यमिक स्कूल की पहुँच में बाधायें,Barriers for accessing higher secondary school - ઉચ્ચતર માધ્યમિક શાળા પહોંચવા માટે ની મુશ્કેલીઓ
54,Village Information,372,If other,T,2,"If other - यदि अन्य, स्पष्ट करें",If other - જો અન્ય
54,Village Information,373,AWC available,R,2,AWC available - आँगनवाड़ी केन्द्र उपलब्ध,AWC available -આંગણવાડી કેન્દ્ર ઉપલબ્ધ છે
54,Village Information,374,Distance of the AWC from the village(in kms),T,2,Distance of the AWC from the village - गांव से आँगनवाड़ी केन्द्र की दूरी,Distance of the AWC from the village(in kms) - ગામથી આંગણવાડીનું અંતર (કિ.મી.માં)
54,Village Information,375,Primary barriers for accessing AWC,S,2,Primary barriers for accessing AWC - आँगनवाड़ी केन्द्र की पहुंच में बाधायें,Primary barriers for accessing AWC - આંગણવાડી પહોંચવા માટેની મુશ્કેલીઓ
