Form Id,Form Name,id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Hindi,Marathi,,,
49,Child Vaccination and Immuniza,279,DPT - 1 (at 1.5 months),R,2,542,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,280,DPT - 1 - Date,D,2,543,NULL,2,,,,,
49,Child Vaccination and Immuniza,281,Hepatitis B 1 (at 1.5 months),R,2,544,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,281,Hepatitis B 1 (at 1.5 months),R,2,545,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,282,Hepatitis B 1 - Date,D,2,546,NULL,2,,,,,
49,Child Vaccination and Immuniza,283,OPV - 2 (At 2.5 months),R,2,547,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,283,OPV - 2 (At 2.5 months),R,2,548,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,284,OPV - 2 Date,D,2,549,NULL,2,,,,,
49,Child Vaccination and Immuniza,285,DPT - 2 (At 2.5 months),R,2,550,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,285,DPT - 2 (At 2.5 months),R,2,551,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,286,DPT - 2 Date,D,2,552,NULL,2,,,,,
49,Child Vaccination and Immuniza,287,Hepatitis B 2 (At 2.5 months),R,2,553,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,287,Hepatitis B 2 (At 2.5 months),R,2,554,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,288,Hepatitis B 2 Date,D,2,555,NULL,2,,,,,
49,Child Vaccination and Immuniza,289,OPV - 3 (At 3.5 months),R,2,556,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,289,OPV - 3 (At 3.5 months),R,2,557,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,290,OPV - 3 Date,D,2,558,NULL,2,,,,,
49,Child Vaccination and Immuniza,291,DPT - 3 (At 3.5 months),R,2,559,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,291,DPT - 3 (At 3.5 months),R,2,560,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,292,DPT - 3 Date,D,2,561,NULL,2,,,,,
49,Child Vaccination and Immuniza,293,Hepatitis B 3 (At 3.5 months),R,2,562,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,293,Hepatitis B 3 (At 3.5 months),R,2,563,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,294,Hepatitis B 3 Date,D,2,564,NULL,2,,,,,
49,Child Vaccination and Immuniza,295,Pentavalent - 1,S,2,565,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,295,Pentavalent - 1,S,2,566,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,296,Pentavalent - 1 Date,D,2,567,NULL,2,,,,,
49,Child Vaccination and Immuniza,297,Pentavalent - 3,S,2,568,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,297,Pentavalent - 3,S,2,569,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,298,Pentavalent - 3 Date,D,2,570,NULL,2,,,,,
49,Child Vaccination and Immuniza,299,Measles (At 9 months),R,2,571,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,299,Measles (At 9 months),R,2,572,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,300,Measles - Date,D,2,573,NULL,2,,,,,
49,Child Vaccination and Immuniza,301,Vitamin A (1st dose at 9 months),R,2,574,Given,2,Given - दी गई,Given - दिलेला,,,
49,Child Vaccination and Immuniza,301,Vitamin A (1st dose at 9 months),R,2,575,Not Given,2,Not Given - नहीं दी गई,Not Given - दिली नाही,,,
49,Child Vaccination and Immuniza,302,Vitamin A Date,D,2,576,NULL,2,,,,,
49,Child Vaccination and Immuniza,303,Full immunization,R,0,577,Yes,2,Yes - हाँ,Yes - होय,,,
49,Child Vaccination and Immuniza,303,Full immunization,R,0,578,No,2,No - नहीं,No - नाही,,,
49,Child Vaccination and Immuniza,270,MCP MCH card available,R,0,579,Yes,2,Yes - हाँ,Yes - होय,,,
49,Child Vaccination and Immuniza,270,MCP MCH card available,R,0,580,No,2,No - नहीं,No - नाही,,,
50,Child Education,304,Name of Father,T,0,581,NULL,2,,,,,
50,Child Education,305,Name of Mother,T,0,582,NULL,2,,,,,
50,Child Education,306,Sex of Child,R,0,583,Male,2,,Male - नर,,,
50,Child Education,306,Sex of Child,R,0,584,Female,2,,"Female - स्त्री
",,,
50,Child Education,307,Date of birth,D,0,585,NULL,2,,,,,
50,Child Education,308,Ever Enrolled,R,2,586,Yes,2,Yes - हाँ,Yes - होय,,,
50,Child Education,308,Ever Enrolled,R,2,587,No,2,No - नहीं,No - नाही,,,
50,Child Education,309,"If enrolled, enrollment status",R,2,588,Drop out of school,2,Drop out of school - स्कूल छोड़ दिया,Drop out of school - शाळेतून बाहेर पडणे,,,
50,Child Education,309,"If enrolled, enrollment status",R,2,589,Enrolled and currently going to school,2,Enrolled and currently going to school -  स्कूल में दर्ज है और अभी स्कूल जाता है,Enrolled and currently going to school - नामांकित आणि सध्या शाळेत जात आहे,,,
50,Child Education,311,School Name,T,2,591,NULL,2,,,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,592,class 1,2,class 1 - कक्षा 1,class 1 - वर्ग 1,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,593,class 2,2,class 2 - कक्षा 2,Class 2 - वर्ग  2,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,594,class 3,2,class 3 - कक्षा 3,Class 3 - वर्ग  3,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,595,class 4,2,class 4 - कक्षा 4,Class 4 - वर्ग  4,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,596,class 5,2,class 5 - कक्षा 5,Class 5 - वर्ग  5,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,597,class 6,2,class 6 - कक्षा 6,Class 6 - वर्ग  6,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,598,class 7,2,class 7 - कक्षा 7,class 7 - वर्ग  7,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,599,class 8,2,class 8 - कक्षा 8,class 8 - वर्ग  8,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,600,class 9,2,class 9 - कक्षा 9,class 9 - वर्ग  9,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,601,class 10,2,class 10 - कक्षा 10,class 10 - वर्ग  10,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,602,class 11,2,class 11 - कक्षा 11,class 11 - वर्ग  11,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,603,class 12,2,class 12 - कक्षा 12,class 12 - वर्ग  12,,,
50,Child Education,312,"If dropped out ,class of dropout",S,2,604,Graduation and above,2,Graduation and above - स्नातक और उससे ऊपर,Graduation and above - पदवी आणि वरील,,,
50,Child Education,313,If dropout primary reason,S,2,605,Corporal punishment,2,Corporal punishment -  शारीरिक दंड,Corporal punishment - शारीरिक शिक्षा,,,
50,Child Education,314,If dropout secondary reason,S,2,606,Need to help family in work/ Household occupation,2,Need to help family in work/ Household occupation -  काम में परिवार की मदद की आवश्यकता/घरेलू व्यवसाय,Need to help family in work/ Household occupation - कुटुंबातील काम / घरगुती व्यवसायात मदत करण्यासाठी,,,
50,Child Education,315,"If dropout, tertiary reason",S,2,607,Don't know,2,Don't know - नहीं जानते,Don't know - माहित नाही,,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,608,Need to help family in work/ Household occupation,2,Need to help family in work/ Household occupation - काम में परिवार की मदद की आवश्यकता/घरेलू व्यवसाय,Need to help family in work/ Household occupation - कुटुंबातील काम / घरगुती व्यवसायात मदत करण्यासाठी,,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,609,Child need to work to earn money (labour work),2,Child need to work to earn money (labour work) - पैसा कमाने के लिये बच्चे को काम करना पड़ता है (बाल श्रम),Child need to work to earn money (labour work) - पैशाची कमाई करण्यासाठी मजुरांना कामाची गरज आहे (श्रमिक काम),,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,610,Family/ child migrated to other place for work or any other,2,Family/ child migrated to other place for work or any other - परिवार/बच्चे को काम के लिये दूसरी जगह विस्थापित होना पड़ा या किसी अन्य कारण से,Family/ child migrated to other place for work or any other - कुटुंब किंवा इतर कामासाठी किंवा इतर कोणत्याही ठिकाणी स्थलांतरित झाले,,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,611,Need to take care of siblings/ need to take care of domestic,2,Need to take care of siblings/ need to take care of domestic - छोटे भाई-बहनों की देखभाल करना होती/घरेलू कामकाज में हाथ बँटाना होता है,"Need to take care of siblings/ need to take care of domestic - 
घरगुती काळजी घेण्यासाठी बंधुभगिनींची काळजी घेणे आवश्यक आहे",,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,612,Parents perceive education as not useful,2,Parents perceive education as not useful - मातापिता को शिक्षा उपयोगी नहीं लगती,Parents consider education as not useful - पालक हे शिक्षणास उपयुक्त मानतात असे नाही,,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,613,Child not interested in education,2,Child not interested in education - बच्चे की शिक्षा में रुचि नहीं है,Child not interested in education - मुलाला शिक्षणात रस नाही,,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,614,Disability,2,Disability - अक्षमता,Disability - अक्षमता,,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,615,Marriage,2,Marriage - विवाह,Marriage - विवाह,,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,616,Teaching in school not satisfactory,2,Teaching in school not satisfactory - स्कूल में पढ़ाई संतोषजनक नहीं है,"Teaching in school not satisfactory - 
शाळेत शिकवणे समाधानकारक नाही",,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,617,Facilities in school are not adequate/ satisfactory,2,Facilities in school are not adequate/ satisfactory - स्कूल में सुविधाएं पर्याप्त/संतोषजनक नहीं हैं,Facilities in school are not adequate/ satisfactory - शाळेतील सुविधा पुरेशी / समाधानकारक नाहीत,,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,618,School at a long distance/ Travel to school not convenient,2,School at a long distance/ Travel to school not convenient - स्कूल बहुत दूर स्थित है/स्कूल जाना-आना सुविधाजनक नहीं है,"School at a long distance/ Travel to school not convenient - 
लांब अंतरावर शाळा / शाळेत प्रवास सोयीस्कर नाही",,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,619,School unsafe/ travel to school unsafe,2,School unsafe/ travel to school unsafe -  स्कूल असुरक्षित/ स्कूल जाना-आना असुरक्षित है,"School unsafe/ travel to school unsafe - 
शाळा असुरक्षित / शाळेत असुरक्षित प्रवास",,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,620,Higher level schools are not available close to the village,2,Higher level schools are not available close to the village - उच्चतर स्तरीय स्कूल गाँव के नजदीक उपलब्ध नहीं हैं,"Higher level schools are not available close to the village - 
उच्च पातळीवरील शाळा गावाजवळ उपलब्ध नाहीत",,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,621,MDM not available or not available regularly/ Quality of MDM,2,MDM not available or not available regularly/ Quality of MDM  - मध्याह्न भोजन उपलब्ध नहीं है या नियमित उपलब्धता नहीं है/ मध्याह्न भोजन की   गुणवत्ता अच्छी नहीं है,"MDM not available or not available regularly/ Quality of MDM - 
एमडीएम उपलब्ध नाही किंवा एमडीएमची नियमित / गुणवत्ता उपलब्ध नाही",,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,622,Discrimination by teacher/ Misbehaviour by teacher from higher caste,2,Discrimination by teacher/ Misbehaviour by teacher from higher caste -  ऊँची जाति के शिक्षकों द्वारा भेदभाव/दुर्व्यवहार किया जाता है,Discrimination by teacher/ Misbehaviour by teacher from higher caste - उच्च जातीच्या शिक्षकाने शिक्षक / गैरवर्तनकर्त्याद्वारे भेदभाव केला आहे,,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,623,Discrimination by other children/ Misbehaviour by other children from higher caste,2,Discrimination by other children/ Misbehaviour by other children from higher caste - ऊँची जाति के अन्य छात्रों द्वारा भेदभाव/दुर्व्यवहार किया जाता है,"Discrimination by other children/ Misbehaviour by other children from higher caste - 
इतर मुलांमधील भेदभाव उच्च जातीच्या इतर मुलांनी केला आहे",,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,624,Corporal punishment,2,Corporal punishment - शारीरिक दंड,Corporal punishment - शारीरिक शिक्षा,,,
50,Child Education,316,"If never enrolled, primary  reason",S,2,625,Sexual harassment,2,Sexual harassment - यौन उत्पीड़न,"Sexual harassment - 
लैगिक अत्याचार",,,
50,Child Education,317,"If never enrolled, secondary reason",S,2,627,Marriage,2,Marriage - विवाह,Marriage - विवाह,,,
50,Child Education,318,"If never enrolled, tertiary reason",S,2,628,Marriage,2,Marriage - विवाह,Marriage - विवाह,,,
50,Child Education,319,Type of School,R,2,629,Government / Local bodies,2,Government / Local bodies -  शासन: केन्द्रीय और राज्य सरकारों तथा संगठनों द्वारा स्थापित,Government / Local bodies - सरकारी / स्थानिक संस्था,,,
50,Child Education,319,Type of School,R,2,630,Local Bodies,0,,Local Bodies - स्थानिक संस्था,,,
50,Child Education,319,Type of School,R,2,631,Private unaided,2,Private unaided - निजी (शासन से सहायता-प्राप्त नहीं),Private Unaided - खाजगी नसलेले,,,
50,Child Education,319,Type of School,R,2,632,Private Aided,2,Private Aided - निजी (शासन से सहायता-प्राप्त),Private aided - खाजगी सहाय्य,,,
50,Child Education,320,Free text books received,R,2,633,Yes,2,Yes - हाँ,Yes - होय,,,
50,Child Education,320,Free text books received,R,2,634,No,2,No - नहीं,No - नाही,,,
50,Child Education,321,Free uniform received,R,2,635,Yes,2,Yes - हाँ,Yes - होय,,,
50,Child Education,321,Free uniform received,R,2,636,No,2,No - नहीं,No - नाही,,,
50,Child Education,322,HH Chores involvement,R,2,637,No Not at all,2,"No Not at all -  नहीं, कभी नहीं",No Not at all - नाही बिलकुल नाही,,,
50,Child Education,322,HH Chores involvement,R,2,638,Yes Sometimes,2,"Yes Sometimes - हाँ, कभी-कभी ",Yes sometime - हो कधीतरी,,,
50,Child Education,322,HH Chores involvement,R,2,639,Yes Works for the entire day,2,"Yes Works for the entire day -  हाँ, पूरे दिन काम करता है",Yes Works for the entire day - होय संपूर्ण दिवस काम करतो,,,
50,Child Education,323,HH Chores involvement -Before school,R,2,640,No Not at all,2,"No Not at all - नहीं, कभी नहीं",No Not at all - नाही बिलकुल नाही,,,
50,Child Education,323,HH Chores involvement -Before school,R,2,641,Yes Sometimes,2,"Yes Sometimes - हाँ, कभी-कभी ",Yes sometime - हो कधीतरी,,,
50,Child Education,323,HH Chores involvement -Before school,R,2,642,Yes Most of the time,2,"Yes Most of the time -  हाँ, प्रायः/अधिकतर",Yes Most of the time - होय बर्याच वेळा,,,
50,Child Education,324,HH Chores involvement - After coming from school,R,2,643,No Not at all,2,"No Not at all - नहीं, कभी नहीं",No Not at all - नाही बिलकुल नाही,,,
50,Child Education,324,HH Chores involvement - After coming from school,R,2,644,Yes Sometimes,2,"Yes Sometimes - हाँ, कभी-कभी ",Yes sometime - हो कधीतरी,,,
50,Child Education,324,HH Chores involvement - After coming from school,R,2,645,Yes Most of the time,2,"Yes Most of the time -  हाँ, प्रायः/अधिकतर",Yes Most of the time - होय बर्याच वेळा,,,
51,School Education Retention,325,Name of Father,T,0,646,NULL,2,,,,,
51,School Education Retention,326,Date of Collection,D,2,647,NULL,2,,,,,
51,School Education Retention,327,Current Class,S,2,648,Class 1,2,Class 1 - कक्षा 1,class 1 - वर्ग 1,,,
51,School Education Retention,327,Current Class,S,2,649,Class 2,2,Class 2 - कक्षा 2,Class 2 - वर्ग  2,,,
51,School Education Retention,327,Current Class,S,2,650,Class 3,2,Class 3 - कक्षा 3,Class 3 - वर्ग  3,,,
51,School Education Retention,327,Current Class,S,2,651,Class 4,2,Class 4 - कक्षा 4,Class 4 - वर्ग  4,,,
51,School Education Retention,327,Current Class,S,2,652,Class 5,2,Class 5 - कक्षा 6,Class 5 - वर्ग  5,,,
51,School Education Retention,327,Current Class,S,2,653,Class 6,2,Class 6 - कक्षा 6,Class 6 - वर्ग  6,,,
51,School Education Retention,327,Current Class,S,2,654,Class 7,2,Class 7 - कक्षा 7,class 7 - वर्ग  7,,,
51,School Education Retention,327,Current Class,S,2,655,Class 8,2,Class 8 - कक्षा 8,class 8 - वर्ग  8,,,
51,School Education Retention,327,Current Class,S,2,656,Class 9,2,Class 9 - कक्षा 9,class 9 - वर्ग  9,,,
51,School Education Retention,327,Current Class,S,2,657,Class 10,2,Class 10 - कक्षा 10,class 10 - वर्ग  10,,,
51,School Education Retention,327,Current Class,S,2,658,Class 11,2,Class 11 - कक्षा 11,class 11 - वर्ग  11,,,
51,School Education Retention,327,Current Class,S,2,659,Class 12,2,Class 12 - कक्षा 12,class 12 - वर्ग  12,,,
51,School Education Retention,327,Current Class,S,2,660,Graduation and above,2,Graduation and above -  स्नातक और उससे ऊपर,Graduation and above - पदवी आणि त्यापेक्षा जास्त,,,
51,School Education Retention,328,Regular or Irregular,R,2,661,Regular,2,Regular - नियमित,Regular - नियमित,,,
51,School Education Retention,328,Regular or Irregular,R,2,662,Irregular,2,Irregular - अनियमित,Irregular - अनियमित,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,663,Need to help family in work/ Household occupation,2,Need to help family in work/ Household occupation - काम में परिवार की मदद की आवश्यकता/घरेलू व्यवसाय,Need to help family in work/ Household occupation - कुटुंबातील काम / घरगुती व्यवसायात मदत करण्यासाठी,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,664,Child need to work to earn money (labour work),2,Child need to work to earn money (labour work) - पैसा कमाने के लिये बच्चे को काम करना पड़ता है (बाल श्रम),Child need to work to earn money (labour work) - पैशाची कमाई करण्यासाठी मजुरांना कामाची गरज आहे (श्रमिक काम),,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,665,Family/ child migrated to other place for work or any other,2,Family/ child migrated to other place for work or any other - परिवार/बच्चे को काम के लिये दूसरी जगह विस्थापित होना पड़ा या किसी अन्य कारण से,Family/ child migrated to other place for work or any other - कुटुंब किंवा इतर कामासाठी किंवा इतर कोणत्याही ठिकाणी स्थलांतरित झाले,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,666,Need to take care of siblings/ need to take care of domestic,2,Need to take care of siblings/ need to take care of domestic  - छोटे भाई-बहनों की देखभाल करना होती/घरेलू कामकाज में हाथ बँटाना होता है,"Need to take care of siblings/ need to take care of domestic - 
घरगुती काळजी घेण्यासाठी बंधुभगिनींची काळजी घेणे आवश्यक आहे",,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,667,Parents perceive education as not useful,2,Parents perceive education as not useful - मातापिता को शिक्षा उपयोगी नहीं लगती,Parents consider education as not useful - पालक हे शिक्षणास उपयुक्त मानतात असे नाही,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,668,Child not interested in education,2,Child not interested in education  - बच्चे की शिक्षा में रुचि नहीं है,Child not interested in education - मुलाला शिक्षणात रस नाही,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,669,Disability,2,Disability   - अक्षमता,Disability - अक्षमता,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,670,Marriage,2,Marriage - विवाह,Marriage - विवाह,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,671,Teaching in school not good,2,Teaching in school not satisfactory -  - स्कूल में पढ़ाई संतोषजनक नहीं है,Teaching in school not good - शाळेत शिक्षण चांगले नाही,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,672,Facilities in school are not adequate/ satisfactory,2,Facilities in school are not adequate/ satisfactory - स्कूल में सुविधाएं पर्याप्त/संतोषजनक नहीं हैं,Facilities in school are not adequate/ satisfactory - शाळेतील सुविधा पुरेशी / समाधानकारक नाहीत,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,673,School at a long distance/ Travel to school not convenient,2,School at a long distance/ Travel to school not convenient - स्कूल बहुत दूर स्थित है/स्कूल जाना-आना सुविधाजनक नहीं है,"School at a long distance/ Travel to school not convenient - 
लांब अंतरावर शाळा / शाळेत प्रवास सोयीस्कर नाही",,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,674,School unsafe/ travel to school unsafe,2,School unsafe/ travel to school unsafe - स्कूल असुरक्षित/ स्कूल जाना-आना असुरक्षित है,"School unsafe/ travel to school unsafe - 
शाळा असुरक्षित / शाळेत असुरक्षित प्रवास",,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,675,Higher level schools are not available close to the village,2,Higher level schools are not available close to the village - उच्चतर स्तरीय स्कूल गाँव के नजदीक उपलब्ध नहीं हैं,"Higher level schools are not available close to the village - 
उच्च पातळीवरील शाळा गावाजवळ उपलब्ध नाहीत",,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,676,MDM not available or not available regularly/ Quality of MDM,2,MDM not available or not available regularly/ Quality of MDM - मध्याह्न भोजन उपलब्ध नहीं है या नियमित उपलब्धता नहीं है/ मध्याह्न भोजन की   गुणवत्ता अच्छी नहीं है,"MDM not available or not available regularly/ Quality of MDM - 
एमडीएम उपलब्ध नाही किंवा एमडीएमची नियमित / गुणवत्ता उपलब्ध नाही",,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,677,Discrimination by teacher/ Misbehaviour by teacher from higher caste,2,Discrimination by teacher/ Misbehaviour by teacher from higher caste -  ऊँची जाति के शिक्षकों द्वारा भेदभाव/दुर्व्यवहार किया जाता है,Discrimination by teacher/ Misbehaviour by teacher from higher caste - उच्च जातीच्या शिक्षकाने शिक्षक / गैरवर्तनकर्त्याद्वारे भेदभाव केला आहे,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,678,Discrimination by other children/ Misbehaviour by other children from higher caste,2,Discrimination by other children/ Misbehaviour by other children from higher caste - ऊँची जाति के अन्य छात्रों द्वारा भेदभाव/दुर्व्यवहार किया जाता है,"Discrimination by other children/ Misbehaviour by other children from higher caste - 
इतर मुलांमधील भेदभाव उच्च जातीच्या इतर मुलांनी केला आहे",,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,679,Corporal punishment,2,Corporal punishment - शारीरिक दंड,Corporal punishment - शारीरिक शिक्षा,,,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,680,Sexual harassment,2,Sexual harassment - यौन उत्पीड़न,"Sexual harassment - 
लैगिक अत्याचार",,,
51,School Education Retention,330,Secondary reason for not in school,S,2,682,NULL,2,,,,,
51,School Education Retention,331,Tertiary reason for not in school,S,2,683,NULL,2,,,,,
50,Child Education,334,Other information,T,0,686,NULL,2,,,,,
54,Village Information,342,Primary School Name,T,2,696,NULL,2,,,,,
54,Village Information,346,Distance of the Primary School(in kms),T,2,700,NULL,2,,,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,701,No barrier,2,No barrier - कोई बाधा नहीं,No barrier - कोणताही अडथळा नाही,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,702,Near to the upper class hamlet,2,Near to the upper class hamlet -  ऊँची जाति की बसाहट के नज़दीक,Near to the upper class hamlet - अप्पर क्लास हॅमलेट जवळ,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,703,Far from the Village,2,Far from the Village - गांव से बहुत दूर,Far from the Village - गावापासून दूर,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,704,On the main road,2,On the main road - मुख्य सड़क पर,On the main road - मुख्य रस्त्यावर आहे,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,705,Across the road or Traffic,2,Across the road or Traffic - सड़क पार/ट्रैफ़िक,Across the road  or Traffic - रस्ता किंवा रहदारी ओलांडून,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,706,In or Near to market,2,In or Near to market - बाज़ार में/के नज़दीक,In or Near to market - बाजारामध्ये / बाजाराजवळ,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,707,Across the forest or hill,2,Across the forest or hill - जंगल में/पहाड़ी पर,Across the forest or  hill - जंगल किंवा टेकडीच्या वर,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,708,Across the stream or river,2,Across the stream or river - नाले/नदी के पार,Across the stream or river - प्रवाह किंवा नदी ओलांडून,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,709,Near the graveyard,2,Near the graveyard - कब्रिस्तान के पास,Near the graveyard - स्मशानभूमी जवळ,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,710,Classes in open,2,Classes in open - खुले में पढ़ाई,Classes in open - वर्ग खुल्यावर चालतात,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,711,Across the railway track,2,Across the railway track - रेल पटरी पार,Across the railway track - रेल्वे ट्रॅक ओलांडून,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,712,Near Bar and Restaurant,2,Near Bar and Restaurant - बार-रेस्त्राँ के पास,Near Bar and Restaurant - जवळ बार आणि रेस्टॉरंट आहे,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,713,Near Religious structure,2,Near Religious structure - धार्मिक ढांचे के पास,Near Religious structure - जवळ धार्मिक इमारतउभारली आहे,,,
54,Village Information,347,Barriers for accessing Primary School,S,2,714,Others,2,Others - अन्य,Others - इतर,,,
54,Village Information,341,Primary school available,R,2,715,"No, Not in the hamlet",2,"No, Not in the hamlet - नहीं, गांव/बसाहट में नहीं है","No, Not in the hamlet - 
नाही, हॅम्लेटमध्ये नाही",,,
54,Village Information,348," If other (primary school), specify",T,2,716,NULL,2,,,,,
54,Village Information,349,Upper Primary school available,R,2,717,"No, not in the village or Hamlet",2,"No, not in the village or Hamlet - नहीं, गांव/बसाहट में नहीं है","No, not in the village or Hamlet - नाही, गावात किंवा हॅमलेटमध्ये नाही",,,
54,Village Information,349,Upper Primary school available,R,2,718,"Yes, in the village/hamlet",2,"Yes, in the village/hamlet - हाँ, गांव/बसाहट में है","Yes, in the village or Hamlet - होय, गावात किंवा हॅमलेटमध्ये",,,
54,Village Information,350,Upper Primary school Name,T,2,719,NULL,2,,,,,
54,Village Information,352,Highest class in upper primary school,S,2,723,class 6,2,Class 6 - कक्षा 6,class 6 - वर्ग  6,,,
54,Village Information,352,Highest class in upper primary school,S,2,724,class 7,2,class 7 - कक्षा 7,class 7 - वर्ग  7,,,
54,Village Information,352,Highest class in upper primary school,S,2,725,class 8,2,Class 8 - कक्षा 8,class 8 - वर्ग  8,,,
54,Village Information,353,Category of upper primary school,S,2,726,Government / Local bodies,2,Government / Local bodies - शासन: केन्द्रीय और राज्य सरकारों तथा संगठनों द्वारा स्थापित,Government / Local bodies - सरकारी / स्थानिक संस्था,,,
54,Village Information,353,Category of upper primary school,S,2,727,Private aided,2,Private aided - निजी (शासन से सहायता-प्राप्त),Private aided - खाजगी सहाय्य,,,
54,Village Information,354,Distance of the upper primary school from village(in kms),T,2,728,NULL,2,,,,,
54,Village Information,355,Barriers for accessing upper primary school,S,2,729,No barrier,2,No barrier - कोई बाधा नहीं,No barrier - कोणताही अडथळा नाही,,,
