Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Odiya,
50,Child Education,316,"If never enrolled, primary  reason",S,2,622,Discrimination by teacher/ Misbehaviour by teacher from higher caste,2,Discrimination by teacher/ Misbehaviour by teacher from higher caste - ଶିକ୍ଷକଙ୍କ ଭେଦଭାବର ଶିକାର/ ଉଚ୍ଚ ଶ୍ରେଣୀର ଶିକ୍ଷକମାନଙ୍କ ଖରାପ ବ୍ୟବହାରର ଶିକାର,
50,Child Education,316,"If never enrolled, primary  reason",S,2,623,Discrimination by other children/ Misbehaviour by other children from higher caste,2,Discrimination by other children/ Misbehaviour by other children from higher caste - ଅନ୍ୟ ଛାତ୍ରଛାତ୍ରୀଙ୍କ ଭେଦଭାବର ଶିକାର/ ଉଚ୍ଚ ଶ୍ରେଣୀର ଛାତ୍ରଛାତ୍ରୀମାନଙ୍କ ଖରାପ ବ୍ୟବହାରର ଶିକାର,
50,Child Education,316,"If never enrolled, primary  reason",S,2,624,Corporal punishment,2,Corporal punishment -ଶାରିରୀକ ଦଣ୍ଡ ,
50,Child Education,316,"If never enrolled, primary  reason",S,2,625,Sexual harassment,2,Sexual harassment - ଯୌନ ଶୋଷଣର ଶିକାର,
50,Child Education,317,"If never enrolled, secondary reason",S,2,627,Marriage,2,Marriage - ବିବାହ,
50,Child Education,318,"If never enrolled, tertiary reason",S,2,628,Marriage,2,Marriage - ବିବାହ,
50,Child Education,319,Type of School,R,2,629,Government / Local bodies,2,Government / Local bodies - ଶାସନ କେନ୍ଦ୍ରୀୟ ଏବଂ ରାଜ୍ୟ ସରକାରଙ୍କ ତଥା ସଂଗଠନଙ୍କ ଦ୍ୱାରା ସ୍ଥାପିତ ,
50,Child Education,319,Type of School,R,2,630,Local Bodies,0,Local Bodies  ଥାନୀୟ ସଂଗଠନ ,
50,Child Education,319,Type of School,R,2,631,Private unaided,2,Private unaidedବେସରକାରୀ ବିନା ଅନୁଦାନ ପ୍ରାପ୍ତ ,
50,Child Education,319,Type of School,R,2,632,Private Aided,2,"Private aided - ବେସରକାରୀ ଅନୁଦାନପ୍ରାପ୍ତ- ଏକ ଅନୁଦାନପ୍ରାପ୍ତ ବିଦ୍ୟାଳୟ, ଯାହା ବେସରକାରୀ ହୋଇଥାଇପାରେ, କିନ୍ତୁ ସରକାରୀ ଅନୁଦାନ ଏବଂ ସୁବିଧା ସୁଯୋଗ ପାଉଥିବ   ",
50,Child Education,320,Free text books received,R,2,633,Yes,2, Yes - ହଁ ,
50,Child Education,320,Free text books received,R,2,634,No,2,No  - ନାହିଁ,
50,Child Education,321,Free uniform received,R,2,635,Yes,2, Yes - ହଁ ,
50,Child Education,321,Free uniform received,R,2,636,No,2,No  - ନାହିଁ,
50,Child Education,322,HH Chores involvement,R,2,637,No Not at all,2,No not at all - ନାହିଁ,
50,Child Education,322,HH Chores involvement,R,2,638,Yes Sometimes,2,"Yes sometimes - ହଁ, କେବେକେବେ",
50,Child Education,322,HH Chores involvement,R,2,639,Yes Works for the entire day,2,Yes Works for the entire day  ହଁ ପୁରା ଦିନ କାର୍ଯ୍ୟ ,
50,Child Education,323,HH Chores involvement -Before school,R,2,640,No Not at all,2,No not at all - ନାହିଁ,
50,Child Education,323,HH Chores involvement -Before school,R,2,641,Yes Sometimes,2,"Yes Sometimes - ହଁ, କେବେକେବେ",
50,Child Education,323,HH Chores involvement -Before school,R,2,642,Yes Most of the time,2,"Yes Most of the time 
 ହଁ ପ୍ରାୟ ସବୁ ସମୟରେ ",
50,Child Education,324,HH Chores involvement - After coming from school,R,2,643,No Not at all,2,No not at all - ନାହିଁ,
50,Child Education,324,HH Chores involvement - After coming from school,R,2,644,Yes Sometimes,2,"Yes sometimes - ହଁ, କେବେକେବେ",
50,Child Education,324,HH Chores involvement - After coming from school,R,2,645,Yes Most of the time,2,Yes Most of the time  ହଁ ପ୍ରାୟ ସବୁ ସମୟରେ ,
51,School Education Retention,325,Name of Father,T,0,646,NULL,2,NULL-ଅବିଧେୟ,
51,School Education Retention,326,Date of Collection,D,2,647,NULL,2,NULL-ଅବିଧେୟ,
51,School Education Retention,327,Current Class,S,2,648,Class 1,2,Class 1 - ପ୍ରଥମ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,649,Class 2,2,Class 2 - ଦ୍ୱିତୀୟ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,650,Class 3,2,Class 3 - ତୃତୀୟ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,651,Class 4,2,Class 4 - ଚତୁର୍ଥ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,652,Class 5,2,Class 5 - ପଂଚମ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,653,Class 6,2,Class 6 - ଷଷ୍ଠ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,654,Class 7,2,Class 7 - ସପ୍ତମ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,655,Class 8,2,Class 8 - ଅଷ୍ଟମ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,656,Class 9,2,Class 9 - ନବମ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,657,Class 10,2,Class 10 - ଦଶମ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,658,Class 11,2,Class 11 - ଏକାଦଶ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,659,Class 12,2,Class 12 - ଦ୍ୱାଦଶ ଶ୍ରେଣୀ,
51,School Education Retention,327,Current Class,S,2,660,Graduation and above,2,Graduation and above - ଗ୍ରାଜୁଏଟ୍ ଏବଂ ଅଧିକ,
51,School Education Retention,328,Regular or Irregular,R,2,661,Regular,2,Regular - ନିୟମିତ,
51,School Education Retention,328,Regular or Irregular,R,2,662,Irregular,2,Irregular - ଅନିୟମିତ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,663,Need to help family in work/ Household occupation,2,Need to help family in work/ Household occupation - ପରିବାରକୁ କାମରେ ସହାଯ୍ୟ କରିବା ଦରକାର/ ପରିବାରର ପେଶା,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,664,Child need to work to earn money (labour work),2,Child need to work to earn money (labour work) - ଅର୍ଥ ଉପାର୍ଜନ ପାଇଁ ଶିଶୁ ଯଦି କାମ କରିବାକୁ ଚାହୁଁଛି,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,665,Family/ child migrated to other place for work or any other,2,Family/ child migrated to other place for work or any other - ପରିବାର/ ଶିଶୁ କାମ ପାଇଁ କିମ୍ବା ଅନ୍ୟ କୌଣସି କାରଣ ପାଇଁ ଅନ୍ୟ ସ୍ଥାନକୁ ସ୍ଥାନାନ୍ତର ହୋଇ ଯାଇଛନ୍ତ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,666,Need to take care of siblings/ need to take care of domestic,2,Need to take care of siblings/ need to take care of domestic - ଭାଇଭଉଣୀଙ୍କ ଯତ୍ନ ନେବା ଜରୁରୀ/ ଦୈନନ୍ଦିନ ଘରୋଇ କାର୍ଯ୍ୟ କରିବା ଦରକାର,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,667,Parents perceive education as not useful,2,Parents perceive education as not useful - ଶିକ୍ଷାର ଆବଶ୍ୟକତା ନାହିଁ ବୋଲି ପିତାମାତା ବୁଝାଇ ଦେଇଛନ୍ତି,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,668,Child not interested in education,2,Child not interested in education - ଶିଶୁ ଶିକ୍ଷା ପ୍ରତି ଆଗ୍ରହ ନାହିଁ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,669,Disability,2,Disability - ଭିନ୍ନକ୍ଷମ ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,670,Marriage,2,Marriage - ବିବାହ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,671,Teaching in school not good,2,Teaching in school not good - ବିଦ୍ୟାଳୟରେ ଶିକ୍ଷା ସନ୍ତୋଷଜନକ ନୁହେଁ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,672,Facilities in school are not adequate/ satisfactory,2,Facilities in school are not adequate/ satisfactory - ବିଦ୍ୟାଳୟରେ ଦିଆଯାଉଥିବା ଶିକ୍ଷା ପର୍ଯ୍ୟାପ୍ତ/ ସନ୍ତୋଷଜନକ ନୁହେଁ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,673,School at a long distance/ Travel to school not convenient,2,School at a long distance/ Travel to school not convenient - ଦୂରରେ ବିଦ୍ୟାଳୟ ରହିଛି/ ବିଦ୍ୟାଳୟକୁ ଯିବା ସୁବିଧାଜନକ ନୁହେଁ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,674,School unsafe/ travel to school unsafe,2,School unsafe/ travel to school unsafe - ଅସୁରକ୍ଷିତ ବିଦ୍ୟାଳୟ/ ବିଦ୍ୟାଳୟକୁ ଯିବା ଅସୁରକ୍ଷିତ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,675,Higher level schools are not available close to the village,2,Higher level schools are not available close to the village - ଉଚ୍ଚ ଶ୍ରେଣୀ ପାଇଁ ବିଦ୍ୟାଳୟ ଗ୍ରାମ ନିକଟରେ ନାହିଁ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,676,MDM not available or not available regularly/ Quality of MDM,2,MDM not available or not available regularly/ Quality of MDM - ମଧ୍ୟାହ୍ନ ଭୋଜନ ମିଳୁନାହିଁ କିମ୍ବା ଅନିୟମିତ ଭାବେ ମିଳୁଛି/ ମଧ୍ୟାହ୍ନ ଭୋଜନର ମାନ ଭଲ ନୁହେଁ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,677,Discrimination by teacher/ Misbehaviour by teacher from higher caste,2,Discrimination by teacher/ Misbehaviour by teacher from higher caste - ଶିକ୍ଷକଙ୍କ ଭେଦଭାବର ଶିକାର/ ଉଚ୍ଚ ଶ୍ରେଣୀର ଶିକ୍ଷକମାନଙ୍କ ଖରାପ ବ୍ୟବହାରର ଶିକାର,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,678,Discrimination by other children/ Misbehaviour by other children from higher caste,2,Discrimination by other children/ Misbehaviour by other children from higher caste - ଅନ୍ୟ ଛାତ୍ରଛାତ୍ରୀଙ୍କ ଭେଦଭାବର ଶିକାର/ ଉଚ୍ଚ ଶ୍ରେଣୀର ଛାତ୍ରଛାତ୍ରୀମାନଙ୍କ ଖରାପ ବ୍ୟବହାରର ଶିକାର,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,679,Corporal punishment,2,Corporal punishment - ଶାରିରୀକ ଦଣ୍ଡ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,680,Sexual harassment,2,Sexual harassment - ଯୌନ ଶୋଷଣର ଶିକାର,
51,School Education Retention,330,Secondary reason for not in school,S,2,682,NULL,2,NULL-ଅବିଧେୟ,
51,School Education Retention,331,Tertiary reason for not in school,S,2,683,NULL,2,NULL-ଅବିଧେୟ,
50,Child Education,334,Other information,T,0,686,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,342,Primary School Name,T,2,696,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,346,Distance of the Primary School(in kms),T,2,700,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,347,Barriers for accessing Primary School,S,2,701,No barrier,2,No barrier - କୌଣସି ପ୍ରତିବନ୍ଧକ ନାହ,
54,Village Information,347,Barriers for accessing Primary School,S,2,702,Near to the upper class hamlet,2,Near to the upper class hamlet - ଉଚ୍ଚ ଶ୍ରେଣୀର ହାମଲେଟ୍ ନିକଟରେ,
54,Village Information,347,Barriers for accessing Primary School,S,2,703,Far from the Village,2,Far from the Village - ଗ୍ରାମଠାରୁ ଦୂର,
54,Village Information,347,Barriers for accessing Primary School,S,2,704,On the main road,2,On the main road - ମୁଖ୍ୟ ରାସ୍ତା ଉପରେ,
54,Village Information,347,Barriers for accessing Primary School,S,2,705,Across the road or Traffic,2,Across the road or Traffic - ରାସ୍ତ/ ଟ୍ରାଫିକ୍ ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,
54,Village Information,347,Barriers for accessing Primary School,S,2,706,In or Near to market,2,In or Near to market - ବଜାର ଭିତରେ/ ନିକଟରେ,
54,Village Information,347,Barriers for accessing Primary School,S,2,707,Across the forest or hill,2,Across the forest or hill - ଜଙ୍ଗଲ/ ପାହାଡ଼ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡେ,
54,Village Information,347,Barriers for accessing Primary School,S,2,708,Across the stream or river,2,Across the stream or river - ଝରଣା/ ନଦୀ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡ଼େ,
54,Village Information,347,Barriers for accessing Primary School,S,2,709,Near the graveyard,2,Near the graveyard - ଶ୍ମଶାନ ନିକଟରେ,
54,Village Information,347,Barriers for accessing Primary School,S,2,710,Classes in open,2,Classes in open - ଖୋଲାରେ ପାଠ ପଢା ହୁଏ,
54,Village Information,347,Barriers for accessing Primary School,S,2,711,Across the railway track,2,Across the railway track -  ରେଳ ଧାରଣା ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,
54,Village Information,347,Barriers for accessing Primary School,S,2,712,Near Bar and Restaurant,2,Near Bar and Restaurant - ବାର କିମ୍ବା ରେଷ୍ଟୁରା ନିକଟରେ,
54,Village Information,347,Barriers for accessing Primary School,S,2,713,Near Religious structure,2,Near Religious structure - ଧାର୍ମିକ ଭବନ ନିକଟରେ,
54,Village Information,347,Barriers for accessing Primary School,S,2,714,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
54,Village Information,341,Primary school available,R,2,715,"No, Not in the hamlet",2,"No, Not in the hamlet - ନାହିଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ ନୁହେଁ",
54,Village Information,348," If other (primary school), specify",T,2,716,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,349,Upper Primary school available,R,2,717,"No, not in the village or Hamlet",2,"No, not in the village or Hamlet - ନାହିଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ ନୁହେଁ",
54,Village Information,349,Upper Primary school available,R,2,718,"Yes, in the village/hamlet",2,"Yes, in the village/hamlet - ହଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ",
54,Village Information,350,Upper Primary school Name,T,2,719,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,352,Highest class in upper primary school,S,2,723,class 6,2,class 6 - ଷଷ୍ଠ ଶ୍ରେଣୀ,
54,Village Information,352,Highest class in upper primary school,S,2,724,class 7,2,class 7 - ସପ୍ତମ ଶ୍ରେଣୀ,
54,Village Information,352,Highest class in upper primary school,S,2,725,class 8,2,class 8 - ଅଷ୍ଟମ ଶ୍ରେଣୀ,
54,Village Information,353,Category of upper primary school,S,2,726,Government / Local bodies,2,Government / Local bodies - ଶାସନ କେନ୍ଦ୍ରୀୟ ଏବଂ ରାଜ୍ୟ ସରକାରଙ୍କ ତଥା ସଂଗଠନଙ୍କ ଦ୍ୱାରା ସ୍ଥାପିତ ,
54,Village Information,353,Category of upper primary school,S,2,727,Private aided,2,"Private aided - ବେସରକାରୀ ଅନୁଦାନପ୍ରାପ୍ତ- ଏକ ଅନୁଦାନପ୍ରାପ୍ତ ବିଦ୍ୟାଳୟ, ଯାହା ବେସରକାରୀ ହୋଇଥାଇପାରେ, କିନ୍ତୁ ସରକାରୀ ଅନୁଦାନ ଏବଂ ସୁବିଧା ସୁଯୋଗ ପାଉଥିବ   ",
54,Village Information,354,Distance of the upper primary school from village(in kms),T,2,728,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,729,No barrier,2,No barrier - କୌଣସି ପ୍ରତିବନ୍ଧକ ନାହ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,730,Near upper class hamlet,2,Near upper class hamlet - ଉଚ୍ଚ ଶ୍ରେଣୀର ହାମଲେଟ୍ ନିକଟରେ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,731,Far off from the village,2,Far off from the village - ଗ୍ରାମଠାରୁ ଦୂର,
54,Village Information,355,Barriers for accessing upper primary school,S,2,732,On the main road,2,On the main road - ମୁଖ୍ୟ ରାସ୍ତା ଉପରେ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,733,Across the road  or Traffic,2,Across the road  or Traffic - ରାସ୍ତ/ ଟ୍ରାଫିକ୍ ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,734,In or near to market,2,In or near to market - ବଜାର ଭିତରେ/ ନିକଟରେ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,735,Across the forest or  hill,2,Across the forest or  hill - ଜଙ୍ଗଲ/ ପାହାଡ଼ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡେ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,736,Across the stream or  river,2,Across the stream or  river - ଝରଣା/ ନଦୀ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡ଼େ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,737,Near the graveyard,2,Near the graveyard - ଶ୍ମଶାନ ନିକଟରେ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,738,Classes in open,2,Classes in open - ଖୋଲାରେ ପାଠ ପଢା ହୁଏ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,739,across the Railway track,2,across the Railway track -  ରେଳ ଧାରଣା ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,740,Near Bar and Restaurant,2,Near Bar and Restaurant - ବାର କିମ୍ବା ରେଷ୍ଟୁରା ନିକଟରେ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,741,Near Religious Structure,2,Near Religious Structure - ଧାର୍ମିକ ଭବନ ନିକଟରେ,
54,Village Information,355,Barriers for accessing upper primary school,S,2,742,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
54,Village Information,356,If other,T,2,743,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,357,Secondary school available,R,2,744,"No, not in the village or Hamlet",2,"No, not in the village or Hamlet - ନାହିଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ ନୁହେଁ",
54,Village Information,357,Secondary school available,R,2,745,"Yes, in the village or Hamlet",2,"Yes, in the village or Hamlet - ହଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ",
54,Village Information,358,Secondary school Name,T,2,746,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,359,Lowest class in secondary school,S,2,747,class 9,2,class 9 - ନବମ ଶ୍ରେଣୀ,
54,Village Information,359,Lowest class in secondary school,S,2,748,class 10,2,class 10 - ଦଶମ ଶ୍ରେଣୀ,
54,Village Information,360,Highest class in secondary school,S,2,749,class 9,2,class 9 - ନବମ ଶ୍ରେଣୀ,
54,Village Information,360,Highest class in secondary school,S,2,750,class 10,2,class 10 - ଦଶମ ଶ୍ରେଣୀ,
54,Village Information,361,Category of secondary school,S,2,751,Government / Local bodies,2,Government / Local bodies - ଶାସନ କେନ୍ଦ୍ରୀୟ ଏବଂ ରାଜ୍ୟ ସରକାରଙ୍କ ତଥା ସଂଗଠନଙ୍କ ଦ୍ୱାରା ସ୍ଥାପିତ ,
54,Village Information,361,Category of secondary school,S,2,752,Private,0,Private  - ବେସରକାରୀ ,
54,Village Information,362,Distance of the secondary school(in kms),T,2,753,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,363,Barriers for accessing secondary school,S,2,754,No barrier,2,No barrier - କୌଣସି ପ୍ରତିବନ୍ଧକ ନାହ,
54,Village Information,363,Barriers for accessing secondary school,S,2,755,Near upper class hamlet,2,Near upper class hamlet - ଉଚ୍ଚ ଶ୍ରେଣୀର ହାମଲେଟ୍ ନିକଟରେ,
54,Village Information,363,Barriers for accessing secondary school,S,2,756,Far off from the village,2,Far off from the village - ଗ୍ରାମଠାରୁ ଦୂର,
54,Village Information,363,Barriers for accessing secondary school,S,2,757,On the main road,2,On the main road - ମୁଖ୍ୟ ରାସ୍ତା ଉପରେ,
54,Village Information,363,Barriers for accessing secondary school,S,2,758,Across the road or Traffic,2,Across the road or Traffic - ରାସ୍ତ/ ଟ୍ରାଫିକ୍ ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,
54,Village Information,363,Barriers for accessing secondary school,S,2,759,In or  near to market,2,In or  near to market - ବଜାର ଭିତରେ/ ନିକଟରେ,
54,Village Information,363,Barriers for accessing secondary school,S,2,760,Across the forest or  hill,2,Across the forest or  hill - ଜଙ୍ଗଲ/ ପାହାଡ଼ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡେ,
54,Village Information,363,Barriers for accessing secondary school,S,2,761,Across the stream or river,2,Across the stream or river - ଝରଣା/ ନଦୀ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡ଼େ,
54,Village Information,363,Barriers for accessing secondary school,S,2,762,Near the graveyard,2,Near the graveyard - ଶ୍ମଶାନ ନିକଟରେ,
54,Village Information,363,Barriers for accessing secondary school,S,2,763,Classes in open,2,Classes in open - ଖୋଲାରେ ପାଠ ପଢା ହୁଏ,
54,Village Information,363,Barriers for accessing secondary school,S,2,764,Across the Railway track,2,Across the Railway track -  ରେଳ ଧାରଣା ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,
54,Village Information,363,Barriers for accessing secondary school,S,2,765,Near Bar and Restaurant,2,Near Bar and Restaurant - ବାର କିମ୍ବା ରେଷ୍ଟୁରା ନିକଟରେ,
54,Village Information,363,Barriers for accessing secondary school,S,2,766,Near Religious Structure,2,Near Religious Structure - ଧାର୍ମିକ ଭବନ ନିକଟରେ,
54,Village Information,363,Barriers for accessing secondary school,S,2,767,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
54,Village Information,364,if other,T,2,768,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,365,Higher Secondary school available,R,2,769,"No, not in the village or Hamlet",2,"No, not in the village or Hamlet - ନାହିଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ ନୁହେଁ",
54,Village Information,365,Higher Secondary school available,R,2,770,"Yes, in the village or Hamlet",2,"Yes, in the village or Hamlet - ହଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ",
54,Village Information,366,Higher Secondary school Name,T,2,771,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,367,Lowest class in higher secondary school,S,2,772,class 11,2,class 11 - ଏକାଦଶ ଶ୍ରେଣୀ,
54,Village Information,367,Lowest class in higher secondary school,S,2,773,class 12,2,class 12 - ଦ୍ୱାଦଶ ଶ୍ରେଣୀ,
54,Village Information,368,Highest class in higher secondary school,S,2,774,class 11,2,class 11 - ଏକାଦଶ ଶ୍ରେଣୀ,
54,Village Information,368,Highest class in higher secondary school,S,2,775,class 12,2,class 12 - ଦ୍ୱାଦଶ ଶ୍ରେଣୀ,
54,Village Information,369,Category of higher secondary school,S,2,776,Government / Local bodies,2,Government / Local bodies - ସରକାରୀ/ସ୍ଥାନୀୟ ସଂଗଠନ,
54,Village Information,369,Category of higher secondary school,S,2,777,Private Aided,2,"Private Aided - ବେସରକାରୀ ଅନୁଦାନପ୍ରାପ୍ତ- ଏକ ଅନୁଦାନପ୍ରାପ୍ତ ବିଦ୍ୟାଳୟ, ଯାହା ବେସରକାରୀ ହୋଇଥାଇପାରେ, କିନ୍ତୁ ସରକାରୀ ଅନୁଦାନ ଏବଂ ସୁବିଧା ସୁଯୋଗ ପାଉଥିବ   ",
54,Village Information,370,Distance of the higher secondary school(in kms),T,2,778,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,779,No barrier,2,No barrier - କୌଣସି ପ୍ରତିବନ୍ଧକ ନାହ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,780,Near upper class hamlet,2,Near upper class hamlet - ଉଚ୍ଚ ଶ୍ରେଣୀର ହାମଲେଟ୍ ନିକଟରେ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,781,Far off from the village,2,Far off from the village - ଗ୍ରାମଠାରୁ ଦୂର,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,782,On the main road,2,On the main road - ମୁଖ୍ୟ ରାସ୍ତା ଉପରେ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,783,Across the road  or Traffic,2,Across the road  or Traffic - ରାସ୍ତ/ ଟ୍ରାଫିକ୍ ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,784,In or near to market,2,In or near to market - ବଜାର ଭିତରେ/ ନିକଟରେ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,785,Across the forest or hill,2,Across the forest or hill - ଜଙ୍ଗଲ/ ପାହାଡ଼ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡେ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,786,Across the stream or  river,2,Across the stream or  river - ଝରଣା/ ନଦୀ ଅତିକ୍ରମ କରି ଯିବାକୁ ପଡ଼େ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,787,Near the graveyard,2,Near the graveyard - ଶ୍ମଶାନ ନିକଟରେ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,788,Classes in open,2,Classes in open - ଖୋଲାରେ ପାଠ ପଢା ହୁଏ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,789,Across the Railway track,2,Across the Railway track -  ରେଳ ଧାରଣା ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,790,Near Bar and Restaurant,2,Near Bar and Restaurant - ବାର କିମ୍ବା ରେଷ୍ଟୁରା ନିକଟରେ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,791,Near Religious Structure,2,Near Religious Structure - ଧାର୍ମିକ ଭବନ ନିକଟରେ,
54,Village Information,371,Barriers for accessing higher secondary school,S,2,792,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
54,Village Information,372,If other,T,2,793,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,373,AWC available,R,2,794,"No, not in the village or Hamlet",2,"No, not in the village or Hamlet - ନାହିଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ ନୁହେଁ",
54,Village Information,373,AWC available,R,2,795,"yes, in the village or Hamlet",2,"yes, in the village or Hamlet - ହଁ, ଗ୍ରାମ/ ହାମଲେଟ୍ରେ",
54,Village Information,374,Distance of the AWC from the village(in kms),T,2,796,NULL,2,NULL-ଅବିଧେୟ,
54,Village Information,375,Primary barriers for accessing AWC,S,2,797,No barrier,2,No barrier - କୌଣସି ପ୍ରତିବନ୍ଧକ ନାହ,
54,Village Information,375,Primary barriers for accessing AWC,S,2,798,Near upper class hamlet,2,Near upper class hamlet - ଉଚ୍ଚ ଶ୍ରେଣୀର ହାମଲେଟ୍ ନିକଟରେ,
54,Village Information,375,Primary barriers for accessing AWC,S,2,799,Far off from some of the catchment villages,2,Far off from some of the catchment villages - ଗ୍ରାମଠାରୁ ଦୂର,
54,Village Information,375,Primary barriers for accessing AWC,S,2,800,On the main road,2,On the main road - ମୁଖ୍ୟ ରାସ୍ତା ଉପରେ,
54,Village Information,375,Primary barriers for accessing AWC,S,2,801,Across the road or  traffic,2,Across the road or  traffic - ରାସ୍ତ/ ଟ୍ରାଫିକ୍ ଅତିକ୍ରମ କରିବାକୁ ପଡ଼େ,
54,Village Information,375,Primary barriers for accessing AWC,S,2,802,In or near to market,2,In or near to market - ବଜାର ଭିତରେ/ ନିକଟରେ,
