Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Odiya
47,Growth Monitoring,238,Nutrition status,S,2,Nutrition status - ପୋଷଣର  ସ୍ଥିତି
47,Growth Monitoring,239,Growth monitoring chart updated,S,2,Growth monitoring chart updated - ବିକାଶ ନିରୀକ୍ଷଣ ଚାର୍ଟ ଅପଡେଟ୍
47,Growth Monitoring,240,Referal,S,2,Referal - ସହାୟତା ସେବା
47,Growth Monitoring,241,If Yes,R,0,0
47,Growth Monitoring,242,Whether referal service availed,S,2,Whether referal service availed - ଯଦି ସହାୟତା ସେବା ଉପଲବ୍ଧ ହେଉଥିଲେ
47,Growth Monitoring,243,"If No,Reason for not availing",S,2,"If No,Reason for not availing - ଯଦି ନୁହେଁ, ଉପଲବ୍ଧ ନହେବାର କାରଣ - "
47,Growth Monitoring,244,Supl Nutrition,R,2,Supl Nutrition - ଅତିରିକ୍ତ ପୋଷଣ
48,Labour and Migration,245,Name of Father,T,0,Name of Father - ପିତାଙ୍କର ନାମ
48,Labour and Migration,246,Name of Mother,T,0,Name of Mother - ମାତାଙ୍କର ନାମ
48,Labour and Migration,247,Date of birth of child,D,0,Date of birth of child - ଶିଶୁର ଜନ୍ମ ତାରିଖ
48,Labour and Migration,248,Date of collection,D,2,0
48,Labour and Migration,249,Enrollment status,S,2,Enrollment status - ଶିଶୁ ବିଦ୍ୟାଳୟରେ ନାମ ଲେଖା ସ୍ଥିତି
48,Labour and Migration,250,HH Chores involvement,S,2,HH Chores involvement - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି
48,Labour and Migration,251,HH Chores involvement - Before going to school,S,2,HH Chores involvement - Before going to school - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି - ବିଦ୍ୟାଳୟ ଯିବା ପୂର୍ବରୁ
48,Labour and Migration,252,HH Chores involvement - After coming from school,S,2,HH Chores involvement - After coming from school - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି - ବିଦ୍ୟାଳୟ ରୁ ଆସିବା ପରେ
48,Labour and Migration,253,Economic activities involvement,S,2,Economic activities involvement - ଆର୍ଥିକ କାର୍ଯ୍ୟକ୍ଷେତ୍ରରେ ସଂପୃକ୍ତ ହେବା
48,Labour and Migration,254,Number of hours of involvement,S,2,Number of hours of involvement - କେତେ ସମୟ ପର୍ଯନ୍ତ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତ ରହୁଛନ୍ତି
48,Labour and Migration,255,Number of days of involvement,S,2,Number of days of involvement - ଗୋଟିଏ ମାସରେ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତ ରହୁଥିବା ଦିନ ସଂଖ୍ୟା- ପ୍ରଥମ ତ୍ରୈମାସିକ
48,Labour and Migration,256,Sector of work,S,2,Sector of work - କାର୍ଯ୍ୟକ୍ଷେତ୍ର (ଆର୍ଥିକ କ୍ଷେତ୍ର)
48,Labour and Migration,257,Specify the other sector of work,T,2,"Specify the other sector of work - ଯଦି ଅନ୍ୟ କିଛ କାର୍ଯ୍ୟକ୍ଷେତ୍ର (ଆର୍ଥିକ କ୍ଷେତ୍ର), ଉଲ୍ଳେଖ କରନ୍ତୁ ।"
48,Labour and Migration,258,Bonded labour involvement,S,2,Bonded labour involvement - ଗୋତି ଶ୍ରମିକଙ୍କ ସଂପୃକ୍ତି
48,Labour and Migration,259,Child Migrated,S,2,Child Migrated - ଦେଶାନ୍ତର ହୋଇଥିବା ଶିଶୁ
48,Labour and Migration,260,Purpose of migration,S,2,Purpose of migration - ଦେଶାନ୍ତରର କାରଣ
49,Child Vaccination and Immuniza,261,Name of head of HouseHold,T,0,0
49,Child Vaccination and Immuniza,264,Name of the Father,T,0,0
49,Child Vaccination and Immuniza,265,Name of Mother,T,0,Name of Mother - ମାଆଙ୍କ ନାମ
49,Child Vaccination and Immuniza,266,Sex  of child,R,0,0
49,Child Vaccination and Immuniza,267,Date of Birth,D,0,0
49,Child Vaccination and Immuniza,268,Date of birth of Child,D,0,Date of birth of Child - ଶିଶୁର ଜନ୍ମ ତାରିଖ
49,Child Vaccination and Immuniza,269,MCP MCH card made,R,0,MCP MCH card made - ମା ଓ ଶିଶୁ ସୁରକ୍ଷା / ମା ଓ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ କାର୍ଡ଼
49,Child Vaccination and Immuniza,270,MCP MCH card available,R,0,MCP MCH card available - ମା ଓ ଶିଶୁ ସୁରକ୍ଷା / ମା ଓ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ କାର୍ଡ଼ ଅଛି କି
49,Child Vaccination and Immuniza,271,BCG at birth,R,2,BCG at birth - ବିସିଜି (ଜନ୍ମ ତାରିଖରେ)
49,Child Vaccination and Immuniza,272,BCG Date,D,2,BCG Date  - ବିସିଜି- ତାରିଖ
49,Child Vaccination and Immuniza,273,Hepatitis B 0 (At Birth),R,2,Hepatitis B 0 (At Birth) - ହେପାଟାଇଟିସ ବି  ୦ (ଜନ୍ମ ସମୟରେ)
49,Child Vaccination and Immuniza,274,Hepatitis B 0 Date,D,2,Hepatitis B 0 Date - ହେପାଟାଇଟିସ ବି  ୦- ତାରିଖ
49,Child Vaccination and Immuniza,275,"OPV - 0 ( for polio, At Birth)",R,2,"OPV - 0 ( for polio, At Birth) - ଓପିଭି- ୦ (ପୋଲିଓ ପାଇଁ, ଜନ୍ମ ସମୟରେ)"
49,Child Vaccination and Immuniza,276,OPV - 0 - Date,D,2,OPV - 0 - Date - ଓପିଭି -୦- ତାରିଖ
49,Child Vaccination and Immuniza,277,OPV - 1 (at 1.5 months),R,2,OPV - 1 (at 1.5 months) - ଓପିଭି -୧ (ଦେଢ ମାସ ମଧ୍ୟରେ)
49,Child Vaccination and Immuniza,278,Opv - 1- Date,D,2,Opv - 1- Date  - ଓପିଭି -୧- ତାରିଖ
49,Child Vaccination and Immuniza,279,DPT - 1 (at 1.5 months),R,2,DPT - 1 (at 1.5 months) - ଡିପିଟି- ୧( ଦେଢ ମାସରେ)
49,Child Vaccination and Immuniza,280,DPT - 1 - Date,D,2,DPT - 1 - Date  - ଡିପିଟି- ୧- ତାରିଖ
49,Child Vaccination and Immuniza,281,Hepatitis B 1 (at 1.5 months),R,2,Hepatitis B 1 (at 1.5 months) - ହେପାଟାଇଟିସ ବି ୧(ଦେଢ ମାସରେ)
49,Child Vaccination and Immuniza,282,Hepatitis B 1 - Date,D,2,Hepatitis B 1 - Date -  ହେପାଟାଇଟିସ ବି ୧- ତାରିଖ
49,Child Vaccination and Immuniza,283,OPV - 2 (At 2.5 months),R,2,OPV - 2 (At 2.5 months) - ଓପିଭି -୨ (ଅଢେଇ  ମାସ ମଧ୍ୟରେ)
49,Child Vaccination and Immuniza,284,OPV - 2 Date,D,2,OPV - 2 Date - ଓପିଭି -୨- ତାରିଖ
49,Child Vaccination and Immuniza,285,DPT - 2 (At 2.5 months),R,2,DPT - 2 (At 2.5 months) - ଡିପିଟି- ୨ (ସାଢେ ଦୁଇ ମାସରେ)
49,Child Vaccination and Immuniza,286,DPT - 2 Date,D,2,DPT - 2 Date -  ଡିପିଟି- ୩- ତାରିଖ
49,Child Vaccination and Immuniza,287,Hepatitis B 2 (At 2.5 months),R,2,Hepatitis B 2 (At 2.5 months) - ହେପାଟାଇଟିସ ବି୨(ସାଢେ ଦୁଇ ମାସରେ)
49,Child Vaccination and Immuniza,288,Hepatitis B 2 Date,D,2,Hepatitis B 2 Date - ହେପାଟାଇଟିସ ବି ୨- ତାରିଖ
49,Child Vaccination and Immuniza,289,OPV - 3 (At 3.5 months),R,2,OPV - 3 (At 3.5 months) - ଓପିଭି -୩ (ସାଢେ ତିନି ମାସ ମଧ୍ୟରେ)
49,Child Vaccination and Immuniza,290,OPV - 3 Date,D,2,OPV - 3 Date - ଓପିଭି -୩- ତାରିଖ
49,Child Vaccination and Immuniza,291,DPT - 3 (At 3.5 months),R,2,DPT - 3 (At 3.5 months) - ଡିପିଟି- ୩ (ସାଢେ ତିନି ମାସରେ)
49,Child Vaccination and Immuniza,292,DPT - 3 Date,D,2,DPT - 3 Date - ଡିପିଟି- ୩- ତାରିଖ
49,Child Vaccination and Immuniza,293,Hepatitis B 3 (At 3.5 months),R,2,Hepatitis B 3 (At 3.5 months) -ହେପାଟାଇଟିସ ବି ୩(ସାଢେ ତିନି ମାସରେ)
49,Child Vaccination and Immuniza,294,Hepatitis B 3 Date,D,2,Hepatitis B 3 Date - ହେପାଟାଇଟିସ ବି ୩- ତାରିଖ
49,Child Vaccination and Immuniza,295,Pentavalent - 1,S,2,Pentavalent - 1 -  ପେଣ୍ଟଭାଲେଂଟ - ୧
49,Child Vaccination and Immuniza,296,Pentavalent - 1 Date,D,2,Pentavalent - 1 Date  ପେଣ୍ଟଭାଲେଂଟ ୧- ତାରିଖ
49,Child Vaccination and Immuniza,297,Pentavalent - 3,S,2,Pentavalent - 3 - ପେଣ୍ଟଭାଲେଂଟ - ୩
49,Child Vaccination and Immuniza,298,Pentavalent - 3 Date,D,2,Pentavalent - 3 Date - ପେଣ୍ଟଭାଲେଂଟ - ୩- ତାରିଖ
49,Child Vaccination and Immuniza,299,Measles (At 9 months),R,2,Measles (At 9 months) - ମିଳିମିଳା- (ନଅ ମାସରେ)
49,Child Vaccination and Immuniza,300,Measles - Date,D,2,Measles - Date - ମିଳିମିଳା- ତାରଖ
49,Child Vaccination and Immuniza,301,Vitamin A (1st dose at 9 months),R,2,Vitamin A (1st dose at 9 months) - ଭିଟାମିନ୍ ଏ (ନବମ ମାସରେ ପ୍ରଥମ ଡୋଜ୍)
49,Child Vaccination and Immuniza,302,Vitamin A Date,D,2,Vitamin A Date - ଭିଟାମିନ୍ ଏ - ତାରିଖ
49,Child Vaccination and Immuniza,303,Full immunization,R,0,Full immunization - ସମ୍ପୂର୍ଣ୍ଣ ଟୀକାକରଣ
50,Child Education,304,Name of Father,T,0,Name of Father - ପିତାଙ୍କ ନାମ
50,Child Education,305,Name of Mother,T,0,Name of Mother - ମାତାଙ୍କ ନାମ
50,Child Education,306,Sex of Child,R,0,0
50,Child Education,307,Date of birth,D,0,Date of birth - ଶିଶୁର ଜନ୍ମ ତାରିଖ ଲେଖନ୍ତୁ
50,Child Education,308,Ever Enrolled,R,2,Ever Enrolled - କେବେ ଯଦି ଶିଶୁ ବିଦ୍ୟାଳୟରେ ପଂଜୀକୃତ ହୋଇଥିଲା
50,Child Education,309,"If enrolled, enrollment status",R,2,"If enrolled, enrollment status - ଯଦି ନାମ ଲେଖାଇଛି ତେବେ ବର୍ତମାନର ସ୍ଥିତି"
50,Child Education,311,School Name,T,2,School Id - ବିଦ୍ୟାଳୟ ପରିଚୟ ପତ୍ର
50,Child Education,312,"If dropped out ,class of dropout",S,2,"If dropped out ,class of dropout - ଯଦି ବିଦ୍ୟାଳୟ ଅଧାରୁ ଛାଡ଼ି ଦେଇଛି ଛାଡ଼ିଥିବା ଶ୍ରେଣୀ "
50,Child Education,313,If dropout primary reason,S,2,"If dropout primary reason - ଯଦି ଶିଶୁଟି ଅଧାରୁ ବିଦ୍ୟାଳୟକୁ ଯିବା ଛାଡ଼ିଦେଇଛି, ପ୍ରାଥମିକ କାରଣ"
50,Child Education,314,If dropout secondary reason,S,2,"If dropout secondary reason - ଯଦି ଶିଶୁଟି ଅଧାରୁ ବିଦ୍ୟାଳୟକୁ ଯିବା ଛାଡ଼ିଦେଇଛି, ଦୁତୀୟ କାରଣ"
50,Child Education,315,"If dropout, tertiary reason",S,2,"If dropout, tertiary reason - ଯଦି ଶିଶୁଟି ଅଧାରୁ ବିଦ୍ୟାଳୟକୁ ଯିବା ଛାଡ଼ିଦେଇଛି, ତୃତୀୟ କାରଣ"
50,Child Education,316,"If never enrolled, primary  reason",S,2,"If never enrolled, primary  reason - ଯଦି କେବେ ବି ପଂଜୀକୃତ ହୋଇନାହାନ୍ତି , କାରଣ- ପ୍ରଥମ"
50,Child Education,317,"If never enrolled, secondary reason",S,2,"If never enrolled, secondary reason - କେବେ ବି ପଂଜୀକୃତ ହୋଇନାହାନ୍ତ, କାରଣ- ଦ୍ୱିତୀୟ "
50,Child Education,318,"If never enrolled, tertiary reason",S,2,"If never enrolled, tertiary reason - କେବେ ବି ପଂଜୀକୃତ ହୋଇନାହାନ୍ତ, କାରଣ- ତୃତୀୟ"
50,Child Education,319,Type of School,R,2,Type of School - ବିଦ୍ୟାଳୟର ପ୍ରକାର
50,Child Education,320,Free text books received,R,2,Free text books available - ମାଗଣା ପାଠ୍ୟପୁସ୍ତକ ଦିଆ ଯାଉଛି କି
50,Child Education,321,Free uniform received,R,2,Free uniform available - ମାଗଣା ବିଦ୍ୟାଳୟ ପୋଷାକ ଦିଆ ଯାଉଛି କି
50,Child Education,322,HH Chores involvement,R,2,HH Chores involvement - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି
50,Child Education,323,HH Chores involvement -Before school,R,2,HH Chores involvement -Before school - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି - ବିଦ୍ୟାଳୟ ଯିବା ପୂର୍ବରୁ
50,Child Education,324,HH Chores involvement - After coming from school,R,2,HH Chores involvement - After coming from school - ଘରୋଇ କାର୍ଯ୍ୟରେ ସଂପୃକ୍ତି - ବିଦ୍ୟାଳୟ ରୁ ଆସିବା ପରେ
51,School Education Retention,325,Name of Father,T,0,Name of Father - ପିତାଙ୍କ ନାମ
51,School Education Retention,326,Date of Collection,D,2,0
51,School Education Retention,327,Current Class,S,2,Current Class - ଶିଶୁ ର ବର୍ତମାନ ଶ୍ରେଣୀ     ( ଶିଶୁ ଶିକ୍ଷା)
51,School Education Retention,328,Regular or Irregular,R,2,Regular or Irregular - ନିୟମିତ /ଅନିୟମିତ  ( ଶିଶୁ ଶିକ୍ଷା)
51,School Education Retention,329,Reason for not in school - primary reason,S,2,0
51,School Education Retention,330,Secondary reason for not in school,S,2,Secondary reason for not in school - ବିଦ୍ୟାଳୟରେ ନ ଥିବା ର କାରଣ - ଦ୍ୱିତୀୟ କାରଣ
51,School Education Retention,331,Tertiary reason for not in school,S,2,Tertiary reason for not in school - ବିଦ୍ୟାଳୟରେ ନ ଥିବା ର କାରଣ - ତୃତୀୟ କାରଣ
50,Child Education,334,Other information,T,0,"Other information - ଯଦି ଅନ୍ୟ କିଛି, ଉଲ୍ଲେଖ କରନ୍ତୁ"
54,Village Information,340,Rural or Urban,R,0,Rural or Urban - ଗ୍ରାମ/ ସହର
54,Village Information,341,Primary school available,R,2,Primary school available - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟ ଅଛି କି ନାହିଁ
54,Village Information,342,Primary School Name,T,2,Primary School ID - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ପରିଚୟ ପତ୍ର
54,Village Information,343,Lowest class in Primary School,S,2,Lowest class in Primary School - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ସର୍ବନିମ୍ନ ଶ୍ରେଣୀ
54,Village Information,344,Highest class in Primary School,S,2,Highest class in Primary School - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ସର୍ବୋଚ୍ଚ ଶ୍ରେଣୀ
54,Village Information,345,Category of Primary School,S,2,Category of Primary School - ବିଦ୍ୟାଳୟର ବର୍ଗ
54,Village Information,346,Distance of the Primary School(in kms),T,2,Distance of the Primary School - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ଦୂରତ୍ୱ
54,Village Information,347,Barriers for accessing Primary School,S,2,Barriers for accessing Primary School - ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟକୁ ଯିବାରେ ବାଧା
54,Village Information,348," If other (primary school), specify",T,2," If other (primary school), specify - ଯଦି ଭିନ୍ନ କିଛି(ପ୍ର୍ରାଥମିକ ବିଦ୍ୟାଳୟ) ଉଲ୍ଲେଖ କରନ୍ତୁ"
54,Village Information,349,Upper Primary school available,R,2,Upper Primary school available - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟ ଅଛି କି
54,Village Information,350,Upper Primary school Name,T,2,Upper Primary school ID - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ପରିଚୟ ପତ୍ର
54,Village Information,351,Lowest class in upper primary school,S,2,Lowest class in upper primary school - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ସର୍ବନିମ୍ନ ଶ୍ରେଣୀ
54,Village Information,352,Highest class in upper primary school,S,2,Highest class in upper primary school - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ସର୍ବୋଚ୍ଚ ଶ୍ରେଣୀ
54,Village Information,353,Category of upper primary school,S,2,Category of upper primary school - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ବର୍ଗ
54,Village Information,354,Distance of the upper primary school from village(in kms),T,2,Distance of the upper primary school from village -   ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟର ଦୂରତ୍ୱ
54,Village Information,355,Barriers for accessing upper primary school,S,2,Barriers for accessing upper primary school - ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟକୁ ଯିବାରେ ବାଧା
54,Village Information,356,If other,T,2,"If other  - ଯଦି ଭିନ୍ନ କିଛି, ଉଲ୍ଲେଖ କର"
54,Village Information,357,Secondary school available,R,2,Secondary school available - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟ ଅଛି କି
54,Village Information,358,Secondary school Name,T,2,Secondary school ID - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ପରିଚୟ ପତ୍ର
54,Village Information,359,Lowest class in secondary school,S,2,Lowest class in secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ସର୍ବନିମ୍ନ ଶ୍ରେଣୀ
54,Village Information,360,Highest class in secondary school,S,2,Highest class in secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ସର୍ବୋଚ୍ଚ ଶ୍ରେଣୀ
54,Village Information,361,Category of secondary school,S,2,Category of secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ବର୍ଗ
54,Village Information,362,Distance of the secondary school(in kms),T,2,Distance of the secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ଦୂରତ୍ୱ
54,Village Information,363,Barriers for accessing secondary school,S,2,Barriers for accessing secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟକୁ ଯିବାରେ ବାଧା
54,Village Information,364,if other,T,2,"if other - ଯଦି ଭିନ୍ନ କିଛି, ଉଲ୍ଲେଖ କର"
54,Village Information,365,Higher Secondary school available,R,2,Higher Secondary school available - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟ ଅଛି କି
54,Village Information,366,Higher Secondary school Name,T,2,Higher Secondary school ID - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ପରିଚୟ ପତ୍ର
54,Village Information,367,Lowest class in higher secondary school,S,2,Lowest class in higher secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ସର୍ବନିମ୍ନ ଶ୍ରେଣୀ
54,Village Information,368,Highest class in higher secondary school,S,2,Highest class in higher secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ସର୍ବୋଚ୍ଚ ଶ୍ରେଣୀ
54,Village Information,369,Category of higher secondary school,S,2,Category of higher secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ବର୍ଗ
54,Village Information,370,Distance of the higher secondary school(in kms),T,2,Distance of the higher secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟର ଦୂରତ୍ୱ
54,Village Information,371,Barriers for accessing higher secondary school,S,2,Barriers for accessing higher secondary school - ମାଧ୍ୟମିକ ବିଦ୍ୟାଳୟକୁ ଯିବାରେ ବାଧା
54,Village Information,372,If other,T,2,0
54,Village Information,373,AWC available,R,2,AWC available - ଅଂଗନବାଡି  ଅଛି କି
54,Village Information,374,Distance of the AWC from the village(in kms),T,2,Distance of the AWC from the village - ଗ୍ରାମ ଠାରୁ ଅଂଗନବାଡିର ଦୂରତା
54,Village Information,375,Primary barriers for accessing AWC,S,2,Primary barriers for accessing AWC - ଅଂଗନବାଡି  ଯିବାରେ ବାଧା
54,Village Information,376,Others,T,2,"Others - ଯଦି ଭିନ୍ନ କିଛି, ଉଲ୍ଲେଖ କର "
54,Village Information,377,Need for additional AWC,R,2,Need for additional AWC - ଅତିରିକ୍ତ ଅଂଗନବାଡି  ର ଆବଶ୍ୟକତା
54,Village Information,378,SHC available,R,2,SHC available - ଉପ ସ୍ୱାସ୍ଥ୍ୟକେନ୍ଦ୍ର ଅଛି କି
54,Village Information,379,SHC Name,T,2,SHC ID - ଉପସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ପରିଚୟ ପତ୍ର
54,Village Information,380,Distance of the SHC from the village(in kms),T,2,Distance of the SHC from the village - ଗ୍ରାମଠାରୁ ଉପ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ଦୂରତ୍ୱ
54,Village Information,381,Primary barrier in accessing SHC,S,2,Primary barrier in accessing SHC - ଉପ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ଯିବାରେ ବାଧା
54,Village Information,382,If Other,T,2,0
54,Village Information,383,PHC available,R,2,PHC available - ପ୍ରାଥମିକ ସ୍ୱାସ୍ଥ୍ୟକେନ୍ଦ୍ର ଅଛି କି
54,Village Information,384,PHC Name,T,2,PHC ID - ପ୍ରାଥମିକ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ପରିଚୟ ପତ୍ର
54,Village Information,385,Distance of the PHC from the village(in kms),T,2,Distance of the PHC from the village - ଗ୍ରାମଠାରୁ ପ୍ରାଥମିକ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ଦୂରତ୍ୱ
54,Village Information,386,Primary barrier in accessing PHC,S,2,Primary barrier in accessing PHC - ପ୍ରାଥମିକ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ଯିବାରେ ବାଧା
54,Village Information,387,If Other,T,2,0
54,Village Information,388,CHC available,R,2,CHC available - ଗୋଷ୍ଠି  ସ୍ୱାସ୍ଥ୍ୟକେନ୍ଦ୍ର ଅଛି କି
54,Village Information,389,CHC Name,T,2,CHC ID - ଗୋଷ୍ଠି ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ପରିଚୟ ପତ୍ର
54,Village Information,390,Distance of the CHC from the village(in kms),T,2,Distance of the CHC from the village - ଗ୍ରାମଠାରୁ ଗୋଷ୍ଠି ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ଦୂରତ୍ୱ
54,Village Information,391,Primary barrier in accessing CHC,S,2,Primary barrier in accessing CHC - ଗୋଷ୍ଠି ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ଯିବାରେ ବାଧା
54,Village Information,392,If other,T,2,0
54,Village Information,393,ASHA available,R,2,ASHA available - ଅଶା କର୍ମୀ ଅଛନ୍ତି କି
54,Village Information,394,VHSNC existing,R,2,VHSNC existing - ଗ୍ରାମ ସ୍ୱାସ୍ଥ୍ୟ ଓ ପରିମଳ କମିଟି ଅଛି କି
54,Village Information,395,VHSNC operational,S,2,VHSNC operational - ଗ୍ରାମ ସ୍ୱାସ୍ଥ୍ୟ ଓ ପରିମଳ କମିଟି କାର୍ଯ୍ୟକ୍ଷମ କି ନାହିଁ
54,Village Information,396,VCPC existing,R,2,VCPC existing - ଗ୍ରାମ୍ୟ ଶିଶୁ ସୁରକ୍ଷା କମିଟି ରହିଛି କି ନାହିଁ
54,Village Information,397,VCPC Operational,S,2,VCPC Operational - ଗ୍ରାମ୍ୟ ଶିଶୁ ସୁରକ୍ଷା କମିଟି କାର୍ଯ୍ୟକ୍ଷମ
54,Village Information,398,Number of Self Help Groups/ CBOs,T,2,Number of Self Help Groups/ CBOs - ସ୍ୱୟଂ ସହାୟିକା ଗୋଷ୍ଠୀ / ଗୋଷ୍ଠୀ ଭିତ୍ତିକ ସଂଗଠନ ସଂଖ୍ୟା
54,Village Information,399,Number of Child Collective,T,2,Number of Child Collective - ଶିଶୁ ସଂଗଠନ ସଂଖ୍ୟା
54,Village Information,400,Electricity,R,2,Electricity - ବିଦ୍ୟୁତ୍ ସୁବିଧା
54,Village Information,401,Road,R,2,Road - ପିଚୁ ରାସ୍ତା
54,Village Information,402,Public Transport,R,2,Public Transport - ସାଧାରଣ ବା ସରକାରୀପରିବହନ
54,Village Information,403,Water Supply,R,2,Water Supply - ଜଳ ଯୋଗାଣ
55,House Hold Information,404,Rural or Urban,R,0,0
55,House Hold Information,405,Type of Family,R,2,Type of Family - ପରିବାରର ପ୍ରକାର
55,House Hold Information,406,Name of the Head of the HH,T,0,0
55,House Hold Information,407,Age of the Head of the HH,T,0,0
55,House Hold Information,408,Sex of the Head of the HH,R,0,0
55,House Hold Information,409,Highest class passed (Head of the HH),S,2,Highest class passed (Head of the HH) - ସର୍ବୋଚ୍ଚ ଶ୍ରେଣୀ ପାସ୍ ( ପରିବାରର ମୁଖ୍ୟ)
55,House Hold Information,410,Caste,S,2,Caste - ଜାତି
55,House Hold Information,411,Do you have homestead land,S,2,Do you have homestead land - ଆପଣଙ୍କର ବାସୋପଯୋଗୀ ଜମି ଅଛି କି?
55,House Hold Information,412,Type of house,S,2,Type of house - ଗୃହର ପ୍ରକାର
55,House Hold Information,413,Religion,S,2,Religion - ଧର୍ମ
55,House Hold Information,414,Type of Ration card,S,2,Type of Ration card - ରାସନ କାର୍ଡ଼ର ପ୍ରକାର
55,House Hold Information,415,If others,T,2,"If others - ଯଦି ଅନ୍ୟ କିଛି, ଉଲ୍ଲେଖ କରନ୍ତୁ"
55,House Hold Information,416,Ration from PDS,S,2,Ration from PDS - ପି.ଡ଼ି.ଏସ ରୁ ରାସନ ମିଳୁଛି କି
55,House Hold Information,417,MGNREGA JOB CARD,S,2,MGNREGA JOB CARD - ଏମଜିନରେଗା ଜବ କାର୍ଡ଼
55,House Hold Information,418,Number of working days last year,T,2,Number of working days last year - ଗତ ବର୍ଷର କାର୍ଯ୍ୟ ଦିବସ
55,House Hold Information,419,Amount of money received last year?,T,2,Amount of money received last year? - ଗତ ବର୍ଷ ପାଇଥିବା ଟଙ୍କା?
55,House Hold Information,420,Amount Received (MGNREGA),R,2,Amount Received (MGNREGA) - ଅର୍ଥ ଗ୍ରହଣ (ଏମଜିନରେଗା)
55,House Hold Information,421,Total family members,T,2,Total family members - ପରିବାରର ସମୁଦାୟ ସଦସ୍ୟ ସଂଖ୍ୟା
55,House Hold Information,422,Total family members 17 years or younger,T,2,Total family members 17 years or younger - ପରିବାରର ସମୁଦାୟ ସଦସ୍ୟ ୧୭ ବର୍ଷର କିମ୍ବା ତାହା ଠାରୁ ସାନ
55,House Hold Information,423,Primary occupation of the family,S,2,Primary occupation of the family - ପରିବାରର ପ୍ରାଥମିକ ପେଷା
55,House Hold Information,424,Enter other type of occupation,T,2,Enter other type of occupation -  ପେଷା ଅନ୍ୟାନ୍ୟ
55,House Hold Information,425,If Landless,R,2,If Landless - ଯଦି ଭୂମିହୀନ
55,House Hold Information,426,Primary source of energy for cooking,S,2,Primary source of energy for cooking - ରୋଷେଇ ପାଇଁ ଉଦ୍ଦିଷ୍ଟ ପ୍ରାଥମିକ ଶକ୍ତି ଉତ୍ସ
